,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,597,Sánchez,36,1,45,3.67225,False,1,1,3.0,3.67225
1,102,Azpilicueta,8,2,57,3.4952500000000004,False,1,1,5.1,3.4952500000000004
2,277,Cancelo,43,2,62,3.5596250000000005,False,1,1,25.0,3.5596250000000005
3,556,Dias,43,2,61,3.5428750000000004,False,1,1,24.3,3.5428750000000004
4,24,Saka,3,3,52,3.726125,False,1,1,9.6,3.726125
5,254,Salah,14,3,126,5.16675,False,1,1,39.2,5.16675
6,275,Mahrez,43,3,81,4.938375,False,1,1,5.2,4.938375
7,390,Son,6,3,95,4.96875,False,1,1,54.6,4.96875
8,202,Bamford,2,4,68,4.124875,False,1,1,52.0,4.124875
9,388,Kane,6,4,112,5.539125,True,2,1,34.1,11.07825
10,437,Antonio,21,4,65,4.37025,False,1,1,12.2,4.37025
11,523,Forster,20,1,40,2.5837499999999998,False,0,0,5.7,0.0
12,67,Veltman,36,2,43,3.0652500000000003,False,0,0,1.0,0.0
13,109,Rüdiger,8,2,46,3.2891250000000003,False,0,0,4.2,0.0
14,448,Rice,21,3,47,2.6765000000000003,False,0,0,2.2,0.0
