,ID,Points,Minutes,sim
0,5,2,90,1
1,7,2,90,1
2,12,2,90,1
3,21,5,90,1
4,22,2,90,1
5,23,8,90,1
6,26,2,90,1
7,30,6,90,1
8,35,6,90,1
9,38,6,90,1
10,39,2,90,1
11,43,3,90,1
12,44,7,90,1
13,45,20,90,1
14,50,6,90,1
15,51,6,90,1
16,52,6,90,1
17,58,2,90,1
18,59,1,90,1
19,60,2,90,1
20,61,1,90,1
21,62,1,90,1
22,64,2,90,1
23,69,1,90,1
24,71,1,90,1
25,74,2,90,1
26,76,2,90,1
27,77,5,90,1
28,78,2,90,1
29,80,5,90,1
30,83,2,90,1
31,84,7,90,1
32,85,5,90,1
33,90,2,90,1
34,96,8,90,1
35,98,2,90,1
36,101,2,90,1
37,104,2,90,1
38,109,2,90,1
39,112,1,90,1
40,113,1,90,1
41,118,2,90,1
42,121,6,90,1
43,123,3,90,1
44,130,3,90,1
45,132,3,90,1
46,133,7,90,1
47,134,2,90,1
48,142,11,90,1
49,143,6,90,1
50,144,11,90,1
51,145,2,90,1
52,146,6,90,1
53,148,3,90,1
54,153,2,90,1
55,154,8,90,1
56,159,2,90,1
57,162,12,90,1
58,165,2,90,1
59,169,2,90,1
60,170,2,90,1
61,171,2,90,1
62,174,2,90,1
63,175,2,90,1
64,178,2,90,1
65,180,2,90,1
66,184,2,90,1
67,187,2,90,1
68,188,2,90,1
69,190,2,90,1
70,191,2,90,1
71,194,2,90,1
72,196,2,90,1
73,199,2,90,1
74,200,6,90,1
75,201,9,90,1
76,203,3,90,1
77,205,10,90,1
78,208,6,90,1
79,210,3,90,1
80,212,6,90,1
81,215,4,90,1
82,217,6,90,1
83,218,6,90,1
84,222,3,90,1
85,224,6,90,1
86,229,6,90,1
87,231,6,90,1
88,232,3,90,1
89,234,8,90,1
90,237,13,90,1
91,239,3,90,1
92,240,3,90,1
93,245,9,90,1
94,249,9,90,1
95,251,8,90,1
96,254,3,90,1
97,256,9,90,1
98,257,6,90,1
99,259,6,90,1
100,261,3,90,1
101,262,6,90,1
102,264,8,90,1
103,265,4,90,1
104,266,3,90,1
105,267,2,90,1
106,270,1,90,1
107,271,2,90,1
108,273,1,90,1
109,277,5,90,1
110,285,2,90,1
111,287,2,90,1
112,288,1,90,1
113,290,1,90,1
114,291,2,90,1
115,295,2,90,1
116,303,2,90,1
117,305,2,90,1
118,307,2,90,1
119,308,2,90,1
120,310,5,90,1
121,314,1,90,1
122,315,2,90,1
123,318,2,90,1
124,319,1,90,1
125,321,1,90,1
126,326,1,90,1
127,333,1,90,1
128,335,3,90,1
129,339,5,90,1
130,341,4,90,1
131,342,1,90,1
132,343,1,90,1
133,345,2,90,1
134,351,1,90,1
135,353,1,90,1
136,354,3,90,1
137,357,2,90,1
138,359,4,90,1
139,361,1,90,1
140,364,4,90,1
141,365,2,90,1
142,370,1,90,1
143,376,6,90,1
144,381,3,90,1
145,382,6,90,1
146,384,9,90,1
147,399,3,90,1
148,403,6,90,1
149,408,5,90,1
150,411,5,90,1
151,413,3,90,1
152,417,2,90,1
153,418,2,90,1
154,420,4,90,1
155,421,7,90,1
156,422,2,90,1
157,423,2,90,1
158,425,2,90,1
159,426,6,90,1
160,428,6,90,1
161,429,7,90,1
162,431,8,90,1
163,432,9,90,1
164,436,8,90,1
165,437,12,90,1
166,438,3,90,1
167,445,2,90,1
168,447,2,90,1
169,450,10,90,1
170,451,1,90,1
171,456,1,90,1
172,457,1,90,1
173,460,1,90,1
174,461,6,90,1
175,463,2,90,1
176,464,6,90,1
177,466,2,90,1
178,475,6,90,1
179,477,6,90,1
180,478,2,90,1
181,485,2,90,1
182,488,6,90,1
183,492,3,90,1
184,493,9,90,1
185,494,1,90,1
186,495,3,90,1
187,499,2,90,1
188,501,6,90,1
189,503,2,90,1
190,505,3,90,1
191,506,3,90,1
192,510,1,90,1
193,512,7,90,1
194,527,6,90,1
195,529,9,90,1
196,538,2,90,1
197,546,1,90,1
198,555,1,90,1
199,558,2,90,1
200,559,2,90,1
201,567,1,90,1
202,575,2,90,1
203,578,2,90,1
204,579,4,90,1
205,581,5,90,1
206,582,2,90,1
207,584,1,90,1
208,585,1,90,1
209,588,1,90,1
210,591,2,90,1
211,675,2,90,1
212,676,8,90,1
213,677,6,90,1
214,681,8,90,1
215,697,2,90,1
216,699,7,90,1
217,700,5,90,1
218,701,2,90,1
219,702,2,90,1
0,7,2,90,2
1,12,2,90,2
2,19,2,90,2
3,20,2,90,2
4,21,2,90,2
5,22,2,90,2
6,23,2,90,2
7,30,3,90,2
8,35,5,90,2
9,38,1,90,2
10,39,2,90,2
11,40,9,90,2
12,44,2,90,2
13,45,1,90,2
14,50,2,90,2
15,51,2,90,2
16,52,4,90,2
17,55,2,90,2
18,58,2,90,2
19,59,1,90,2
20,60,2,90,2
21,61,1,90,2
22,63,2,90,2
23,64,4,90,2
24,67,2,90,2
25,69,1,90,2
26,70,7,90,2
27,71,1,90,2
28,74,2,90,2
29,76,2,90,2
30,77,2,90,2
31,78,2,90,2
32,80,1,90,2
33,84,2,90,2
34,89,1,90,2
35,90,1,90,2
36,91,1,90,2
37,96,2,90,2
38,101,3,90,2
39,111,5,90,2
40,112,6,90,2
41,113,9,90,2
42,115,9,90,2
43,118,8,90,2
44,119,2,90,2
45,121,2,90,2
46,122,2,90,2
47,127,2,90,2
48,130,2,90,2
49,132,2,90,2
50,133,2,90,2
51,134,3,90,2
52,138,2,90,2
53,142,2,90,2
54,143,2,90,2
55,144,5,90,2
56,146,1,90,2
57,150,1,90,2
58,153,6,90,2
59,154,2,90,2
60,157,2,90,2
61,162,1,90,2
62,165,6,90,2
63,169,12,90,2
64,170,6,90,2
65,171,3,90,2
66,174,3,90,2
67,175,8,90,2
68,177,2,90,2
69,180,2,90,2
70,184,1,90,2
71,185,1,90,2
72,187,2,90,2
73,188,2,90,2
74,190,7,90,2
75,191,2,90,2
76,196,2,90,2
77,199,1,90,2
78,200,6,90,2
79,202,6,90,2
80,205,2,90,2
81,209,6,90,2
82,212,8,90,2
83,213,6,90,2
84,214,3,90,2
85,215,3,90,2
86,220,6,90,2
87,222,4,90,2
88,224,6,90,2
89,225,3,90,2
90,229,6,90,2
91,230,3,90,2
92,231,6,90,2
93,232,8,90,2
94,233,3,90,2
95,237,6,90,2
96,243,6,90,2
97,249,1,90,2
98,250,7,90,2
99,254,7,90,2
100,255,9,90,2
101,256,7,90,2
102,257,1,90,2
103,259,2,90,2
104,261,2,90,2
105,262,4,90,2
106,265,2,90,2
107,266,2,90,2
108,267,2,90,2
109,270,6,90,2
110,271,3,90,2
111,277,11,90,2
112,279,6,90,2
113,285,3,90,2
114,288,9,90,2
115,290,1,90,2
116,295,2,90,2
117,303,5,90,2
118,304,2,90,2
119,305,2,90,2
120,307,2,90,2
121,308,2,90,2
122,310,2,90,2
123,314,1,90,2
124,315,5,90,2
125,318,2,90,2
126,319,7,90,2
127,323,7,90,2
128,333,2,90,2
129,335,3,90,2
130,339,5,90,2
131,341,5,90,2
132,342,2,90,2
133,343,2,90,2
134,345,6,90,2
135,353,2,90,2
136,354,2,90,2
137,357,4,90,2
138,359,2,90,2
139,361,1,90,2
140,364,1,90,2
141,365,2,90,2
142,370,1,90,2
143,376,0,90,2
144,384,0,90,2
145,399,2,90,2
146,400,0,90,2
147,403,2,90,2
148,404,4,90,2
149,408,6,90,2
150,411,6,90,2
151,413,2,90,2
152,416,6,90,2
153,417,6,90,2
154,419,8,90,2
155,420,8,90,2
156,421,3,90,2
157,422,3,90,2
158,423,3,90,2
159,425,6,90,2
160,426,2,90,2
161,428,2,90,2
162,429,2,90,2
163,430,6,90,2
164,431,2,90,2
165,433,8,90,2
166,437,2,90,2
167,439,2,90,2
168,441,10,90,2
169,450,2,90,2
170,451,12,90,2
171,455,2,90,2
172,456,1,90,2
173,457,1,90,2
174,460,2,90,2
175,464,4,90,2
176,466,3,90,2
177,471,2,90,2
178,475,2,90,2
179,477,1,90,2
180,478,2,90,2
181,483,1,90,2
182,484,3,90,2
183,485,5,90,2
184,488,1,90,2
185,492,7,90,2
186,493,1,90,2
187,494,1,90,2
188,495,2,90,2
189,503,3,90,2
190,505,3,90,2
191,510,6,90,2
192,512,3,90,2
193,516,2,90,2
194,518,9,90,2
195,524,2,90,2
196,546,2,90,2
197,551,2,90,2
198,555,12,90,2
199,558,2,90,2
200,559,2,90,2
201,567,2,90,2
202,575,4,90,2
203,577,6,90,2
204,578,13,90,2
205,579,5,90,2
206,581,2,90,2
207,583,3,90,2
208,584,4,90,2
209,585,6,90,2
210,588,1,90,2
211,675,9,90,2
212,676,0,90,2
213,677,0,90,2
214,681,2,90,2
215,696,5,90,2
216,697,2,90,2
217,700,5,90,2
218,701,2,90,2
219,702,5,90,2
0,5,6,90,3
1,7,3,90,3
2,12,3,90,3
3,19,2,90,3
4,22,3,90,3
5,23,6,90,3
6,26,3,90,3
7,30,2,90,3
8,33,3,90,3
9,35,5,90,3
10,38,8,90,3
11,39,2,90,3
12,40,2,90,3
13,44,2,90,3
14,45,2,90,3
15,50,2,90,3
16,51,7,90,3
17,52,2,90,3
18,58,2,90,3
19,59,1,90,3
20,60,2,90,3
21,61,1,90,3
22,62,3,90,3
23,63,2,90,3
24,67,6,90,3
25,69,1,90,3
26,70,2,90,3
27,71,1,90,3
28,74,2,90,3
29,76,2,90,3
30,77,2,90,3
31,78,5,90,3
32,80,3,90,3
33,82,2,90,3
34,83,2,90,3
35,84,7,90,3
36,89,2,90,3
37,96,2,90,3
38,98,1,90,3
39,101,2,90,3
40,104,2,90,3
41,109,6,90,3
42,111,2,90,3
43,112,1,90,3
44,113,1,90,3
45,115,2,90,3
46,121,8,90,3
47,122,6,90,3
48,123,8,90,3
49,130,3,90,3
50,131,3,90,3
51,134,2,90,3
52,138,4,90,3
53,141,3,90,3
54,142,9,90,3
55,143,6,90,3
56,144,7,90,3
57,146,2,90,3
58,148,2,90,3
59,154,2,90,3
60,159,2,90,3
61,161,2,90,3
62,162,2,90,3
63,165,2,90,3
64,170,2,90,3
65,171,2,90,3
66,173,2,90,3
67,174,2,90,3
68,177,2,90,3
69,180,2,90,3
70,184,1,90,3
71,185,4,90,3
72,187,2,90,3
73,190,1,90,3
74,191,2,90,3
75,196,2,90,3
76,199,1,90,3
77,200,2,90,3
78,203,2,90,3
79,205,2,90,3
80,209,2,90,3
81,210,2,90,3
82,212,2,90,3
83,217,2,90,3
84,218,2,90,3
85,219,2,90,3
86,220,5,90,3
87,222,2,90,3
88,224,2,90,3
89,225,2,90,3
90,229,2,90,3
91,230,5,90,3
92,231,2,90,3
93,233,8,90,3
94,234,2,90,3
95,237,4,90,3
96,243,2,90,3
97,250,2,90,3
98,251,11,90,3
99,254,10,90,3
100,256,2,90,3
101,257,2,90,3
102,259,2,90,3
103,262,2,90,3
104,263,2,90,3
105,265,12,90,3
106,266,4,90,3
107,267,7,90,3
108,270,1,90,3
109,273,1,90,3
110,274,2,90,3
111,277,5,90,3
112,279,4,90,3
113,282,2,90,3
114,285,4,90,3
115,287,2,90,3
116,288,1,90,3
117,290,4,90,3
118,295,5,90,3
119,303,2,90,3
120,304,2,90,3
121,305,2,90,3
122,307,2,90,3
123,309,5,90,3
124,310,2,90,3
125,314,3,90,3
126,315,3,90,3
127,318,2,90,3
128,319,1,90,3
129,321,1,90,3
130,333,2,90,3
131,335,5,90,3
132,336,2,90,3
133,337,2,90,3
134,339,10,90,3
135,341,2,90,3
136,342,2,90,3
137,351,2,90,3
138,353,6,90,3
139,354,8,90,3
140,357,3,90,3
141,359,5,90,3
142,361,6,90,3
143,364,6,90,3
144,365,3,90,3
145,370,6,90,3
146,376,8,90,3
147,379,9,90,3
148,381,3,90,3
149,382,6,90,3
150,384,6,90,3
151,399,3,90,3
152,403,3,90,3
153,404,6,90,3
154,408,6,90,3
155,411,6,90,3
156,413,3,90,3
157,415,6,90,3
158,416,3,90,3
159,417,6,90,3
160,418,6,90,3
161,420,3,90,3
162,421,3,90,3
163,422,3,90,3
164,425,6,90,3
165,426,2,90,3
166,429,2,90,3
167,430,5,90,3
168,432,2,90,3
169,433,2,90,3
170,436,5,90,3
171,437,8,90,3
172,443,2,90,3
173,449,5,90,3
174,451,2,90,3
175,456,7,90,3
176,457,1,90,3
177,460,2,90,3
178,461,7,90,3
179,463,1,90,3
180,466,6,90,3
181,468,8,90,3
182,475,2,90,3
183,477,2,90,3
184,478,3,90,3
185,483,5,90,3
186,484,2,90,3
187,485,2,90,3
188,488,3,90,3
189,491,2,90,3
190,493,2,90,3
191,494,6,90,3
192,503,2,90,3
193,505,2,90,3
194,510,1,90,3
195,516,2,90,3
196,517,2,90,3
197,524,7,90,3
198,529,5,90,3
199,538,8,90,3
200,546,2,90,3
201,555,1,90,3
202,558,6,90,3
203,559,8,90,3
204,578,2,90,3
205,579,6,90,3
206,581,2,90,3
207,583,5,90,3
208,584,4,90,3
209,585,1,90,3
210,586,6,90,3
211,588,6,90,3
212,631,2,90,3
213,675,2,90,3
214,677,6,90,3
215,681,2,90,3
216,696,2,90,3
217,700,2,90,3
218,701,6,90,3
