,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,157,Pickford,11,1,48,2.727,False,1,1,4.6,2.727
1,155,Digne,11,2,61,2.5078750000000003,False,1,1,8.6,2.5078750000000003
2,156,Keane,11,2,51,2.34,False,1,1,5.9,2.34
3,259,Alexander-Arnold,14,2,75,2.990875,False,1,1,18.0,2.990875
4,251,Mané,14,3,117,3.4331249999999995,False,1,1,5.0,3.4331249999999995
5,254,Salah,14,3,126,4.017125,True,2,1,32.8,8.03425
6,445,Bowen,21,3,60,2.43125,False,1,1,2.9,2.43125
7,570,Raphinha,2,3,55,2.261125,False,1,1,10.2,2.261125
8,202,Bamford,2,4,65,3.004125,False,1,1,44.0,3.004125
9,224,Vardy,13,4,101,3.1213749999999996,False,1,1,19.9,3.1213749999999996
10,514,Watkins,7,4,65,2.8478749999999997,False,1,1,25.0,2.8478749999999997
11,597,Sánchez,36,1,45,2.3209999999999997,False,0,0,3.4,0.0
12,46,Konsa,7,2,47,1.927625,False,0,0,6.6,0.0
13,66,Webster,36,2,43,1.831625,False,0,0,0.9,0.0
14,424,Burke,49,3,41,1.314,False,0,0,1.9,0.0
