,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,8,Leno,3,1,50,8,3.845,False,1,1,3.845
1,66,Webster,36,2,44,8,3.802,False,1,1,3.802
2,110,Zouma,8,2,52,8,3.881,False,1,1,3.881
3,239,Justin,13,2,48,8,3.697,False,1,1,3.697
4,375,Walker-Peters,20,2,45,8,3.628,False,1,1,3.628
5,4,Aubameyang,3,3,117,8,5.78,False,1,1,5.78
6,203,Harrison,2,3,55,8,3.715,False,1,1,3.715
7,390,Son,6,3,96,8,5.547999999999999,False,1,1,5.547999999999999
8,117,Werner,8,4,93,8,5.468,False,1,1,5.468
9,377,Adams,20,4,58,8,4.467,False,1,1,4.467
10,388,Kane,6,4,109,8,6.416,True,2,1,12.832
11,383,Lloris,6,1,55,8,4.005,False,0,0,0.0
12,232,Chilwell,8,2,59,8,4.772,False,0,0,0.0
13,69,Trossard,36,3,60,8,4.001,False,0,0,0.0
14,370,Ward-Prowse,20,3,59,8,4.297,False,0,0,0.0
