rank,prev_rank,name,league,off,def,spi
247,248,Hearts,Scottish Premiership,1.23,1.35,42.9
248,249,AEK Athens,Greek Super League,1.16,1.27,42.9
249,250,Nashville SC,Major League Soccer,1.21,1.33,42.85
250,280,Huddersfield Town,English League Championship,1.13,1.24,42.72
251,251,Minnesota United FC,Major League Soccer,1.31,1.45,42.71
252,252,Cercle Brugge,Belgian Jupiler League,1.29,1.43,42.7
253,253,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
254,254,Terek Grozny,Russian Premier Liga,1.18,1.3,42.56
255,255,Omonia Nicosia,UEFA Europa Conference League,1.32,1.47,42.46
256,244,Real Valladolid,Spanish Segunda Division,1.28,1.43,42.31
257,258,Sivasspor,Turkish Turkcell Super Lig,1.3,1.45,42.23
258,259,Blackpool,English League Championship,1.11,1.24,42.17
259,263,Pumas Unam,Mexican Primera Division Torneo Clausura,1.16,1.3,42.15
260,261,Moreirense,Portuguese Liga,1.12,1.26,42.11
261,262,FC Dallas,Major League Soccer,1.36,1.54,42.0
262,260,Girona FC,Spanish Segunda Division,1.18,1.33,41.88
263,264,St. Truidense,Belgian Jupiler League,1.16,1.31,41.84
264,265,Lecce,Italy Serie B,1.16,1.32,41.78
265,266,Queens Park Rangers,English League Championship,1.2,1.36,41.78
266,268,Ludogorets,UEFA Europa League,1.29,1.46,41.74
267,269,Talleres de Córdoba,Argentina Primera Division,1.15,1.3,41.74
268,257,Almeria,Spanish Segunda Division,1.11,1.27,41.72
269,270,FC Arouca,Portuguese Liga,1.16,1.32,41.72
270,271,Cuiaba,Brasileiro Série A,1.08,1.23,41.66
271,272,Union Santa Fe,Argentina Primera Division,1.04,1.19,41.6
272,273,Colorado Rapids,Major League Soccer,1.23,1.41,41.5
273,274,Juventude,Brasileiro Série A,1.09,1.25,41.46
274,275,Tijuana,Mexican Primera Division Torneo Clausura,1.2,1.38,41.44
275,276,Atlanta United FC,Major League Soccer,1.33,1.53,41.41
276,277,Lanus,Argentina Primera Division,1.36,1.57,41.35
277,278,Atlético Goianiense,Brasileiro Série A,1.08,1.24,41.34
278,279,SV Darmstadt 98,German 2. Bundesliga,1.42,1.64,41.33
279,281,Birmingham,English League Championship,1.14,1.32,41.14
280,288,Orlando City SC,Major League Soccer,1.23,1.43,41.05
281,282,Necaxa,Mexican Primera Division Torneo Clausura,1.16,1.35,41.0
282,283,Viking FK,Norwegian Tippeligaen,1.44,1.68,40.98
283,284,CA Independiente,Argentina Primera Division,1.02,1.19,40.97
284,285,Sparta,Dutch Eredivisie,1.1,1.28,40.92
285,286,Cremonese,Italy Serie B,1.15,1.35,40.8
286,289,Parma,Italy Serie B,1.06,1.24,40.67
287,290,Hatayspor,Turkish Turkcell Super Lig,1.41,1.66,40.54
288,291,Slovan Bratislava,UEFA Europa Conference League,1.16,1.37,40.52
289,292,Botafogo,Brasileiro Série A,1.21,1.43,40.48
290,267,Rubin Kazan,Russian Premier Liga,1.29,1.53,40.4
291,293,Benevento,Italy Serie B,1.15,1.37,40.37
292,294,Banfield,Argentina Primera Division,1.01,1.22,40.1
293,299,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.2,1.44,40.09
294,295,Huracán,Argentina Primera Division,1.02,1.24,40.05
295,296,Coritiba,Brasileiro Série A,1.19,1.44,40.01
296,297,Swansea City,English League Championship,1.11,1.34,39.99
297,363,Cerezo Osaka,Japanese J League,1.28,1.54,39.91
298,298,PEC Zwolle,Dutch Eredivisie,1.22,1.48,39.87
299,300,Valerenga,Norwegian Tippeligaen,1.23,1.5,39.7
300,301,Go Ahead Eagles,Dutch Eredivisie,1.3,1.58,39.69
301,256,Vissel Kobe,Japanese J League,1.19,1.45,39.69
302,302,Randers FC,Danish SAS-Ligaen,1.15,1.4,39.58
303,304,Frosinone,Italy Serie B,1.12,1.38,39.4
304,305,Silkeborg,Danish SAS-Ligaen,1.16,1.42,39.37
305,306,Aris Salonika,Greek Super League,0.95,1.17,39.34
306,308,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.26,1.56,39.15
307,303,Sporting Kansas City,Major League Soccer,1.21,1.5,39.06
308,309,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
309,310,AGF Aarhus,Danish SAS-Ligaen,1.17,1.47,38.91
310,307,Portland Timbers,Major League Soccer,1.31,1.63,38.87
311,287,Nagoya Grampus Eight,Japanese J League,1.03,1.3,38.77
312,311,Auxerre,French Ligue 2,1.15,1.45,38.65
313,312,Goiás,Brasileiro Série A,1.16,1.46,38.63
314,313,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
315,314,Hammarby,Swedish Allsvenskan,1.4,1.75,38.59
316,315,Brescia,Italy Serie B,1.11,1.42,38.4
317,316,FC Zorya Luhansk,UEFA Europa Conference League,1.1,1.41,38.34
318,317,Cambuur Leeuwarden,Dutch Eredivisie,1.42,1.79,38.32
319,318,Central Córdoba Santiago del Estero,Argentina Primera Division,1.05,1.35,38.26
320,349,SD Huesca,Spanish Segunda Division,0.98,1.27,38.24
321,319,Chicago Fire,Major League Soccer,1.2,1.54,38.09
322,320,Derby County,English League Championship,0.98,1.28,38.06
323,321,Aberdeen,Scottish Premiership,1.08,1.41,37.93
324,322,Fortuna Düsseldorf,German 2. Bundesliga,1.13,1.47,37.89
325,323,Paris FC,French Ligue 2,1.05,1.38,37.68
326,324,FC St. Pauli,German 2. Bundesliga,1.38,1.78,37.67
327,325,FC Lugano,Swiss Raiffeisen Super League,1.09,1.44,37.53
328,327,Standard Liege,Belgian Jupiler League,1.04,1.37,37.47
329,328,IF Elfsborg,Swedish Allsvenskan,1.3,1.69,37.47
330,330,Servette,Swiss Raiffeisen Super League,1.34,1.74,37.38
331,331,RKC,Dutch Eredivisie,1.26,1.64,37.35
332,332,Avaí,Brasileiro Série A,1.12,1.48,37.33
333,334,Antalyaspor,Turkish Turkcell Super Lig,1.04,1.38,37.32
334,335,Rosario Central,Argentina Primera Division,1.23,1.61,37.25
335,336,Kairat Almaty,UEFA Europa Conference League,1.17,1.55,37.23
336,337,Toluca,Mexican Primera Division Torneo Clausura,1.15,1.52,37.13
337,338,Karlsruher SC,German 2. Bundesliga,1.3,1.7,37.11
338,339,Querétaro,Mexican Primera Division Torneo Clausura,1.03,1.38,37.08
339,340,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.19,1.58,37.07
340,326,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.08,1.44,37.05
341,341,FC Juárez,Mexican Primera Division Torneo Clausura,1.03,1.38,37.02
342,342,Racing Club,Argentina Primera Division,0.95,1.29,36.96
343,372,Melbourne City,Australian A-League,1.37,1.8,36.92
344,348,Real Salt Lake,Major League Soccer,1.17,1.56,36.84
345,343,Austin FC,Major League Soccer,1.26,1.68,36.84
346,344,FC Tokyo,Japanese J League,1.03,1.4,36.83
347,345,SC Paderborn,German 2. Bundesliga,1.32,1.76,36.69
348,346,Montreal Impact,Major League Soccer,1.21,1.62,36.67
349,347,Flora,UEFA Europa Conference League,1.34,1.78,36.57
350,350,Tondela,Portuguese Liga,1.14,1.55,36.43
351,351,OH Leuven,Belgian Jupiler League,1.31,1.76,36.41
352,352,Bristol City,English League Championship,1.2,1.62,36.39
353,353,Dijon FCO,French Ligue 2,1.0,1.37,36.32
354,378,Las Palmas,Spanish Segunda Division,1.01,1.4,36.29
355,354,Caen,French Ligue 2,1.13,1.54,36.28
356,355,KV Kortrijk,Belgian Jupiler League,1.12,1.54,36.22
357,356,Ural Sverdlovsk Oblast,Russian Premier Liga,0.75,1.07,36.19
358,357,Lillestrom,Norwegian Tippeligaen,1.21,1.65,36.1
359,358,Newell's Old Boys,Argentina Primera Division,0.99,1.37,36.06
360,359,1. FC Heidenheim 1846,German 2. Bundesliga,1.13,1.56,36.06
361,360,DC United,Major League Soccer,1.19,1.63,36.04
362,361,Livingston,Scottish Premiership,1.07,1.48,36.03
363,329,Tenerife,Spanish Segunda Division,0.88,1.24,35.99
364,362,Willem II,Dutch Eredivisie,1.13,1.56,35.93
365,364,Godoy Cruz,Argentina Primera Division,1.07,1.49,35.85
366,333,Hull City,English League Championship,0.96,1.35,35.85
367,365,Kayserispor,Turkish Turkcell Super Lig,1.26,1.73,35.84
368,366,Gimnasia La Plata,Argentina Primera Division,0.94,1.33,35.84
369,367,Hartberg,Austrian T-Mobile Bundesliga,1.09,1.53,35.66
370,368,Amiens,French Ligue 2,0.95,1.35,35.6
371,369,AIK,Swedish Allsvenskan,1.06,1.49,35.55
372,370,Pisa,Italy Serie B,0.91,1.31,35.4
373,383,Real Oviedo,Spanish Segunda Division,0.92,1.33,35.25
374,371,San Lorenzo,Argentina Primera Division,0.95,1.38,35.02
375,373,Holstein Kiel,German 2. Bundesliga,1.22,1.72,34.96
376,374,Ross County,Scottish Premiership,1.25,1.76,34.9
377,375,Hibernian,Scottish Premiership,0.84,1.25,34.84
378,376,Odense BK,Danish SAS-Ligaen,1.15,1.65,34.77
379,377,Belenenses,Portuguese Liga,0.9,1.33,34.67
380,379,Fatih Karagümrük,Turkish Turkcell Super Lig,1.09,1.58,34.62
381,380,Djurgardens IF,Swedish Allsvenskan,1.11,1.6,34.51
382,391,Eibar,Spanish Segunda Division,0.93,1.37,34.47
383,381,Dundee Utd,Scottish Premiership,0.91,1.36,34.43
384,382,Toronto FC,Major League Soccer,1.23,1.77,34.35
385,387,Viborg,Danish SAS-Ligaen,1.14,1.67,34.26
386,385,Hansa Rostock,German 2. Bundesliga,1.16,1.69,34.1
387,386,Sochaux,French Ligue 2,0.9,1.37,34.03
388,388,Colon Santa Fe,Argentina Primera Division,0.92,1.39,33.95
389,389,Asteras Tripolis,Greek Super League,0.89,1.36,33.91
390,390,Cittadella,Italy Serie B,0.8,1.23,33.9
391,392,FC Ufa,Russian Premier Liga,0.84,1.28,33.87
392,409,FC Khimki,Russian Premier Liga,1.01,1.51,33.84
393,393,Fortuna Sittard,Dutch Eredivisie,1.25,1.82,33.81
394,394,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.27,1.86,33.78
395,395,Oxford United,English League One,1.32,1.93,33.57
396,396,Barnsley,English League Championship,0.93,1.42,33.54
397,398,Jablonec,UEFA Europa Conference League,1.09,1.64,33.5
398,399,Platense,Argentina Primera Division,1.01,1.54,33.47
399,400,NS Mura,UEFA Europa Conference League,1.09,1.66,33.24
400,384,Leganes,Spanish Segunda Division,0.85,1.34,33.18
401,401,FC Sion,Swiss Raiffeisen Super League,1.17,1.75,33.17
402,402,Vancouver Whitecaps,Major League Soccer,1.13,1.71,33.1
403,423,Sheffield Wednesday,English League One,1.11,1.69,33.09
404,403,Nimes,French Ligue 2,1.02,1.57,33.05
405,413,Sanfrecce Hiroshima,Japanese J League,0.9,1.41,33.04
406,404,OFI Crete,Greek Super League,1.0,1.55,32.87
407,405,Ascoli,Italy Serie B,0.98,1.53,32.76
408,406,FK Nizhny Novgorod,Russian Premier Liga,0.89,1.41,32.74
409,407,IFK Norrkoping,Swedish Allsvenskan,1.2,1.82,32.71
410,408,FC Nordsjaelland,Danish SAS-Ligaen,1.14,1.75,32.68
411,410,SV Ried,Austrian T-Mobile Bundesliga,1.16,1.78,32.48
412,411,Reading,English League Championship,1.07,1.67,32.45
413,412,1. FC Nürnberg,German 2. Bundesliga,1.1,1.7,32.45
414,414,Consadole Sapporo,Japanese J League,0.96,1.53,32.34
415,397,FC Cartagena,Spanish Segunda Division,1.01,1.6,32.3
416,415,Hannover 96,German 2. Bundesliga,1.01,1.59,32.29
