,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1268.0,1313.96,1322.05,1320.28,-64.17,384618,20355,1389,204,11.9%
1,FplSimpson,1269.0,1313.14,1342.83,1326.24,-72.32,377303,20949,97,115,8.9%
2,FplStatsdan,1191.0,1250.97,1302.15,1288.03,-104.11,1302292,197309,9536,7667,2.3%
3,FF_Trout,1310.0,1336.21,1344.17,1338.99,-43.13,140827,6504,77,17,20.7%
4,dilksybab,1300.0,1360.81,1356.79,1332.96,-62.77,183468,1487,19,54,12.3%
5,theFPLkiwi,1194.0,1233.47,1285.1,1267.31,-82.64,1255494,333223,26989,27866,5.9%
6,jameso_12,1238.0,1235.03,1267.87,1240.93,-23.78,672654,317271,69959,110220,32.7%
7,api_kakayou,1353.0,1271.78,1270.34,1261.15,72.31,36349,107566,61034,38775,91.9%
8,usafpl,1202.0,1217.63,1258.26,1241.05,-51.27,1136638,477839,109987,109100,17%
9,CazzaFPL,1321.0,1310.49,1347.49,1319.01,-18.63,103975,23257,52,245,35.8%
10,PlanetosFPL,1272.0,1305.9,1326.3,1305.05,-53.92,354495,29399,894,1406,16%
11,analytic_fpl,1302.0,1288.71,1327.18,1312.65,-21.78,175153,59523,801,547,33.7%
12,rogue_wee,1262.0,1288.68,1289.65,1268.89,-33.22,435180,59538,21720,25285,26.4%
13,mtthwmn,1308.0,1308.06,1325.82,1316.73,-22.49,149055,25516,957,345,33.3%
14,cmusson32,1294.0,1306.85,1301.25,1308.4,-24.58,213673,28059,10561,1030,32.3%
15,FPLstudent2,1287.0,1359.4,1318.63,1335.39,-62.8,253733,1621,2063,26,12.3%
16,peterhandleson,1208.0,1225.48,1232.71,1217.83,-30.48,1052004,406035,287224,269748,28.3%
17,chrishp,1300.0,1322.88,1296.05,1289.25,-14.8,184678,13359,14743,6650,38.3%
18,plfantasy,1338.0,1275.81,1263.95,1244.1,64.34,61755,96445,81562,94784,89.3%
19,FPLmeta,1343.0,1317.97,1314.16,1308.99,16.37,50927,16842,3007,979,62.2%
20,FplAuto,1274.0,1313.32,1298.63,1275.98,-34.2,341825,20862,12657,16342,25.9%
