index,ID,Name,Team,Pos,1_Val,1_Pts,1_xMins,1_rp,1_rmin,1_games
179,179,Thomas,BUR,2,4.0,0.0,0.0,0.0,0.0,0.0
180,180,Twine,BUR,3,5.0,0.941,20.92,0.0,0.0,0.0
181,181,Vigouroux,BUR,1,4.0,0.0,0.0,0.0,0.0,0.0
182,182,Vitinho,BUR,2,4.5,0.911,36.35,1.0,90.0,1.0
183,183,Weghorst,BUR,4,5.5,0.0,0.0,0.0,0.0,0.0
184,184,Zaroury,BUR,3,5.0,2.42,68.57,-2.0,30.0,1.0
185,185,Ampadu,CHE,2,4.0,0.0,0.0,0.0,0.0,0.0
186,186,Andrey,CHE,3,4.5,0.0,0.0,0.0,0.0,0.0
187,187,Arrizabalaga,CHE,1,5.0,3.4560000000000004,94.05,0.0,0.0,0.0
188,188,Aubameyang,CHE,4,6.5,0.0,0.0,0.0,0.0,0.0
189,189,Azpilicueta,CHE,2,4.5,0.0,0.0,0.0,0.0,0.0
190,190,Baba,CHE,2,4.0,0.0,0.0,0.0,0.0,0.0
191,191,B.Badiashile,CHE,2,4.5,0.107,3.37,0.0,0.0,0.0
192,192,Bettinelli,CHE,1,4.0,0.0,0.0,0.0,0.0,0.0
193,193,Broja,CHE,4,5.0,0.0,0.0,0.0,0.0,0.0
194,194,Chalobah,CHE,2,4.5,0.266,9.81,0.0,0.0,0.0
195,195,Chilwell,CHE,2,5.5,2.748,79.11,7.0,89.0,1.0
196,196,Chukwuemeka,CHE,3,4.5,1.984,51.6,1.0,80.0,1.0
197,197,Colwill,CHE,2,4.5,2.324,84.39,2.0,90.0,1.0
198,198,Cucurella,CHE,2,5.0,0.361,10.29,0.0,0.0,0.0
199,199,Enzo,CHE,3,5.0,2.7030000000000003,90.13,1.0,90.0,1.0
200,200,D.D.Fofana,CHE,4,5.0,0.0,0.0,0.0,0.0,0.0
201,201,W.Fofana,CHE,2,4.5,0.0,0.0,0.0,0.0,0.0
202,202,Gallagher,CHE,3,5.5,2.372,69.46,2.0,90.0,1.0
203,203,Gusto,CHE,2,4.0,0.434,12.41,1.0,14.0,1.0
204,204,Hall,CHE,2,4.5,0.115,3.03,0.0,0.0,0.0
205,205,Hudson-Odoi,CHE,3,5.0,0.768,14.8,0.0,0.0,0.0
206,206,James,CHE,2,5.5,2.805,77.77,2.0,75.0,1.0
207,207,Lukaku,CHE,4,7.0,0.0,0.0,0.0,0.0,0.0
208,208,Madueke,CHE,3,5.5,0.804,15.11,0.0,0.0,0.0
209,209,Mount,MUN,3,7.0,3.818,66.84,3.0,67.0,1.0
210,210,Mudryk,CHE,3,6.5,2.712,66.73,1.0,9.0,1.0
211,211,N.Jackson,CHE,4,7.0,3.574,82.75,1.0,90.0,1.0
212,212,Nkunku,CHE,4,7.5,0.0,0.0,0.0,0.0,0.0
213,213,Pulisic,CHE,3,5.5,0.0,0.0,0.0,0.0,0.0
214,214,M.Sarr,CHE,2,4.5,0.044,1.82,0.0,0.0,0.0
215,215,Slonina,CHE,1,4.0,0.0,0.0,0.0,0.0,0.0
216,216,Sterling,CHE,3,7.0,3.439,75.62,2.0,80.0,1.0
217,217,T.Silva,CHE,2,5.0,2.185,79.93,2.0,90.0,1.0
218,218,Ziyech,CHE,3,5.5,1.507,29.55,0.0,0.0,0.0
219,219,Ahamada,CRY,3,4.5,1.12,28.13,0.0,0.0,0.0
220,220,Andersen,CRY,2,4.5,3.168,89.61,9.0,90.0,1.0
221,221,J.Ayew,CRY,3,5.5,3.778,80.63,6.0,90.0,1.0
222,222,Clyne,CRY,2,4.5,1.375,34.02,0.0,0.0,0.0
223,223,C.Doucouré,CRY,3,5.0,1.759,54.22,3.0,90.0,1.0
224,224,Ebiowei,CRY,3,4.5,1.51,29.69,0.0,0.0,0.0
225,225,Edouard,CRY,4,5.5,3.272,67.63,7.0,90.0,1.0
226,226,Eze,CRY,3,6.5,4.865,83.88,3.0,90.0,1.0
227,227,Guaita,CRY,1,4.5,0.068,1.65,0.0,0.0,0.0
228,228,Guéhi,CRY,2,4.5,3.2910000000000004,92.4,6.0,90.0,1.0
229,229,Hughes,CRY,3,5.0,0.0,0.0,0.0,0.0,0.0
230,230,Johnstone,CRY,1,4.5,3.743,93.32,6.0,90.0,1.0
231,231,Lerma,CRY,3,5.0,2.523,84.54,3.0,90.0,1.0
232,232,Mateta,CRY,4,5.0,1.911,32.58,0.0,0.0,0.0
233,233,Matthews,CRY,1,4.0,0.0,0.0,0.0,0.0,0.0
234,234,Mitchell,CRY,2,4.5,1.955,50.54,8.0,90.0,1.0
235,235,O'Brien,CRY,2,4.0,0.0,0.0,0.0,0.0,0.0
236,236,Olise,CRY,3,6.0,0.0,0.0,0.0,0.0,0.0
237,237,Plange,CRY,4,4.5,0.0,0.0,0.0,0.0,0.0
238,238,C.Richards,CRY,2,4.0,0.812,21.08,0.0,0.0,0.0
239,239,Riedewald,CRY,3,4.5,0.203,5.51,0.0,0.0,0.0
240,240,Schlupp,CRY,3,5.0,2.88,69.68,3.0,90.0,1.0
241,241,Tomkins,CRY,2,4.0,0.121,3.8,1.0,1.0,1.0
242,242,Ward,CRY,2,4.5,2.784,76.03,6.0,90.0,1.0
243,243,Whitworth,CRY,1,4.0,0.0,0.0,0.0,0.0,0.0
244,244,André Gomes,EVE,3,4.5,0.277,5.74,0.0,0.0,0.0
245,245,Branthwaite,EVE,2,4.0,0.081,1.87,0.0,0.0,0.0
246,246,Calvert-Lewin,EVE,4,6.0,1.743,28.01,0.0,0.0,0.0
247,247,Coleman,EVE,2,4.5,0.0,0.0,0.0,0.0,0.0
248,248,Dele,EVE,3,5.0,0.0,0.0,0.0,0.0,0.0
249,249,A.Doucoure,EVE,3,5.5,2.962,83.38,2.0,90.0,1.0
250,250,Garner,EVE,3,5.0,2.191,64.03,2.0,82.0,1.0
251,251,Gbamin,EVE,3,4.5,0.097,2.6,0.0,0.0,0.0
252,252,Godfrey,EVE,2,4.5,1.0490000000000002,27.47,0.0,0.0,0.0
253,253,Gray,EVE,3,5.5,3.133,58.36,0.0,0.0,0.0
254,254,Gana,EVE,3,5.0,2.406,80.21,2.0,90.0,1.0
255,255,Holgate,EVE,2,4.0,1.05,27.81,0.0,0.0,0.0
256,256,Iwobi,EVE,3,5.5,3.397,85.34,2.0,90.0,1.0
257,257,Keane,EVE,2,4.5,3.185,86.72,2.0,90.0,1.0
258,258,Maupay,EVE,4,5.0,3.2710000000000004,66.19,2.0,71.0,1.0
259,259,McNeil,EVE,3,5.5,0.0,0.0,0.0,0.0,0.0
260,260,Mykolenko,EVE,2,4.5,1.336,33.33,0.0,0.0,0.0
261,261,Onana,EVE,3,5.0,1.051,28.41,2.0,90.0,1.0
262,262,Patterson,EVE,2,4.5,2.73,73.41,2.0,90.0,1.0
263,263,Pickford,EVE,1,4.5,3.701,94.14,2.0,90.0,1.0
264,264,Simms,EVE,4,4.5,0.0,0.0,0.0,0.0,0.0
265,265,Tarkowski,EVE,2,4.5,3.1060000000000003,89.47,2.0,90.0,1.0
266,266,J.Virginia,EVE,1,4.0,0.06,1.5,0.0,0.0,0.0
267,267,Andreas,FUL,3,5.5,2.516,55.52,4.0,32.0,1.0
268,268,Cairney,FUL,3,5.0,1.444,35.88,1.0,57.0,1.0
269,269,I.Cavaleiro,FUL,3,5.0,0.0,0.0,0.0,0.0,0.0
270,270,De Cordova-Reid,FUL,3,5.5,2.312,57.67,6.0,45.0,1.0
271,271,Diop,FUL,2,4.5,2.299,74.76,8.0,90.0,1.0
272,272,Francois,FUL,3,4.5,0.0,0.0,0.0,0.0,0.0
273,273,Knockaert,FUL,3,4.5,0.202,3.33,0.0,0.0,0.0
274,274,Kongolo,FUL,2,4.0,0.157,4.25,0.0,0.0,0.0
275,275,Leno,FUL,1,4.5,3.591,95.0,12.0,90.0,1.0
276,276,Lukić,FUL,3,4.5,2.6010000000000004,82.75,3.0,90.0,1.0
277,277,Mbabu,FUL,2,4.0,0.5710000000000001,15.61,0.0,0.0,0.0
278,278,Mitrović,FUL,4,7.5,2.501,46.22,1.0,32.0,1.0
279,279,Muniz,FUL,4,4.5,0.0,0.0,0.0,0.0,0.0
280,280,J.Palhinha,FUL,3,5.0,0.0,0.0,0.0,0.0,0.0
281,281,Ream,FUL,2,4.5,0.913,28.92,7.0,90.0,1.0
282,282,Reed,FUL,3,5.0,2.487,80.69,3.0,90.0,1.0
283,283,Robinson,FUL,2,4.5,2.648,85.46,6.0,90.0,1.0
284,284,Rodák,FUL,1,4.0,0.0,0.0,0.0,0.0,0.0
285,285,Tete,FUL,2,4.5,2.728,82.96,5.0,90.0,1.0
286,286,Tosin,FUL,2,4.5,1.008,32.07,0.0,0.0,0.0
287,287,Vinícius,FUL,4,5.0,1.127,21.89,0.0,0.0,0.0
288,288,Wilson,FUL,3,5.5,2.934,62.14,3.0,90.0,1.0
289,289,Adrián,LIV,1,4.0,0.0,0.0,0.0,0.0,0.0
290,290,Alexander-Arnold,LIV,2,8.0,3.946,88.65,1.0,90.0,1.0
291,291,Alisson,LIV,1,5.5,3.84,94.05,3.0,90.0,1.0
292,292,Bajcetic,LIV,3,5.0,0.5529999999999999,14.65,0.0,0.0,0.0
293,293,Darwin,LIV,4,7.5,2.899,54.13,1.0,24.0,1.0
294,294,Diogo J.,LIV,3,8.0,2.585,46.45,1.0,65.0,1.0
295,295,Elliott,LIV,3,5.0,1.53,32.23,1.0,13.0,1.0
296,296,Fabinho,LIV,3,5.0,0.0,0.0,0.0,0.0,0.0
297,297,Gakpo,LIV,4,7.5,2.509,52.92,2.0,65.0,1.0
298,298,Gomez,LIV,2,4.5,0.909,25.81,0.0,0.0,0.0
299,299,Henderson,LIV,3,5.0,0.0,0.0,0.0,0.0,0.0
300,300,Jones,LIV,3,5.0,1.751,43.38,1.0,24.0,1.0
301,301,Kelleher,LIV,1,4.0,0.085,2.11,0.0,0.0,0.0
302,302,Konaté,LIV,2,5.0,2.864,84.53,2.0,90.0,1.0
303,303,Luis Díaz,LIV,3,7.5,3.297,68.7,8.0,76.0,1.0
304,304,Mac Allister,LIV,3,6.0,2.994,82.53,1.0,90.0,1.0
305,305,Matip,LIV,2,5.0,0.389,10.5,0.0,0.0,0.0
306,306,Phillips,LIV,2,4.0,0.0,0.0,0.0,0.0,0.0
307,307,Robertson,LIV,2,6.5,3.334,78.92,2.0,90.0,1.0
308,308,Salah,LIV,3,12.5,5.33,88.65,5.0,76.0,1.0
309,309,Szoboszlai,LIV,3,7.0,3.634,79.2,2.0,90.0,1.0
310,310,Thiago,LIV,3,5.0,0.275,6.78,0.0,0.0,0.0
311,311,Tsimikas,LIV,2,4.5,0.401,7.51,0.0,0.0,0.0
312,312,Van den Berg,LIV,2,4.0,0.0,0.0,0.0,0.0,0.0
313,313,Virgil,LIV,2,6.0,3.245,90.84,2.0,90.0,1.0
314,314,Adebayo,LUT,4,5.0,2.643,73.11,2.0,63.0,1.0
315,315,Andersen,LUT,2,4.0,1.587,90.35,0.0,75.0,1.0
316,316,Bell,LUT,2,4.0,1.5619999999999998,80.76,0.0,90.0,1.0
317,317,Berry,LUT,3,5.0,0.106,1.94,1.0,2.0,1.0
318,318,Burke,LUT,2,4.0,0.0,0.0,0.0,0.0,0.0
319,319,Campbell,LUT,3,5.0,1.164,36.05,0.0,0.0,0.0
320,320,Clark,LUT,3,5.0,0.0,0.0,0.0,0.0,0.0
321,321,Doughty,LUT,2,4.5,1.682,56.8,0.0,26.0,1.0
322,322,Freeman,LUT,3,5.0,0.377,6.8,0.0,0.0,0.0
323,323,Macey,LUT,1,4.0,0.097,2.85,0.0,0.0,0.0
324,324,McAtee,LUT,4,4.5,0.638,13.2,0.0,0.0,0.0
325,325,Mendes,LUT,3,4.5,0.0,0.0,0.0,0.0,0.0
326,326,Morris,LUT,4,5.5,2.948,78.47,8.0,90.0,1.0
327,327,Muskwe,LUT,4,4.5,0.0,0.0,0.0,0.0,0.0
328,328,Ogbene,LUT,4,5.0,1.12,30.3,1.0,14.0,1.0
329,329,Onyedinma,LUT,3,5.0,0.0,0.0,0.0,0.0,0.0
330,330,Osho,LUT,2,4.5,0.0,0.0,0.0,0.0,0.0
331,331,Pepple,LUT,4,4.5,0.0,0.0,0.0,0.0,0.0
332,332,Pereira,LUT,3,4.5,0.0,0.0,0.0,0.0,0.0
333,333,Potts,LUT,2,4.0,0.0,0.0,0.0,0.0,0.0
334,334,Rea,LUT,3,4.5,0.0,0.0,0.0,0.0,0.0
335,335,Shea,LUT,1,4.5,0.065,1.9,0.0,0.0,0.0
336,336,Taylor,LUT,4,4.5,0.0,0.0,0.0,0.0,0.0
337,337,Thorpe,LUT,3,4.5,0.0,0.0,0.0,0.0,0.0
338,338,Walton,LUT,1,4.0,0.0,0.0,0.0,0.0,0.0
339,339,Watson,LUT,3,4.5,0.0,0.0,0.0,0.0,0.0
340,340,Woodrow,LUT,4,4.5,0.14400000000000002,1.87,1.0,2.0,1.0
341,341,Akanji,MCI,2,5.0,3.034,65.58,6.0,90.0,1.0
342,342,Aké,MCI,2,5.0,2.37,48.03,7.0,78.0,1.0
343,343,J.Alvarez,MCI,4,6.5,3.165,51.67,5.0,90.0,1.0
344,344,Bernardo,MCI,3,6.5,3.5780000000000003,71.82,3.0,90.0,1.0
345,345,Bobb,MCI,3,4.5,0.156,2.51,0.0,0.0,0.0
346,346,Cancelo,MCI,2,6.0,0.0,0.0,0.0,0.0,0.0
347,347,Carson,MCI,1,4.0,0.0,0.0,0.0,0.0,0.0
348,348,Charles,MCI,3,4.5,0.0,0.0,0.0,0.0,0.0
349,349,De Bruyne,MCI,3,10.5,4.463,63.49,1.0,22.0,1.0
350,350,Rúben,MCI,2,5.5,0.638,14.45,0.0,0.0,0.0
351,351,Doyle,MCI,3,4.5,0.0,0.0,0.0,0.0,0.0
352,352,Ederson M.,MCI,1,5.5,3.656,86.27,6.0,90.0,1.0
353,353,Foden,MCI,3,7.5,3.8,61.06,3.0,90.0,1.0
354,354,Grealish,MCI,3,7.5,4.242,74.59,0.0,0.0,0.0
355,355,Haaland,MCI,4,14.0,6.582999999999998,87.37,13.0,79.0,1.0
356,356,Kovačić,MCI,3,5.0,2.302,53.82,3.0,67.0,1.0
357,357,Laporte,MCI,2,5.0,0.835,17.81,1.0,11.0,1.0
358,358,R.Lewis,MCI,2,4.5,1.505,29.28,6.0,78.0,1.0
359,359,Mahrez,MCI,3,7.5,0.0,0.0,0.0,0.0,0.0
360,360,McAtee,MCI,3,4.5,0.251,2.74,1.0,1.0,1.0
361,361,Ortega Moreno,MCI,1,4.0,0.207,4.75,0.0,0.0,0.0
362,362,Palmer,MCI,3,5.0,0.635,10.77,1.0,10.0,1.0
363,363,Perrone,MCI,3,4.5,0.08199999999999999,2.25,0.0,0.0,0.0
364,364,Phillips,MCI,3,5.0,0.447,12.55,0.0,0.0,0.0
365,365,Rodrigo,MCI,3,5.5,2.952,82.85,13.0,90.0,1.0
366,366,Sergio Gómez,MCI,2,4.0,0.546,10.13,0.0,0.0,0.0
367,367,Steffen,MCI,1,4.0,0.0,0.0,0.0,0.0,0.0
368,368,Stones,MCI,2,5.5,3.874,78.98,0.0,0.0,0.0
369,369,Walker,MCI,2,5.0,2.889,59.94,6.0,90.0,1.0
370,370,Alex Telles,MUN,2,4.5,0.0,0.0,0.0,0.0,0.0
371,371,Amad,MUN,3,4.5,0.0,0.0,0.0,0.0,0.0
372,372,Antony,MUN,3,7.0,3.327,59.89,3.0,76.0,1.0
373,373,B.Fernandes,MUN,3,8.5,5.5360000000000005,86.55,3.0,90.0,1.0
374,374,B.Williams,MUN,2,4.0,0.109,3.02,0.0,0.0,0.0
375,375,Bailly,MUN,2,4.0,0.0,0.0,0.0,0.0,0.0
376,376,Casemiro,MUN,3,5.5,3.089,89.06,3.0,90.0,1.0
377,377,Dalot,MUN,2,5.0,1.679,33.97,0.0,0.0,0.0
378,378,Elanga,NFO,3,5.0,1.66,42.58,4.0,10.0,1.0
379,379,Eriksen,MUN,3,6.0,1.4269999999999998,25.1,1.0,22.0,1.0
380,380,Fernandez,MUN,2,4.0,0.056,1.32,0.0,0.0,0.0
381,381,Fred,MUN,3,5.0,0.755,15.34,0.0,0.0,0.0
382,382,Garnacho,MUN,3,5.0,2.338,37.99,3.0,67.0,1.0
383,383,Hannibal,MUN,3,4.5,0.0,0.0,0.0,0.0,0.0
384,384,Heaton,MUN,1,4.0,0.0,0.0,0.0,0.0,0.0
385,385,Henderson,MUN,1,4.5,0.0,0.0,0.0,0.0,0.0
386,386,Lindelof,MUN,2,4.5,0.379,9.36,1.0,45.0,1.0
387,387,Maguire,WHU,2,4.5,1.088,30.49,0.0,0.0,0.0
388,388,Mainoo,MUN,3,4.5,0.0,0.0,0.0,0.0,0.0
389,389,Malacia,MUN,2,4.5,0.0,0.0,0.0,0.0,0.0
390,390,Martial,MUN,4,6.5,0.289,3.52,0.0,0.0,0.0
391,391,Martinez,MUN,2,5.0,3.996,89.42,0.0,45.0,1.0
392,392,McTominay,MUN,3,5.0,1.17,30.56,1.0,2.0,1.0
393,393,Mengi,MUN,2,4.0,0.0,0.0,0.0,0.0,0.0
394,394,Pellistri,MUN,3,4.5,0.249,4.08,1.0,13.0,1.0
395,395,R.Varane,MUN,2,5.0,3.784,86.66,14.0,90.0,1.0
396,396,Rashford,MUN,3,9.0,5.733,89.0,3.0,87.0,1.0
397,397,Sancho,MUN,3,7.0,2.938,49.62,1.0,22.0,1.0
398,398,Shaw,MUN,2,5.5,4.27,85.9,5.0,90.0,1.0
399,399,Shoretire,MUN,4,4.5,0.0,0.0,0.0,0.0,0.0
400,400,Van de Beek,MUN,3,5.0,0.19,3.11,0.0,0.0,0.0
401,401,Wan-Bissaka,MUN,2,4.5,2.5540000000000003,54.01,12.0,90.0,1.0
402,402,Almirón,NEW,3,6.5,3.147,58.8,2.0,85.0,1.0
403,403,Anderson,NEW,3,4.5,0.362,5.44,1.0,1.0,1.0
404,404,Ashby,NEW,2,4.0,0.0,0.0,0.0,0.0,0.0
405,405,Botman,NEW,2,4.5,3.38,89.51,5.0,90.0,1.0
406,406,Bruno G.,NEW,3,6.0,2.869,87.39,1.0,84.0,1.0
407,407,Burn,NEW,2,4.5,3.267,83.72,2.0,90.0,1.0
408,408,Darlow,NEW,1,4.0,0.0,0.0,0.0,0.0,0.0
409,409,Dubravka,NEW,1,4.0,0.046,1.13,0.0,0.0,0.0
410,410,Fraser,NEW,3,5.0,0.328,4.25,0.0,0.0,0.0
411,411,Gillespie,NEW,1,4.0,0.0,0.0,0.0,0.0,0.0
412,412,Gordon,NEW,3,5.5,2.364,48.78,4.0,67.0,1.0
413,413,Hayden,NEW,3,4.5,0.0,0.0,0.0,0.0,0.0
414,414,Hendrick,NEW,3,4.5,0.0,0.0,0.0,0.0,0.0
415,415,Isak,NEW,4,7.5,3.91,69.6,13.0,67.0,1.0
416,416,Joelinton,NEW,3,6.0,2.753,77.64,2.0,90.0,1.0
417,417,Krafth,NEW,2,4.5,0.0,0.0,0.0,0.0,0.0
418,418,Kuol,NEW,3,4.5,0.0,0.0,0.0,0.0,0.0
419,419,Lascelles,NEW,2,4.0,0.391,10.36,0.0,0.0,0.0
420,420,J.Lewis,NEW,2,4.0,0.0,0.0,0.0,0.0,0.0
421,421,Longstaff,NEW,3,5.0,0.987,26.09,1.0,5.0,1.0
422,422,Manquillo,NEW,2,4.0,0.0,0.0,0.0,0.0,0.0
423,423,J.Murphy,NEW,3,5.0,1.348,24.37,4.0,4.0,1.0
424,424,Pope,NEW,1,5.5,3.749,93.06,3.0,90.0,1.0
425,425,Ritchie,NEW,3,4.5,0.052000000000000005,1.11,0.0,0.0,0.0
426,426,Saint-Maximin,NEW,3,6.0,0.0,0.0,0.0,0.0,0.0
427,427,Schär,NEW,2,5.0,3.29,83.29,2.0,90.0,1.0
428,428,Targett,NEW,2,4.5,0.44,10.62,0.0,0.0,0.0
429,429,Tonali,NEW,3,5.5,2.436,75.58,6.0,90.0,1.0
430,430,Trippier,NEW,2,6.5,4.252,92.81,2.0,90.0,1.0
431,431,Watts,NEW,2,4.0,0.0,0.0,0.0,0.0,0.0
432,432,Willock,NEW,3,5.5,0.0,0.0,0.0,0.0,0.0
433,433,Wilson,NEW,4,8.0,3.602,55.62,5.0,22.0,1.0
434,434,B.Aguilera,NFO,3,4.5,0.0,0.0,0.0,0.0,0.0
435,435,Arter,NFO,3,4.5,0.0,0.0,0.0,0.0,0.0
436,436,Aurier,NFO,2,4.5,1.536,78.36,1.0,90.0,1.0
437,437,Awoniyi,NFO,4,6.5,0.759,17.11,7.0,19.0,1.0
438,438,Biancone,NFO,2,4.0,0.146,5.75,0.0,0.0,0.0
439,439,Boly,NFO,2,4.5,1.325,70.09,1.0,90.0,1.0
440,440,Bowler,NFO,3,4.5,0.0,0.0,0.0,0.0,0.0
441,441,Cook,NFO,2,4.5,0.0,0.0,0.0,0.0,0.0
442,442,Danilo,NFO,3,5.5,2.262,75.35,2.0,70.0,1.0
443,443,Dennis,NFO,4,5.0,0.086,1.08,0.0,0.0,0.0
444,444,Dräger,NFO,2,4.0,0.0,0.0,0.0,0.0,0.0
445,445,Felipe,NFO,2,4.5,0.0,0.0,0.0,0.0,0.0
446,446,Freuler,NFO,3,5.0,0.855,26.51,0.0,0.0,0.0
447,447,Gibbs-White,NFO,3,6.0,3.1860000000000004,88.11,2.0,90.0,1.0
448,448,Hennessey,NFO,1,4.0,0.0,0.0,0.0,0.0,0.0
449,449,Horvath,NFO,1,4.5,0.983,29.45,0.0,0.0,0.0
450,450,Johnson,NFO,3,6.0,2.2230000000000003,60.67,2.0,79.0,1.0
451,451,Kouyaté,NFO,3,5.0,0.504,13.15,1.0,1.0,1.0
452,452,Laryea,NFO,2,4.5,0.0,0.0,0.0,0.0,0.0
453,453,Mangala,NFO,3,5.0,1.754,59.5,1.0,89.0,1.0
454,454,Mbe Soh,NFO,2,4.0,0.0,0.0,0.0,0.0,0.0
455,455,McKenna,NFO,2,4.5,1.436,85.68,1.0,90.0,1.0
456,456,Mighten,NFO,3,4.5,0.0,0.0,0.0,0.0,0.0
457,457,Niakhaté,NFO,2,4.5,0.129,6.43,0.0,0.0,0.0
458,458,O'Brien,NFO,3,5.0,0.085,2.07,0.0,0.0,0.0
459,459,Ojeda,NFO,3,4.5,0.0,0.0,0.0,0.0,0.0
460,460,Panzo,NFO,2,4.0,0.073,2.58,0.0,0.0,0.0
461,461,O.Richards,NFO,2,4.5,0.265,10.51,0.0,0.0,0.0
462,462,G.Scarpa,NFO,3,4.5,0.477,10.37,0.0,0.0,0.0
463,463,J.Shelvey,NFO,3,5.0,0.0,0.0,0.0,0.0,0.0
464,464,Surridge,NFO,4,4.5,0.0,0.0,0.0,0.0,0.0
465,465,Toffolo,NFO,2,4.5,0.174,6.64,0.0,0.0,0.0
466,466,Ui-jo,NFO,4,4.5,0.821,16.75,0.0,0.0,0.0
467,467,Williams,NFO,2,4.5,0.508,20.32,1.0,18.0,1.0
468,468,Wood,NFO,4,5.0,0.998,19.82,1.0,1.0,1.0
469,469,Worrall,NFO,2,4.5,1.443,87.13,1.0,89.0,1.0
470,470,Yates,NFO,3,5.0,1.675,58.86,2.0,90.0,1.0
471,471,Ahmedhodžić,SHU,2,4.5,2.7960000000000003,87.92,1.0,90.0,1.0
472,472,Amissah,SHU,1,4.0,0.0,0.0,0.0,0.0,0.0
473,473,Baldock,SHU,2,4.0,3.114,82.06,2.0,90.0,1.0
474,474,Basham,SHU,2,4.0,1.335,41.1,2.0,79.0,1.0
475,475,Berge,BUR,3,5.0,0.86,29.36,2.0,90.0,1.0
476,476,Bogle,SHU,2,4.5,0.317,8.12,0.0,0.0,0.0
477,477,Brewster,SHU,4,5.0,0.24,3.63,0.0,0.0,0.0
478,478,Coulibaly,SHU,3,4.5,0.546,16.91,0.0,0.0,0.0
479,479,Davies,SHU,1,4.0,0.113,2.97,0.0,0.0,0.0
480,480,Egan,SHU,2,4.5,2.607,84.39,2.0,90.0,1.0
481,481,Fleck,SHU,3,5.0,0.952,22.33,0.0,0.0,0.0
482,482,Foderingham,SHU,1,4.5,3.624,95.0,4.0,90.0,1.0
483,483,Jebbison,SHU,4,5.0,1.249,25.21,0.0,0.0,0.0
484,484,Lowe,SHU,2,4.5,2.495,73.27,2.0,79.0,1.0
485,485,McBurnie,SHU,4,5.5,1.058,19.26,0.0,0.0,0.0
486,486,Ndiaye,SHU,4,5.5,0.0,0.0,0.0,0.0,0.0
487,487,Norrington-Davies,SHU,2,4.0,0.054000000000000006,1.88,0.0,0.0,0.0
488,488,Norwood,SHU,3,5.0,2.869,78.24,2.0,90.0,1.0
489,489,Osborn,SHU,3,5.0,2.7710000000000004,74.8,2.0,86.0,1.0
490,490,Osula,SHU,4,4.5,2.8110000000000004,63.37,1.0,90.0,1.0
491,491,Austin,TOT,1,4.0,0.0,0.0,0.0,0.0,0.0
492,492,Bentancur,TOT,3,5.5,0.0,0.0,0.0,0.0,0.0
493,493,Bissouma,TOT,3,5.0,1.9,67.72,2.0,90.0,1.0
494,494,Bryan,TOT,3,5.0,0.0,0.0,0.0,0.0,0.0
495,495,Davies,TOT,2,4.5,1.898,63.31,0.0,0.0,0.0
496,496,Dier,TOT,2,4.5,0.523,18.16,0.0,0.0,0.0
497,497,E.Royal,TOT,2,4.5,1.2,34.9,8.0,90.0,1.0
498,498,Forster,TOT,1,4.0,0.0,0.0,0.0,0.0,0.0
499,499,Højbjerg,TOT,3,5.5,1.122,37.72,0.0,0.0,0.0
500,500,Kane,TOT,4,12.5,0.0,0.0,0.0,0.0,0.0
501,501,Kulusevski,TOT,3,7.0,2.9760000000000004,75.47,2.0,90.0,1.0
502,502,Lloris,TOT,1,5.0,0.0,0.0,0.0,0.0,0.0
503,503,Lo Celso,TOT,3,5.0,2.418,61.46,0.0,0.0,0.0
504,504,Maddison,TOT,3,7.5,3.931,85.59,9.0,90.0,1.0
505,505,Ndombele,TOT,3,4.5,0.544,13.02,0.0,0.0,0.0
506,506,Pedro Porro,TOT,2,5.0,2.154,59.99,0.0,0.0,0.0
507,507,Perišić,TOT,2,5.0,1.384,32.64,1.0,15.0,1.0
508,508,Reguilón,TOT,2,4.5,0.294,7.99,0.0,0.0,0.0
509,509,Richarlison,TOT,3,7.0,4.102,88.75,2.0,90.0,1.0
510,510,Rodon,TOT,2,4.0,0.0,0.0,0.0,0.0,0.0
511,511,Romero,TOT,2,4.5,2.362,93.1,7.0,13.0,1.0
512,512,Sánchez,TOT,2,4.5,0.387,13.4,0.0,76.0,1.0
513,513,Sarr,TOT,3,4.5,0.0,0.0,1.0,15.0,1.0
514,514,Sessegnon,TOT,2,4.5,0.187,4.31,0.0,0.0,0.0
515,515,Skipp,TOT,3,5.0,0.67,21.19,1.0,74.0,1.0
516,516,Son,TOT,3,9.0,4.093,85.94,2.0,74.0,1.0
517,517,Spence,TOT,2,4.0,0.047,1.35,0.0,0.0,0.0
518,518,Tanganga,TOT,2,4.0,0.094,3.14,0.0,0.0,0.0
519,519,Udogie,TOT,2,4.5,1.984,57.11,1.0,90.0,1.0
520,520,Vicario,TOT,1,5.0,3.387,93.1,1.0,90.0,1.0
521,521,Whiteman,TOT,1,4.0,0.0,0.0,0.0,0.0,0.0
522,522,N.Aguerd,WHU,2,4.5,2.9810000000000003,84.26,2.0,90.0,1.0
523,523,Antonio,WHU,4,6.0,2.745,53.89,1.0,77.0,1.0
