,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,61,36,8.466999999999999,False,1,12.0,8.466999999999999
1,234,Robertson,14,2,73,36,9.533,False,1,11.6,9.533
2,237,Alexander-Arnold,14,2,84,36,10.674000000000001,False,1,38.9,10.674000000000001
3,256,Cancelo,43,2,72,36,9.462,False,1,40.6,9.462
4,262,Dias,43,2,61,36,9.312999999999999,False,1,16.7,9.312999999999999
5,22,Saka,3,3,67,36,10.312,False,1,29.1,10.312
6,230,Mané,14,3,117,36,9.789,False,1,4.0,9.789
7,233,Salah,14,3,133,36,13.194,True,2,59.1,26.388
8,251,De Bruyne,43,3,119,36,11.133,False,1,10.2,11.133
9,254,Mahrez,43,3,86,36,9.204,False,1,4.2,9.204
10,357,Kane,6,4,124,36,8.904,False,1,21.2,8.904
