,player_id,event,event_id,web_name,points_md,team,opp_team
0,1,9,82,Özil,0.0,1,10
1,1,10,89,Özil,0.0,1,20
2,1,11,106,Özil,0.0,1,17
3,1,12,109,Özil,0.0,1,4
4,1,13,119,Özil,0.0,1,16
5,1,14,133,Özil,0.0,1,7
6,1,15,139,Özil,0.0,1,5
7,1,16,149,Özil,0.0,1,3
8,2,9,82,Sokratis,0.0,1,10
9,2,10,89,Sokratis,0.0,1,20
10,2,11,106,Sokratis,0.0,1,17
11,2,12,109,Sokratis,0.0,1,4
12,2,13,119,Sokratis,0.0,1,16
13,2,14,133,Sokratis,0.0,1,7
14,2,15,139,Sokratis,0.0,1,5
15,2,16,149,Sokratis,0.0,1,3
16,3,9,82,David Luiz,2.5639999999999996,1,10
17,3,10,89,David Luiz,3.13,1,20
18,3,11,106,David Luiz,2.126,1,17
19,3,12,109,David Luiz,3.46,1,4
20,3,13,119,David Luiz,2.806,1,16
21,3,14,133,David Luiz,2.13,1,7
22,3,15,139,David Luiz,1.8869999999999998,1,5
23,3,16,149,David Luiz,2.5380000000000003,1,3
24,4,9,82,Aubameyang,5.2620000000000005,1,10
25,4,10,89,Aubameyang,5.037,1,20
26,4,11,106,Aubameyang,4.294,1,17
27,4,12,109,Aubameyang,5.747000000000001,1,4
28,4,13,119,Aubameyang,5.295,1,16
29,4,14,133,Aubameyang,4.737,1,7
30,4,15,139,Aubameyang,4.343999999999999,1,5
31,4,16,149,Aubameyang,4.899,1,3
32,5,9,82,Cédric,0.037000000000000005,1,10
33,5,10,89,Cédric,0.135,1,20
34,5,11,106,Cédric,0.159,1,17
35,5,12,109,Cédric,0.258,1,4
36,5,13,119,Cédric,0.17300000000000001,1,16
37,5,14,133,Cédric,0.171,1,7
38,5,15,139,Cédric,0.158,1,5
39,5,16,149,Cédric,0.243,1,3
40,6,9,82,Lacazette,2.7960000000000003,1,10
41,6,10,89,Lacazette,2.5610000000000004,1,20
42,6,11,106,Lacazette,2.6310000000000002,1,17
43,6,12,109,Lacazette,3.239,1,4
44,6,13,119,Lacazette,3.165,1,16
45,6,14,133,Lacazette,2.6889999999999996,1,7
46,6,15,139,Lacazette,2.521,1,5
47,6,16,149,Lacazette,2.79,1,3
48,7,9,82,Mustafi,0.541,1,10
49,7,10,89,Mustafi,0.469,1,20
50,7,11,106,Mustafi,0.413,1,17
51,7,12,109,Mustafi,0.5870000000000001,1,4
52,7,13,119,Mustafi,0.488,1,16
53,7,14,133,Mustafi,0.41,1,7
54,7,15,139,Mustafi,0.405,1,5
55,7,16,149,Mustafi,0.569,1,3
56,8,9,82,Leno,3.568,1,10
57,8,10,89,Leno,3.937,1,20
58,8,11,106,Leno,3.3160000000000003,1,17
59,8,12,109,Leno,4.143,1,4
60,8,13,119,Leno,3.745,1,16
61,8,14,133,Leno,3.318,1,7
62,8,15,139,Leno,3.2319999999999998,1,5
63,8,16,149,Leno,3.62,1,3
64,9,9,82,Xhaka,1.7309999999999999,1,10
65,9,10,89,Xhaka,1.681,1,20
66,9,11,106,Xhaka,1.525,1,17
67,9,12,109,Xhaka,1.8159999999999998,1,4
68,9,13,119,Xhaka,1.686,1,16
69,9,14,133,Xhaka,1.561,1,7
70,9,15,139,Xhaka,1.422,1,5
71,9,16,149,Xhaka,1.4969999999999999,1,3
72,10,9,82,Marí,0.0,1,10
73,10,10,89,Marí,0.157,1,20
74,10,11,106,Marí,0.16399999999999998,1,17
75,10,12,109,Marí,0.355,1,4
76,10,13,119,Marí,0.331,1,16
77,10,14,133,Marí,0.316,1,7
78,10,15,139,Marí,0.23800000000000002,1,5
79,10,16,149,Marí,0.37799999999999995,1,3
80,11,9,82,Bellerín,3.111,1,10
81,11,10,89,Bellerín,3.786,1,20
82,11,11,106,Bellerín,2.553,1,17
83,11,12,109,Bellerín,4.199,1,4
84,11,13,119,Bellerín,3.4760000000000004,1,16
85,11,14,133,Bellerín,2.657,1,7
86,11,15,139,Bellerín,2.416,1,5
87,11,16,149,Bellerín,3.09,1,3
88,12,9,79,Martínez,3.605,2,3
89,12,10,98,Martínez,3.398,2,19
