,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,102,Steele,36,1,39,33,3.4539999999999997,False,1,1,3.1,3.4539999999999997
1,272,W.Fofana,8,2,43,33,3.5469999999999997,False,1,1,1.0,3.5469999999999997
2,302,Stones,43,2,55,33,3.478,False,1,1,3.1,3.478
3,694,Álex Moreno,7,2,45,33,3.45,False,1,1,2.8,3.45
4,42,Buendía,7,3,57,33,4.623,True,2,1,1.1,9.246
5,47,Ramsey,7,3,53,33,4.128,False,1,1,1.6,4.128
6,70,Billing,91,3,52,33,3.569,False,1,1,1.5,3.569
7,225,Rodrigo,2,3,63,33,3.503,False,1,1,4.1,3.503
8,66,Solanke,91,4,56,33,4.436,False,1,1,3.5,4.436
9,145,Havertz,8,4,74,33,3.9939999999999998,False,1,1,3.5,3.9939999999999998
10,288,Diogo Jota,14,4,88,33,3.617,False,1,1,3.3,3.617
11,422,Bazunu,20,1,45,33,3.429,False,0,0,0.7,0.0
12,423,Bella-Kotchap,20,2,45,33,3.409,False,0,0,0.2,0.0
13,733,Pedro Porro,6,2,48,33,3.326,False,0,0,0.9,0.0
14,304,Sterling,8,3,97,33,3.4960000000000004,False,0,0,3.3,0.0
