,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1047.0,1097.01,1095.38,1094.71,-63.72,407452,12119,240,34,11.3%
1,FplSimpson,1023.0,1085.67,1101.36,1089.28,-84.69,692994,22312,80,62,5.3%
2,FplStatsdan,965.0,1019.79,1060.68,1049.15,-95.04,1723050,331488,23961,18385,3.5%
3,FF_Trout,1059.0,1089.82,1104.65,1100.13,-54.93,297976,18525,68,16,14.7%
4,dilksybab,1057.0,1119.55,1108.96,1086.29,-61.98,314510,2519,4,84,12.1%
5,theFPLkiwi,932.0,1004.19,1054.89,1040.26,-118.35,2436352,512205,37782,36008,1.1%
6,jameso_12,981.0,990.25,1038.77,1014.65,-50.45,1397572,711032,101752,158314,16.9%
7,api_kakayou,1092.0,1048.33,1042.85,1036.81,34.63,108193,133374,81873,48894,77.1%
8,usafpl,996.0,1009.59,1041.9,1024.04,-45.44,1123463,436851,84833,99839,19.2%
9,CazzaFPL,1060.0,1074.42,1111.63,1083.6,-46.14,293161,42387,4,196,19.1%
10,PlanetosFPL,1020.0,1075.35,1082.7,1067.27,-70.21,737094,39828,2281,1891,9.4%
11,analytic_fpl,1004.0,1035.42,1076.2,1061.56,-70.47,981491,206852,5742,4527,9.4%
12,rogue_wee,995.0,1042.05,1044.74,1029.96,-58.81,1139100,167846,74380,72685,13.3%
13,mtthwmn,1079.0,1099.08,1097.47,1089.86,-31.33,166008,10507,174,62,27.2%
14,cmusson32,1051.0,1070.93,1068.89,1073.8,-35.35,367010,48993,12489,760,24.6%
15,FPLstudent2,1028.0,1088.25,1075.08,1087.7,-70.46,626176,19839,6339,64,9.4%
16,peterhandleson,970.0,998.55,1029.48,1016.84,-61.28,1619790,587311,168157,141180,12.4%
17,chrishp,1043.0,1072.39,1057.36,1050.26,-31.22,449401,46185,32001,16912,27.3%
18,plfantasy,1087.0,1053.23,1034.58,1018.83,37.63,130153,107691,128427,127966,78.8%
19,FPLmeta,1101.0,1081.39,1076.37,1075.43,8.42,75991,28480,5556,572,56.9%
20,FplAuto,972.0,1047.07,1043.55,1023.4,-80.46,1581049,140396,78268,102407,6.5%
21,NourEldin_z3r0,1108.0,1090.01,1075.48,1059.68,18.92,58929,18438,6225,5750,65.5%
22,UkendtPerson45,962.0,1081.95,1072.8,1061.65,-124.53,1787291,27694,8104,4504,0.9%
23,MikkelTokvam,1104.0,1131.69,1097.37,1081.02,-12.41,67585,1069,189,269,40.3%
24,Klaudioz,1044.0,996.44,974.76,961.32,52.76,444624,618703,1035384,999833,86.8%
25,FantasianPL,949.0,1039.91,1039.13,1027.88,-101.45,2058407,179068,99995,81226,2.8%
26,rama96ab,1049.0,1089.64,1053.72,1050.35,-28.86,389721,18632,41835,16727,28.7%
27,FPL_LFE,1072.0,1063.27,1020.42,1001.33,31.1,209571,71636,241501,288111,75%
28,_jtreble,1091.0,1106.89,1093.23,1071.36,-13.41,112755,6291,370,977,39.6%
29,DanielSaetre,1126.0,1085.71,1088.69,1077.6,27.0,26935,22120,801,465,72.2%
30,Sriniva43849177,871.0,921.42,934.02,928.33,-72.52,3751467,2306509,2138775,1923904,8.7%
31,FBinary01,1149.0,1061.79,1061.4,1051.63,75.86,8035,77171,22960,14937,94.6%
32,FPL_Data,1002.0,1035.73,1050.7,1049.23,-59.04,1017628,203923,51352,18024,13.2%
33,FPL_ElStatto,1024.0,992.96,1025.51,1014.84,-3.55,682704,671581,198755,156520,47.3%
34,FplSigurd,1046.0,1116.8,1088.26,1081.22,-62.98,418406,3080,861,266,11.7%
35,JoeBopara,989.0,1045.29,1056.57,1035.05,-71.78,1249730,150268,33980,54254,8.9%
36,dLincolnlawyer,1104.0,1115.13,1065.67,1068.51,8.12,68593,3387,16284,1516,56.7%
37,FPL_Statoholic,1049.0,1016.0,1075.52,1071.45,-23.25,387799,369693,6225,977,32.1%
38,FplAmateur,1115.0,1072.12,1049.73,1037.71,48.08,42625,46385,53622,46185,84.6%
39,wolacola,1065.0,1091.76,1092.33,1085.47,-39.83,254385,16431,459,120,22.1%
40,Hashtag_MEGA,1066.0,1080.99,1088.2,1083.25,-33.5,245047,29447,867,220,25.9%
41,dav_fifa,1132.0,996.52,990.19,982.26,127.72,20200,618238,691794,577711,99.6%
42,MaulanaRiandi,1111.0,1117.48,1084.8,1066.52,8.32,50817,2837,1592,2001,56.8%
43,Rak464,1029.0,1021.95,1047.76,1032.11,-20.94,617120,309078,63073,64295,33.8%
44,ArneBarsnes,1107.0,1081.36,1064.46,1058.97,24.57,60210,28555,17648,6474,70.4%
45,FPL_PapaSmurf,1083.0,1036.45,1026.64,1014.44,42.82,148408,200275,190226,159404,81.7%
46,gezza96,1133.0,1120.37,1062.61,1057.72,40.58,19204,2279,20299,7407,80.7%
47,Raghy78d,1159.0,1103.56,1106.97,1083.41,46.31,4355,7778,68,214,83.7%
48,pdhFPL,1040.0,1122.23,1103.28,1099.76,-82.53,480938,2040,71,16,5.8%
49,NeilRankinZA,1005.0,984.92,967.56,968.93,16.89,965030,796005,1182557,822026,63.8%
50,EuanThompson,1072.0,1105.59,1108.77,1099.15,-47.54,206429,6726,4,31,18.3%
51,FPLrookie1,1062.0,1088.95,1076.24,1058.26,-26.55,278733,19279,5586,7121,30.1%
52,FplBudget,1109.0,1023.03,1035.46,1028.4,64.48,56102,300312,121652,78413,91.5%
