,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,100.0,100.0,84450,0,0,-2,2,2,3,5.3,7.3,15,Granit,6.8,3,False,,2023-04-22T08:30:07.774962Z,48,84450.jpg,4.1,Xhaka,2.7,False,,a,1,3,153,942505,0,832169,0,1.4,31.9,Xhaka,2992,7,8,13,35,0,0,0,4,0,0,15,634,647.0,673.3,498.0,182.0,36,4.65,3.89,8.54,36.52,60,23,32,25,62,38,41,28,,,2.0,,,,0.14,0.0,0.12,0.26,1.1,1.05,265,157,5,2,47,23,118,41,1.08,0.39
1,0.0,0.0,153256,0,0,-4,4,1,3,0.0,0.0,0,Mohamed,0.0,4,False,Knee injury - Unknown return date,2023-01-26T10:00:07.778526Z,41,153256.jpg,1.2,Elneny,0.6,False,,i,1,3,6,202760,0,279536,0,0.0,1.5,Elneny,111,0,0,0,2,0,0,0,0,0,0,0,27,4.6,5.4,0.0,1.1,1,0.00,0.04,0.04,1.29,505,226,460,221,593,233,505,227,,,,,,,0.0,0.0,0.03,0.03,1.05,1.62,634,335,528,194,457,201,249,81,0.81,0.0
2,,,156074,0,0,-3,3,0,2,0.7,0.7,0,Rob,0.2,5,False,,,42,156074.jpg,1.5,Holding,0.2,False,,a,1,3,21,23338,0,27980,0,0.0,5.0,Holding,562,1,0,0,13,0,0,0,0,0,0,0,120,152.0,10.3,54.0,21.6,6,0.32,0.15,0.47,11.14,339,137,448,159,341,118,399,146,,,,,,,0.05,0.0,0.02,0.07,1.78,2.08,598,160,376,121,405,144,377,143,0.96,0.0
3,100.0,100.0,167199,0,0,-3,3,0,3,1.5,1.9,3,Thomas,1.4,6,False,,2023-03-31T15:30:08.770925Z,47,167199.jpg,2.6,Partey,0.4,False,,a,1,3,86,110171,0,141958,0,0.3,18.3,Partey,2480,3,0,11,28,0,0,0,5,0,0,6,468,513.2,439.6,240.0,119.5,28,2.59,2.17,4.76,32.27,110,47,70,59,152,90,97,68,,,,,,,0.09,0.0,0.08,0.17,1.17,1.02,311,186,233,108,210,80,284,95,1.02,0.4
4,100.0,100.0,184029,0,0,4,-4,5,3,7.7,6.9,3,Martin,6.4,7,True,,2023-03-09T22:30:08.763464Z,69,184029.jpg,5.7,Ødegaard,33.3,False,,a,1,3,212,7014051,0,5015435,0,0.9,30.7,Ødegaard,3132,15,8,13,38,0,0,0,4,0,0,30,813,960.0,1100.4,920.0,298.3,37,9.75,8.02,17.77,37.94,10,3,7,5,18,8,6,4,3.0,,1.0,,,,0.28,0.0,0.23,0.51,1.09,1.09,44,22,8,3,7,3,5,3,1.06,0.37
5,100.0,100.0,192895,0,0,-4,4,0,2,1.5,1.5,1,Kieran,1.0,8,False,,2023-03-29T08:30:08.049621Z,46,192895.jpg,1.4,Tierney,0.8,False,,a,1,3,37,98909,0,158213,0,0.2,8.0,Tierney,774,0,1,1,10,0,0,0,0,0,0,0,164,144.0,85.5,67.0,29.9,6,0.38,0.43,0.81,10.90,350,144,313,101,323,108,366,129,,,,,,,0.04,0.0,0.05,0.09,1.27,1.16,332,57,280,92,432,154,208,75,0.7,0.12
6,0.0,0.0,195735,0,0,-2,2,0,3,0.0,0.0,0,Nicolas,0.0,9,False,Season-long loan to Nice,2022-08-26T07:24:29.541862Z,53,195735.jpg,0.0,Pépé,0.1,False,,u,1,3,0,5198,0,36735,0,0.0,0.0,Pépé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,768,334,767,334,765,334,769,334,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,146,78,753,327,769,334,445,162,0.0,0.0
7,,,198869,0,0,5,-5,1,2,3.3,3.9,6,Benjamin,3.4,10,True,,,50,198869.jpg,4.1,White,16.1,False,,a,1,3,156,3320417,0,2217969,0,0.7,31.2,White,3054,2,5,15,35,0,0,0,5,0,0,12,734,649.0,491.2,159.0,130.0,36,1.25,3.60,4.85,37.23,59,17,61,8,208,38,84,9,,,,,,,0.04,0.0,0.11,0.15,1.1,1.03,197,24,69,19,49,6,21,6,1.06,0.44
8,100.0,100.0,205533,0,0,-7,7,1,4,1.0,1.1,1,Eddie,0.6,11,False,,2023-03-02T00:00:07.606120Z,63,205533.jpg,2.1,Nketiah,1.8,False,,a,1,3,63,1928295,0,1865358,0,0.1,10.0,Nketiah,1071,4,2,2,16,0,0,0,3,0,0,5,161,213.4,128.2,598.0,93.1,9,7.89,1.26,9.15,14.65,294,33,247,38,43,17,143,24,,,,,,,0.66,0.0,0.11,0.77,1.23,1.34,61,27,332,48,303,42,145,24,0.76,0.17
9,100.0,100.0,209289,0,0,-4,4,0,3,0.7,1.5,4,Emile,1.0,12,False,,2023-02-03T10:30:09.166437Z,56,209289.jpg,1.5,Smith Rowe,0.4,False,,a,1,3,18,29334,0,151276,0,0.2,3.2,Smith Rowe,161,0,2,0,5,0,0,0,0,0,0,0,60,36.6,64.3,39.0,13.8,0,0.25,0.55,0.80,2.71,455,200,348,180,383,186,427,192,,,,,,,0.14,0.0,0.31,0.45,1.51,2.8,95,50,290,137,421,183,301,101,0.0,0.0
10,75.0,75.0,223340,0,0,0,0,7,3,2.0,2.6,6,Bukayo,3.0,13,True,Knock - 75% chance of playing,2023-05-26T15:00:11.378383Z,80,223340.jpg,5.3,Saka,25.6,False,,d,1,3,202,6134396,0,5658739,0,0.4,25.2,Saka,3183,14,12,12,42,0,0,1,6,0,0,19,678,972.2,1091.8,1164.0,322.8,37,11.49,5.97,17.46,39.66,8,2,8,6,9,4,5,3,1.0,,,,1.0,,0.32,0.0,0.17,0.49,1.12,1.19,18,8,103,50,12,6,11,6,1.05,0.34
11,0.0,0.0,223723,0,0,-3,3,0,2,0.0,0.0,0,Takehiro,0.0,14,False,Knee injury - Expected back 01 Jul,2023-03-17T00:00:06.857640Z,42,223723.jpg,1.5,Tomiyasu,0.5,False,,i,1,3,32,89696,0,224586,0,0.0,7.6,Tomiyasu,651,0,1,2,11,0,0,0,2,0,0,0,173,137.0,86.6,55.0,27.7,6,0.24,0.23,0.47,8.93,357,145,310,99,338,115,373,131,,,,,,,0.03,0.0,0.03,0.06,1.23,1.52,609,168,538,209,406,145,276,101,0.83,0.28
12,100.0,100.0,225321,0,0,-2,2,3,1,4.7,5.1,6,Aaron,4.6,15,False,,2022-08-31T22:30:06.428076Z,48,225321.jpg,3.8,Ramsdale,11.4,False,,a,1,3,143,1717985,0,2122893,0,1.0,29.8,Ramsdale,3420,0,0,14,43,0,0,0,1,0,94,9,664,761.4,0.0,0.0,76.2,38,0.00,0.02,0.02,42.31,29,8,750,80,743,75,191,8,,,,,,,0.0,2.47,0.0,0.0,1.11,1.13,283,11,33,4,71,14,40,7,1.0,0.37
13,100.0,100.0,226597,0,0,2,-2,3,2,3.3,3.9,6,Gabriel,3.4,16,False,,2023-05-03T06:30:06.887452Z,52,226597.jpg,3.8,dos Santos Magalhães,13.4,False,,a,1,3,146,2905664,0,2469370,0,0.7,28.1,Gabriel,3409,3,0,14,43,0,0,0,5,0,0,15,723,733.8,129.7,401.0,126.5,38,5.04,0.66,5.70,41.84,37,8,244,63,87,3,86,10,,,,,,,0.13,0.0,0.02,0.15,1.1,1.14,162,17,71,20,74,15,30,11,1.0,0.37
14,0.0,0.0,437626,0,0,0,0,0,2,0.0,0.0,0,Nuno,0.0,17,False,Joined Marseille on loan - Expected back 01 Jul,2022-07-31T21:00:04.269675Z,45,437626.jpg,0.0,Varela Tavares,0.0,False,,u,1,3,0,0,0,1980,0,0.0,0.0,Tavares,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,687,256,686,256,670,255,691,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,390,81,636,247,702,256,697,250,0.0,0.0
15,0.0,0.0,444145,0,0,5,-5,4,3,0.0,0.0,0,Gabriel,1.6,19,True,Ankle injury - Expected back 01 Jul,2023-05-14T20:00:08.628890Z,65,444145.jpg,5.5,Martinelli Silva,26.3,False,,i,1,3,198,7872522,0,7632579,0,0.2,30.5,Martinelli,2789,15,9,14,33,0,0,0,3,0,0,18,648,844.2,838.1,1300.0,298.1,34,9.15,6.98,16.13,36.16,19,9,17,14,5,3,7,5,4.0,,3.0,,3.0,,0.3,0.0,0.23,0.53,1.17,1.06,56,28,224,105,10,5,10,5,1.1,0.45
