,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,217,Schmeichel,13,1,54,33,4.462,False,1,1,9.8,4.462
1,42,Targett,7,2,50,33,4.077,False,1,1,13.1,4.077
2,62,Dunk,36,2,49,33,4.134,False,1,1,7.8,4.134
3,66,Webster,36,2,43,33,3.832,False,1,1,0.9,3.832
4,259,Alexander-Arnold,14,2,74,33,5.693,False,1,1,16.6,5.693
5,251,Mané,14,3,117,33,6.279,False,1,1,4.8,6.279
6,254,Salah,14,3,125,33,7.374,True,2,1,31.8,14.748
7,306,Rashford,1,3,95,33,4.823,False,1,1,8.8,4.823
8,202,Bamford,2,4,65,33,4.577,False,1,1,43.9,4.577
9,224,Vardy,13,4,101,33,5.665,False,1,1,19.1,5.665
10,514,Watkins,7,4,65,33,4.641,False,1,1,24.2,4.641
11,32,Steer,7,1,39,33,0.0,False,0,0,4.4,0.0
12,519,Dunne,90,2,38,33,0.0,False,0,0,4.3,0.0
13,424,Burke,49,3,41,33,2.319,False,0,0,1.9,0.0
14,518,Mendy,13,3,42,33,0.279,False,0,0,1.6,0.0
