,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,200,Schmeichel,13,1,49,5.022399999999999,False,1,1,15.1,5.022399999999999
1,142,James,8,2,63,6.0664,False,1,1,14.6,6.0664
2,234,Robertson,14,2,73,5.6846,False,1,1,10.6,5.6846
3,237,Alexander-Arnold,14,2,84,6.556399999999999,False,1,1,38.8,6.556399999999999
4,256,Cancelo,43,2,71,5.150600000000001,False,1,1,39.8,5.150600000000001
5,22,Saka,3,3,68,5.9878,False,1,1,32.2,5.9878
6,138,Mount,8,3,76,6.086600000000001,False,1,1,16.5,6.086600000000001
7,212,Maddison,13,3,70,5.5520000000000005,False,1,1,17.5,5.5520000000000005
8,233,Salah,14,3,132,8.2494,True,2,1,57.4,16.4988
9,503,Gordon,11,3,46,4.6852,False,1,1,2.8,4.6852
10,180,Richarlison,11,4,75,4.9342,False,1,1,5.8,4.9342
11,376,Foster,57,1,41,3.9373999999999993,False,0,0,19.1,0.0
12,588,Emerson Royal,6,2,45,3.9221999999999992,False,0,0,1.3,0.0
13,20,Nketiah,3,4,54,3.8802,False,0,0,0.4,0.0
14,159,Mateta,31,4,53,3.6921999999999997,False,0,0,2.7,0.0
