,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,475,Sá,39,1,53,28,8.119,False,1,11.7,8.119
1,121,Thiago Silva,8,2,56,28,8.556999999999999,False,1,7.8,8.556999999999999
2,127,Rüdiger,8,2,61,28,8.422999999999998,False,1,24.6,8.422999999999998
3,142,James,8,2,62,28,9.536,False,1,12.3,9.536
4,138,Mount,8,3,75,28,9.602,True,2,14.6,19.204
5,196,Raphinha,2,3,65,28,8.165,False,1,17.2,8.165
6,341,Ward-Prowse,20,3,66,28,7.967,False,1,9.7,7.967
7,681,Coutinho,7,3,74,28,8.007,False,1,22.3,8.007
8,315,Pukki,45,4,58,28,7.824,False,1,5.2,7.824
9,345,Adams,20,4,70,28,7.945,False,1,7.7,7.945
10,430,Jiménez,39,4,75,28,8.236,False,1,12.2,8.236
