,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,281,Alisson,14,1,54,14,4.342,False,1,1,15.5,4.342
1,16,Gabriel,3,2,51,14,5.409,False,1,1,10.3,5.409
2,285,Alexander-Arnold,14,2,72,14,5.465,False,1,1,19.9,5.465
3,357,Trippier,4,2,58,14,4.199,False,1,1,60.4,4.199
4,13,Saka,3,3,80,14,6.474,False,1,1,16.1,6.474
5,19,Martinelli,3,3,68,14,5.356,False,1,1,48.8,5.356
6,160,Zaha,31,3,76,14,5.556,False,1,1,23.1,5.556
7,283,Salah,14,3,128,14,6.805,True,2,1,31.9,13.61
8,369,Almirón,4,3,54,14,4.779,False,1,1,15.6,4.779
9,356,Wilson,4,4,73,14,5.003,False,1,1,2.3,5.003
10,427,Kane,6,4,115,14,5.553999999999999,False,1,1,23.0,5.553999999999999
11,324,Ortega,43,1,38,14,0.066,False,0,0,0.7,0.0
12,322,Wilson-Esbrand,43,2,38,14,0.036000000000000004,False,0,0,0.8,0.0
13,439,Tanganga,6,2,39,14,0.085,False,0,0,3.1,0.0
14,237,Greenwood,2,4,43,14,0.517,False,0,0,9.6,0.0
