,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,425,Lloris,6,1,55,4,3.9389999999999996,False,1,1,4.6,3.9389999999999996
1,106,Dunk,36,2,45,4,3.608,False,1,1,2.8,3.608
2,430,Dier,6,2,50,4,3.846,False,1,1,4.8,3.846
3,526,Mee,94,2,46,4,3.972,False,1,1,3.6,3.972
4,111,Trossard,36,3,65,4,4.056,False,1,1,2.2,4.056
5,340,Sancho,1,3,73,4,3.7319999999999998,False,1,1,4.6,3.7319999999999998
6,465,Bowen,21,3,84,4,3.5839999999999996,False,1,1,4.5,3.5839999999999996
7,579,Guedes,39,3,60,4,3.7460000000000004,False,1,1,0.2,3.7460000000000004
8,40,Watkins,7,4,74,4,4.471,False,1,1,3.9,4.471
9,279,Firmino,14,4,80,4,4.671,True,2,1,1.3,9.342
10,356,Wilson,4,4,74,4,3.9610000000000003,False,1,1,3.1,3.9610000000000003
11,478,Sá,39,1,50,4,3.594,False,0,0,4.5,0.0
12,33,Digne,7,2,49,4,3.517,False,0,0,3.0,0.0
13,108,Webster,36,2,45,4,3.466,False,0,0,0.2,0.0
14,130,Jorginho,8,3,60,4,3.552,False,0,0,4.6,0.0
