,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,238,Meslier,2,1,45,22,5.524,False,1,1,1.9,5.524
1,106,Dunk,36,2,47,22,4.591,False,1,1,4.9,4.591
2,329,Varane,1,2,48,22,6.8660000000000005,True,2,1,3.2,13.732000000000001
3,586,Estupiñán,36,2,45,22,4.352,False,1,1,1.7,4.352
4,124,Mitoma,36,3,51,22,4.962,False,1,1,5.0,4.962
5,233,Harrison,2,3,58,22,4.751,False,1,1,1.5,4.751
6,519,Eriksen,1,3,63,22,5.75,False,1,1,3.6,5.75
7,609,Antony,1,3,73,22,6.5420000000000025,False,1,1,3.4,6.5420000000000025
8,40,Watkins,7,4,71,22,4.505,False,1,1,2.4,4.505
9,356,Wilson,4,4,71,22,4.551,False,1,1,4.5,4.551
10,619,Gnonto,2,4,50,22,4.712,False,1,1,0.9,4.712
11,31,Martínez,7,1,49,22,3.772,False,0,0,4.3,0.0
12,92,Pinnock,94,2,44,22,3.938,False,0,0,0.2,0.0
13,358,Burn,4,2,46,22,3.923,False,0,0,3.5,0.0
14,680,Gakpo,14,3,79,22,4.46,False,0,0,0.9,0.0
