,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,60,12,4.267,False,1,9.0,4.267
1,237,Alexander-Arnold,14,2,77,12,4.982,False,1,29.1,4.982
2,256,Cancelo,43,2,64,12,4.399,False,1,27.3,4.399
3,275,Shaw,1,2,52,12,4.42,False,1,20.0,4.42
4,230,Mané,14,3,119,12,5.485,False,1,4.0,5.485
5,233,Salah,14,3,130,12,7.015,True,2,71.4,14.03
6,240,Jota,14,3,75,12,5.142,False,1,12.6,5.142
7,251,De Bruyne,43,3,119,12,5.494,False,1,3.1,5.494
8,359,Son,6,3,103,12,5.585,False,1,19.3,5.585
9,357,Kane,6,4,122,12,5.502000000000002,False,1,7.4,5.502000000000002
10,579,Ronaldo,1,4,124,12,5.5470000000000015,False,1,31.7,5.5470000000000015
