,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,257,Ederson,43,1,60,12,4.267,False,1,1,9.0,4.267
1,135,Chilwell,8,2,60,12,4.324,False,1,1,19.7,4.324
2,237,Alexander-Arnold,14,2,77,12,4.982,False,1,1,29.1,4.982
3,275,Shaw,1,2,52,12,4.42,False,1,1,20.0,4.42
4,491,Livramento,20,2,45,12,3.637,False,1,1,22.6,3.637
5,96,Mbeumo,94,3,56,12,4.058,False,1,1,4.6,4.058
6,233,Salah,14,3,130,12,7.015,True,2,1,71.4,14.03
7,240,Jota,14,3,75,12,5.142,False,1,1,12.6,5.142
8,420,Bowen,21,3,63,12,3.967,False,1,1,1.8,3.967
9,296,Wilson,4,4,73,12,4.912,False,1,1,2.0,4.912
10,315,Pukki,45,4,58,12,4.208,False,1,1,3.9,4.208
11,334,McCarthy,20,1,46,12,3.697,False,0,0,3.9,0.0
12,142,James,8,2,59,12,4.388,False,0,0,20.3,0.0
13,33,Grealish,43,3,78,12,4.829,False,0,0,13.3,0.0
14,78,Toney,94,4,67,12,4.465,False,0,0,22.6,0.0
