,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,2030.0,2097.16,2119.92,2127.83,-98.5,376877,42154,4338,714,7.6%
1,FplSimpson,2083.0,2141.61,2167.95,2159.18,-86.75,173826,11518,112,40,10.8%
2,FplStatsdan,2056.0,2103.55,2104.28,2089.83,-56.51,265571,35089,10289,6997,21.9%
3,FF_Trout,2111.0,2160.91,2167.94,2165.72,-67.24,105069,5816,112,33,17.3%
4,dilksybab,2166.0,2240.96,2213.89,2178.41,-58.1,30170,35,1,4,21.1%
5,theFPLkiwi,1975.0,2079.03,2125.72,2099.54,-140.01,695171,63760,3292,4117,1.8%
6,jameso_12,2005.0,2033.09,2089.56,2061.15,-69.91,509077,154605,19007,23343,16.4%
7,api_kakayou,2156.0,2114.3,2095.12,2080.97,46.05,39208,26309,14977,10519,73.7%
8,usafpl,2031.0,2032.91,2050.06,2020.68,-16.91,372956,154860,70434,82758,41.4%
9,CazzaFPL,2184.0,2178.24,2203.22,2166.78,-12.14,18533,2674,2,33,44%
10,PlanetosFPL,2099.0,2151.33,2165.47,2142.53,-67.47,132298,8134,145,166,17.2%
11,analytic_fpl,2131.0,2106.05,2105.2,2095.84,15.34,70239,33101,9786,5067,58.3%
12,wee_rogue,2098.0,2133.6,2133.82,2103.92,-39.01,134159,14973,1950,2798,30.1%
13,mtthwmn,2139.0,2143.96,2156.86,2144.13,-22.7,58504,10669,338,137,38.8%
14,cmusson32,2046.0,2105.32,2106.11,2116.85,-76.81,304465,33755,9481,1323,14%
15,FPLstudent2,2142.0,2213.4,2150.2,2174.98,-50.5,54786,377,559,5,24.6%
16,peterhandleson,1866.0,1936.36,1953.48,1945.17,-92.44,1603493,607301,469418,373848,9%
17,chrishp,2175.0,2179.55,2131.08,2124.39,17.03,23824,2524,2318,854,58.9%
18,plfantasy,2132.0,2100.14,2051.57,2036.35,56.38,69430,38828,68369,54724,78.3%
19,FPLmeta,2138.0,2125.85,2147.84,2137.07,-12.38,59538,18868,686,269,43.7%
20,FplAuto,2066.0,2141.88,2117.57,2078.84,-59.79,229080,11462,5017,11375,20.3%
21,NourEldin_z3r0,2201.0,2183.55,2102.19,2090.15,63.0,11192,2064,11183,6905,81.1%
22,UkendtPerson45,2148.0,2205.82,2152.99,2135.65,-29.72,47693,580,460,316,35%
23,MikkelTokvam,2146.0,2191.5,2131.03,2111.31,-11.44,49694,1279,2318,1716,44.2%
24,Klaudioz,2070.0,2016.43,1960.99,1946.21,82.58,216901,203676,425432,368058,88.3%
25,FantasianPL,1963.0,2087.61,2042.54,2030.93,-103.66,778614,52830,84287,63075,6.5%
26,rama96ab,2124.0,2164.01,2137.27,2123.77,-30.78,81174,5146,1680,903,34.1%
27,FPL_LFE,2148.0,2115.67,2048.43,2030.88,70.22,47900,25146,73318,63091,84.2%
28,_jtreble,2177.0,2188.05,2135.02,2108.53,20.27,22671,1594,1897,1979,60.6%
29,DanielSaetre,2149.0,2128.96,2133.71,2114.61,9.94,46528,17138,1983,1456,55.6%
30,FBinary01,2178.0,2118.11,2091.89,2072.7,70.69,22080,23254,17704,14664,84.3%
31,FPL_Data,2008.0,2081.19,2045.58,2053.59,-65.23,492659,60543,78178,31809,18.1%
32,FPL_ElStatto,2055.0,2021.01,2040.4,2023.12,13.4,270085,188670,88637,77787,57.5%
33,FplSigurd,2169.0,2228.45,2186.66,2167.19,-38.07,27984,133,13,18,30.6%
34,JoeBopara,2034.0,2101.27,2119.55,2087.99,-82.29,359040,37371,4526,7479,12%
35,dLincolnlawyer,2149.0,2194.14,2142.29,2134.37,-20.87,46667,1136,1108,337,39.5%
36,FPL_Statoholic,2136.0,2038.23,2090.12,2098.6,46.6,62721,141575,18518,4438,74%
37,FplAmateur,2160.0,2084.47,2042.6,2028.71,95.09,35247,57346,84104,66373,90.9%
38,wolacola,2173.0,2171.23,2151.03,2153.21,1.31,25415,3619,528,74,51.1%
39,Hashtag_MEGA,2058.0,2142.97,2159.92,2161.29,-110.19,256526,11236,275,37,5.3%
40,dav_fifa,2129.0,1993.7,1964.06,1948.34,147.23,73978,289024,401526,354795,98.6%
41,MaulanaRiandi,2220.0,2207.35,2125.67,2098.53,63.5,5746,523,3295,4441,81.2%
42,Rak464,2116.0,2088.46,2110.95,2087.33,7.0,96671,51842,7260,7833,54.4%
43,ArneBarsnes,2224.0,2165.78,2150.33,2135.89,60.16,4950,4683,555,299,79.8%
44,FPL_PapaSmurf,2063.0,2010.05,2012.12,2006.26,40.19,240151,225784,165141,115721,70.9%
45,gezza96,2208.0,2167.88,2096.85,2077.98,81.0,8835,4270,14265,11634,87.7%
46,Raghy78d,2242.0,2195.05,2178.12,2145.26,56.09,2444,1053,45,112,78.2%
47,pdhFPL,2069.0,2182.63,2149.27,2162.52,-108.95,217935,2122,626,36,5.5%
48,NeilRankinZA,2067.0,2025.27,1997.52,2008.56,43.37,224716,177297,218979,110197,72.5%
49,EuanThompson,2214.0,2229.66,2174.41,2164.08,11.71,7137,106,74,33,56.6%
50,FPLrookie1,2094.0,2129.44,2096.22,2064.09,-15.56,144927,16955,14472,20675,42.1%
51,FplBudget,2148.0,2065.25,2070.63,2067.92,66.7,47765,85833,39671,17767,82.7%
52,FF_Vader,2188.0,2161.8,2168.62,2136.26,19.17,16495,5635,110,277,60.1%
53,alasdairtweets,2230.0,2186.18,2164.16,2139.75,53.55,4021,1790,168,195,77.1%
54,fpl_analytic,2053.0,2016.36,2038.29,2033.3,10.2,277535,203826,93095,58934,55.8%
55,stephendeyoung,2038.0,2046.49,2012.83,1991.56,8.02,340396,122326,162863,157830,54.7%
56,James_Ingram15,2134.0,2184.73,2160.13,2150.12,-44.12,65395,1917,272,101,27.7%
57,FPL_Kid,2126.0,2096.82,2045.1,2047.81,49.78,78612,42541,79455,37835,75.6%
58,fpl_jan,2298.0,2283.5,2180.53,2147.73,81.61,172,4,35,107,88%
59,FPL_Mezzala,2216.0,2257.76,2183.69,2167.25,0.36,6667,13,28,15,50.6%
60,morstats,2095.0,2078.51,2011.18,1991.08,55.3,141314,64375,168254,159775,77.9%
61,FplOpinion,2117.0,2114.86,2124.58,2123.09,-17.25,94084,25754,3502,942,41.2%
62,_NeilFPL,2183.0,2183.04,2152.37,2140.69,11.23,19005,2094,473,177,56.4%
63,UnderstandingF8,2013.0,1941.4,1937.32,1920.3,66.74,466299,571825,585527,558677,82.7%
64,EejRoberts,2111.0,2170.02,2146.19,2136.91,-53.17,105206,3850,894,269,23.4%
65,FPL_Gents,2130.0,2100.47,2119.88,2095.25,11.41,72313,38451,4339,5262,56.5%
66,FPLHaggis,2089.0,2134.52,2087.23,2067.72,-20.41,157745,14348,20302,17846,39.5%
67,Jumpthewave,2135.0,2166.46,2115.51,2090.22,-1.94,64827,4588,5681,6899,49.4%
68,DarraghNoonan,2179.0,2195.89,2132.0,2117.36,17.76,21445,1019,2268,1283,59.2%
69,FPL_Chase,2192.0,2178.45,2166.88,2146.15,14.99,14574,2646,124,109,58.1%
70,jonwalker88,2070.0,2133.57,2157.78,2157.0,-92.97,213902,14991,327,41,8.9%
71,TomDavies_17,2185.0,2186.08,2134.33,2121.27,24.85,18029,1815,1934,1073,63.4%
72,FodWeTrust,2087.0,2103.16,2136.94,2118.64,-46.1,162872,35383,1690,1196,26.8%
73,FplPass,2116.0,2081.96,1992.04,1987.86,82.71,96214,59828,243588,169992,88.3%
74,prparsons,2135.0,2167.3,2112.93,2086.18,0.02,64393,4349,6803,8136,50.3%
75,FplJeb,2046.0,2054.5,2147.83,2120.53,-75.54,305642,105955,686,1118,14.5%
76,JosesBusDrivers,2014.0,2128.07,2144.06,2148.69,-139.75,457540,17721,1045,103,1.8%
77,hidethecactus,2187.0,2132.04,2074.06,2061.69,84.86,17208,15515,34213,22932,88.8%
78,tweetsofagooner,2020.0,2001.35,2037.21,2039.05,-19.48,426038,257938,95150,50475,40.1%
79,FplRafiki,2061.0,2000.1,1988.92,1985.39,56.28,248397,262714,254234,180159,78.2%
80,FPL_Audit,2210.0,2133.74,2129.06,2095.07,77.53,8222,14913,2570,5332,86.7%
81,DaveCZfpl,2010.0,2022.39,2061.13,2055.38,-49.9,482328,184461,53576,29758,24.9%
82,PaulGiurculet,2254.0,2160.01,2064.15,2048.14,150.65,1538,6171,49424,37691,98.8%
83,k_rybaczuk,2049.0,2050.98,2079.63,2035.73,-19.83,292436,114689,27846,55629,39.8%
84,CoalportGlen,2219.0,2222.88,2151.25,2126.28,39.47,5975,214,524,815,70.4%
85,FPLvariance,2078.0,2154.93,2126.88,2114.81,-67.3,189361,7405,2943,1434,17.2%
86,SchadenfreudeFF,2143.0,2110.44,2098.13,2083.38,32.49,54077,29324,13231,9670,67.2%
87,desphorin,1995.0,2079.6,2076.53,2066.56,-92.51,567688,62845,31325,18701,9%
