index,ID,Name,Team,Pos,1_Val,1_Pts,1_xMins,1_rp,1_rmin,1_games,2_Val,2_Pts,2_xMins,2_rp,2_rmin,2_games,3_Val,3_Pts,3_xMins,3_rp,3_rmin,3_games,4_Val,4_Pts,4_xMins,4_rp,4_rmin,4_games,5_Val,5_Pts,5_xMins,5_rp,5_rmin,5_games,6_Val,6_Pts,6_xMins,6_rp,6_rmin,6_games,7_Val,7_Pts,7_xMins,7_rp,7_rmin,7_games,8_Val,8_Pts,8_xMins,8_rp,8_rmin,8_games,9_Val,9_Pts,9_xMins,9_rp,9_rmin,9_games,10_Val,10_Pts,10_xMins,10_rp,10_rmin,10_games,11_Val,11_Pts,11_xMins,11_rp,11_rmin,11_games,12_Val,12_Pts,12_xMins,12_rp,12_rmin,12_games,13_Val,13_Pts,13_xMins,13_rp,13_rmin,13_games,14_Val,14_Pts,14_xMins,14_rp,14_rmin,14_games,15_Val,15_Pts,15_xMins,15_rp,15_rmin,15_games,16_Val,16_Pts,16_xMins,16_rp,16_rmin,16_games,17_Val,17_Pts,17_xMins,17_rp,17_rmin,17_games,18_Val,18_Pts,18_xMins,18_rp,18_rmin,18_games,19_Val,19_Pts,19_xMins,19_rp,19_rmin,19_games,20_Val,20_Pts,20_xMins,20_rp,20_rmin,20_games,21_Val,21_Pts,21_xMins,21_rp,21_rmin,21_games
123,123.0,Ferguson,BHA,4.0,5.5,0.465,7.54,0.0,0.0,0.0,5.5,0.35700000000000004,4.91,0.0,0.0,0.0,5.5,0.895,17.73,0.0,0.0,0.0,5.5,1.089,14.74,1.0,5.0,1.0,5.5,1.263,18.76,1.0,8.0,1.0,5.5,1.157,19.91,1.0,9.0,1.0,5.5,1.403,22.12,0.0,0.0,0.0,5.5,0.804,13.3,1.0,59.0,1.0,5.5,3.611,53.38,7.0,17.0,1.0,5.5,0.879,16.58,1.0,2.0,1.0,5.5,0.828,14.94,0.0,0.0,0.0,5.5,0.6920000000000001,10.96,1.0,4.0,1.0,5.5,0.6679999999999999,8.49,1.0,11.0,1.0,5.5,0.638,10.0,1.0,10.0,1.0,5.5,0.997,15.44,2.0,69.0,1.0,5.5,1.073,16.26,1.0,18.0,1.0,5.5,0.0,0.0,1.0,5.0,1.0,5.5,2.229,32.35,0.0,0.0,0.0,5.5,1.6909999999999998,31.02,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
124,124.0,Gilmour,BHA,3.0,5.0,0.138,2.65,1.0,8.0,1.0,5.0,0.26,5.25,2.0,89.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
125,125.0,Gross,BHA,3.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
126,126.0,Hinshelwood,BHA,3.0,5.0,1.499,36.7,3.0,90.0,1.0,5.0,2.521,66.94,2.0,90.0,1.0,5.0,1.223,37.77,2.0,90.0,1.0,5.0,1.803,41.3,2.0,66.0,1.0,5.0,1.739,40.67,10.0,90.0,1.0,5.0,1.639,46.26,2.0,90.0,1.0,5.0,1.881,51.6,2.0,90.0,1.0,5.0,2.194,66.55,2.0,90.0,1.0,5.0,2.774,67.68,0.0,0.0,0.0,5.0,2.04,69.1,2.0,87.0,1.0,5.0,2.285,75.05,1.0,56.0,1.0,5.0,1.753,50.47,0.0,0.0,0.0,5.0,0.551,11.85,0.0,0.0,0.0,5.0,0.892,23.82,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.633,14.75,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.146,3.39,0.0,0.0,0.0,4.9,0.908,23.2,0.0,0.0,0.0,4.9,0.6409999999999999,14.98,0.0,0.0,0.0
127,127.0,I.Osman,BHA,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
128,128.0,Igor,BHA,2.0,4.5,0.479,15.51,0.0,0.0,0.0,4.5,1.219,37.99,0.0,0.0,0.0,4.4,0.13699999999999998,6.17,0.0,0.0,0.0,4.4,0.447,11.11,0.0,0.0,0.0,4.4,0.279,7.72,0.0,0.0,0.0,4.4,0.134,5.09,1.0,33.0,1.0,4.4,1.331,46.13,0.0,81.0,1.0,4.4,0.394,14.29,6.0,90.0,1.0,4.4,0.513,13.29,0.0,90.0,1.0,4.4,1.013,68.04,1.0,90.0,1.0,4.4,1.22,71.48,1.0,90.0,1.0,4.4,1.471,54.79,2.0,90.0,1.0,4.4,1.801,43.41,2.0,90.0,1.0,4.4,1.026,35.47,1.0,90.0,1.0,4.4,1.519,47.1,1.0,1.0,1.0,4.4,1.212,35.07,0.0,0.0,0.0,4.4,1.267,45.93,0.0,0.0,0.0,4.4,1.287,37.31,0.0,0.0,0.0,4.4,0.961,37.67,0.0,90.0,1.0,4.4,0.901,42.99,2.0,65.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0
129,129.0,João Pedro,BHA,4.0,5.5,3.245,61.97,2.0,81.0,1.0,5.5,4.1,74.11,8.0,90.0,1.0,5.6,2.923,72.29,8.0,90.0,1.0,5.7,4.495,68.99,0.0,0.0,0.0,5.7,3.516,57.25,1.0,19.0,1.0,5.6,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,5.4,0.513,9.01,0.0,0.0,0.0,5.4,1.6269999999999998,33.3,11.0,25.0,1.0,5.5,3.309,63.61,12.0,63.0,1.0,5.5,5.182,73.66,2.0,71.0,1.0,5.6,3.746,73.59,5.0,79.0,1.0,5.6,4.191,69.05,2.0,70.0,1.0,5.6,4.048,68.75,2.0,90.0,1.0,5.6,4.124,73.58,2.0,90.0,1.0,5.6,4.917,78.44,2.0,90.0,1.0,5.5,3.483,69.52,9.0,90.0,1.0,5.5,3.947,85.35,9.0,90.0,1.0,5.5,2.016,33.45,0.0,0.0,0.0
130,130.0,Kozlowski,BHA,3.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
131,131.0,Lamptey,BHA,2.0,4.5,0.29600000000000004,7.91,0.0,0.0,0.0,4.5,0.484,11.37,0.0,0.0,0.0,4.5,0.309,8.89,0.0,0.0,0.0,4.5,0.522,9.56,0.0,0.0,0.0,4.5,0.595,13.12,0.0,0.0,0.0,4.5,0.425,12.47,0.0,0.0,0.0,4.5,0.417,9.55,0.0,0.0,0.0,4.5,0.335,7.43,0.0,0.0,0.0,4.4,0.481,9.59,3.0,10.0,1.0,4.4,0.335,10.04,0.0,0.0,0.0,4.4,0.35600000000000004,9.98,0.0,0.0,0.0,4.4,0.705,17.3,0.0,0.0,0.0,4.4,0.565,10.86,5.0,71.0,1.0,4.4,1.442,38.06,0.0,18.0,1.0,4.4,2.0780000000000003,49.07,8.0,90.0,1.0,4.4,3.234,76.71,0.0,45.0,1.0,4.4,2.477,69.01,1.0,23.0,1.0,4.4,1.811,40.48,0.0,0.0,0.0,4.4,0.884,23.54,7.0,90.0,1.0,4.4,0.753,20.82,0.0,0.0,0.0,4.4,0.93,19.25,0.0,0.0,0.0
132,132.0,March,BHA,3.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.754,13.34,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.961,14.4,0.0,0.0,0.0,6.5,0.315,6.42,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.419,7.38,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.259,3.19,1.0,2.0,1.0,6.5,0.349,5.22,0.0,0.0,0.0,6.5,0.248,3.39,0.0,0.0,0.0,6.5,0.636,10.15,0.0,0.0,0.0
133,133.0,Mazilu,BHA,3.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
134,134.0,Milner,BHA,3.0,5.0,1.275,34.76,2.0,81.0,1.0,5.0,2.018,58.43,2.0,72.0,1.0,5.0,2.033,73.76,1.0,16.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.229,3.79,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.08800000000000001,1.17,0.0,0.0,0.0,5.0,0.236,5.36,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.204,4.8,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.246,5.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
135,135.0,Minteh,BHA,3.0,5.5,3.448,75.81,4.0,45.0,1.0,5.5,3.2030000000000003,65.9,2.0,89.0,1.0,5.5,2.8080000000000003,78.01,4.0,71.0,1.0,5.5,4.325,73.35,2.0,67.0,1.0,5.5,3.127,57.27,1.0,28.0,1.0,5.5,2.6710000000000003,63.76,1.0,19.0,1.0,5.4,3.049,61.76,7.0,86.0,1.0,5.4,2.607,57.61,0.0,0.0,0.0,5.4,1.626,25.54,0.0,0.0,0.0,5.3,1.188,27.27,0.0,0.0,0.0,5.3,0.997,21.76,0.0,0.0,0.0,5.2,1.67,31.64,0.0,0.0,0.0,5.2,1.76,26.77,1.0,2.0,1.0,5.2,1.97,38.39,1.0,10.0,1.0,5.1,2.119,39.87,6.0,20.0,1.0,5.1,1.1,17.93,2.0,71.0,1.0,5.1,2.757,57.97,1.0,22.0,1.0,5.1,2.854,51.67,1.0,23.0,1.0,5.1,2.325,52.43,1.0,32.0,1.0,5.1,2.325,53.71,0.0,45.0,1.0,5.0,1.327,22.63,0.0,0.0,0.0
136,136.0,Mitoma,BHA,3.0,6.5,3.524,83.61,8.0,88.0,1.0,6.5,3.597,80.87,6.0,89.0,1.0,6.6,2.802,84.71,2.0,84.0,1.0,6.7,4.621,81.47,3.0,90.0,1.0,6.7,4.089,83.78,5.0,90.0,1.0,6.7,3.314,90.12,2.0,90.0,1.0,6.6,3.719,84.18,5.0,90.0,1.0,6.6,3.424,86.04,1.0,30.0,1.0,6.6,4.598,84.23,2.0,88.0,1.0,6.5,2.7960000000000003,80.3,2.0,86.0,1.0,6.5,2.923,79.34,2.0,89.0,1.0,6.4,3.785,86.77,9.0,90.0,1.0,6.4,4.675,82.94,10.0,90.0,1.0,6.5,2.518,55.65,2.0,90.0,1.0,6.5,3.662,78.19,2.0,88.0,1.0,6.6,4.216,88.31,2.0,90.0,1.0,6.6,3.754,88.47,2.0,84.0,1.0,6.5,4.113,84.05,3.0,66.0,1.0,6.5,3.177,80.75,1.0,32.0,1.0,6.4,3.3110000000000004,85.95,1.0,28.0,1.0,6.4,2.891,57.88,0.0,0.0,0.0
137,137.0,Moder,BHA,3.0,4.5,0.542,12.36,0.0,0.0,0.0,4.5,0.261,4.1,0.0,0.0,0.0,4.5,0.616,15.55,0.0,0.0,0.0,4.5,0.597,12.57,0.0,0.0,0.0,4.4,0.508,10.6,0.0,0.0,0.0,4.4,0.078,1.06,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.111,1.39,0.0,0.0,0.0,4.4,0.0,0.0,1.0,3.0,1.0,4.4,0.0,0.0,1.0,1.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.277,3.96,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.177,2.49,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.264,4.05,0.0,0.0,0.0,4.4,0.339,6.23,1.0,4.0,1.0,4.4,0.192,2.95,0.0,0.0,0.0,4.4,0.319,5.21,0.0,0.0,0.0
138,138.0,O’Mahony,BHA,4.0,4.5,0.211,3.52,0.0,0.0,0.0,4.5,0.134,2.04,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
139,139.0,Offiah,BHA,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
140,140.0,Peupion,BHA,3.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0
141,141.0,Sarmiento,BHA,3.0,5.0,0.4920000000000001,8.37,1.0,8.0,1.0,5.0,0.264,3.54,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0
142,142.0,Steele,BHA,1.0,4.5,3.39,93.1,7.0,90.0,1.0,4.5,3.298,89.31,2.0,90.0,1.0,4.5,2.819,84.58,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.126,3.6,0.0,0.0,0.0,4.4,0.045,1.25,0.0,0.0,0.0,4.4,0.177,5.04,0.0,0.0,0.0,4.4,0.094,2.31,0.0,0.0,0.0,4.3,0.18,5.42,0.0,0.0,0.0,4.3,0.063,1.9,0.0,0.0,0.0,4.3,0.107,2.91,0.0,0.0,0.0,4.3,0.062,1.44,0.0,0.0,0.0,4.2,0.133,3.64,0.0,0.0,0.0,4.2,0.1,2.59,0.0,0.0,0.0,4.2,0.085,2.17,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.172,4.5,0.0,0.0,0.0,4.2,0.077,2.19,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.08199999999999999,2.09,0.0,0.0,0.0
143,143.0,Undav,BHA,4.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
144,144.0,Van Hecke,BHA,2.0,4.5,2.369,88.5,6.0,90.0,1.0,4.5,2.564,88.85,1.0,90.0,1.0,4.5,1.234,90.57,2.0,90.0,1.0,4.5,3.826,94.54,6.0,90.0,1.0,4.5,3.261,88.66,4.0,90.0,1.0,4.5,1.798,90.53,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,1.977,93.22,1.0,9.0,1.0,4.5,3.447,91.81,1.0,90.0,1.0,4.5,1.311,91.05,1.0,90.0,1.0,4.5,1.492,88.89,1.0,90.0,1.0,4.5,2.302,86.5,1.0,90.0,1.0,4.5,3.564,85.67,2.0,90.0,1.0,4.5,2.421,91.35,1.0,71.0,1.0,4.5,2.736,83.76,1.0,90.0,1.0,4.5,2.932,86.27,1.0,90.0,1.0,4.5,2.353,87.56,2.0,90.0,1.0,4.5,2.759,80.78,9.0,90.0,1.0,4.5,1.95,84.94,1.0,90.0,1.0,4.5,1.694,87.28,2.0,90.0,1.0,4.5,2.937,87.8,0.0,0.0,0.0
145,145.0,Veltman,BHA,2.0,4.5,1.994,62.39,8.0,90.0,1.0,4.5,2.226,68.02,2.0,90.0,1.0,4.5,1.188,69.6,2.0,71.0,1.0,4.5,2.682,58.99,7.0,90.0,1.0,4.5,2.609,63.7,1.0,90.0,1.0,4.5,1.499,60.92,0.0,0.0,0.0,4.5,2.108,68.1,1.0,90.0,1.0,4.5,1.648,64.77,7.0,90.0,1.0,4.5,2.738,65.08,1.0,90.0,1.0,4.5,1.3130000000000002,79.4,1.0,75.0,1.0,4.5,1.411,69.63,2.0,90.0,1.0,4.5,2.382,82.14,2.0,90.0,1.0,4.6,3.382,77.17,0.0,0.0,0.0,4.6,1.236,41.48,0.0,0.0,0.0,4.6,1.747,50.89,0.0,0.0,0.0,4.5,0.345,9.43,0.0,0.0,0.0,4.5,0.974,31.35,1.0,66.0,1.0,4.5,2.186,59.77,8.0,87.0,1.0,4.5,1.754,68.75,0.0,0.0,0.0,4.5,1.619,72.97,1.0,90.0,1.0,4.4,2.5980000000000003,72.13,0.0,0.0,0.0
146,146.0,Verbruggen,BHA,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.589,17.95,4.0,90.0,1.0,4.5,3.836,92.76,5.0,90.0,1.0,4.5,3.732,94.54,1.0,90.0,1.0,4.5,3.135,92.22,0.0,90.0,1.0,4.5,3.2960000000000003,93.6,0.0,90.0,1.0,4.5,3.127,91.36,10.0,90.0,1.0,4.5,3.689,92.36,2.0,90.0,1.0,4.5,3.0410000000000004,92.35,3.0,90.0,1.0,4.5,3.042,93.1,3.0,90.0,1.0,4.5,3.277,91.2,3.0,90.0,1.0,4.5,3.927,95.0,2.0,90.0,1.0,4.5,3.333,92.13,1.0,90.0,1.0,4.5,3.51,94.19,1.0,90.0,1.0,4.5,3.551,94.25,1.0,90.0,1.0,4.5,3.362,94.66,3.0,90.0,1.0,4.5,3.415,91.2,9.0,90.0,1.0,4.5,3.137,92.08,2.0,90.0,1.0,4.5,3.0980000000000003,93.96,2.0,90.0,1.0,4.5,3.615,95.0,0.0,0.0,0.0
147,147.0,Webster,BHA,2.0,4.5,0.094,3.03,1.0,14.0,1.0,4.5,0.238,7.1,0.0,0.0,0.0,4.5,0.235,10.23,0.0,0.0,0.0,4.5,0.408,10.59,0.0,0.0,0.0,4.4,0.287,8.49,0.0,0.0,0.0,4.4,0.183,8.1,-1.0,56.0,1.0,4.4,1.793,57.99,1.0,8.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.482,13.52,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.149,4.16,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.362,9.07,0.0,0.0,0.0,4.3,0.245,7.13,0.0,0.0,0.0,4.3,0.242,6.95,1.0,24.0,1.0,4.3,0.629,16.36,0.0,0.0,0.0
