,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,0.0,0.0,37605,0,0,-2,2,0,3,0.0,0.0,0,Mesut,0.0,1,False,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,37605.jpg,0.0,Özil,0.6,False,,n,1,3,0,3274,8,47797,373,0.0,0.0,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593,237,592,236,594,237,594,237,,,,,,
1,0.0,0.0,39476,0,0,-1,1,0,2,0.0,0.0,0,Sokratis,0.0,2,False,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,39476.jpg,0.0,Papastathopoulos,0.1,False,,n,1,3,0,10195,0,17829,72,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,205,529,205,514,196,543,205,,,,,,
2,50.0,50.0,41270,0,0,0,0,0,2,0.8,0.6,0,David,1.2,3,False,Thigh injury - 50% chance of playing,2020-10-25T21:30:13.186040Z,55,41270.jpg,1.4,Luiz Moreira Marinho,1.0,False,,d,1,3,7,29573,59,59849,1509,0.2,1.3,David Luiz,319,0,0,0,5,0,0,0,0,0,0,0,51,66.6,9.8,21.0,9.7,175,71,288,92,214,61,235,78,,,4.0,,,
3,100.0,100.0,54694,0,0,-3,3,0,3,2.0,1.5,0,Pierre-Emerick,1.5,4,False,,2020-10-08T09:00:12.305506Z,117,54694.jpg,3.3,Aubameyang,13.7,False,,a,1,3,20,356909,2143,2538591,10025,0.1,1.7,Aubameyang,540,1,1,1,7,0,0,0,1,0,0,0,73,93.4,103.1,117.0,31.4,116,43,44,32,45,24,54,30,,,6.0,,1.0,
4,100.0,100.0,58822,0,0,-3,3,0,2,0.5,0.0,0,Cédric,0.0,5,False,,2020-09-23T09:00:14.881983Z,47,58822.jpg,0.0,Soares,0.2,False,,a,1,3,0,2622,44,29927,94,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,198,504,198,481,187,521,198,,,,,,
5,,,59966,0,0,-1,1,0,4,1.0,0.5,0,Alexandre,0.5,6,False,,,84,59966.jpg,4.6,Lacazette,3.5,False,,a,1,3,23,243336,562,330110,2796,0.1,2.7,Lacazette,346,3,0,1,4,0,0,0,1,0,0,3,79,114.4,51.2,180.0,34.6,79,13,119,17,25,15,44,16,,,5.0,,3.0,
6,100.0,100.0,69140,0,0,0,0,0,2,0.7,0.2,0,Shkodran,0.2,7,False,,2020-08-15T10:00:11.331812Z,50,69140.jpg,1.0,Mustafi,0.0,False,,a,1,3,1,10309,57,10380,15,0.0,0.2,Mustafi,41,0,0,0,1,0,0,0,0,0,0,0,9,7.6,1.0,0.0,0.9,354,136,351,132,540,206,379,139,,,,,,
7,,,80201,0,0,0,0,0,1,2.3,1.8,0,Bernd,1.8,8,False,,,50,80201.jpg,3.2,Leno,9.0,False,,a,1,3,19,333035,869,308672,4530,0.4,3.8,Leno,540,0,0,1,7,0,0,0,0,0,15,2,111,122.6,0.0,0.0,12.3,63,11,552,58,542,57,195,12,,,,,,
8,,,84450,0,0,-1,1,0,3,1.5,1.0,0,Granit,1.0,9,False,,,54,84450.jpg,1.7,Xhaka,0.6,False,,a,1,3,10,20799,146,46264,409,0.2,1.9,Xhaka,407,0,0,1,6,0,0,0,1,0,0,0,47,51.8,33.8,29.0,11.4,208,82,163,100,185,98,204,95,,,2.0,,,
9,0.0,0.0,92371,0,0,-1,1,0,2,0.0,0.0,0,Pablo,0.0,10,False,Ankle injury - Expected back 21 Nov,2020-08-15T10:00:11.357231Z,44,92371.jpg,0.0,Marí,0.0,False,,i,1,3,0,255,1,652,5,0.0,0.0,Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,178,437,177,406,163,460,178,,,,,,
