,player_id,event,event_id,web_name,points_md,team,opp_team
0,1,8,69,Özil,0.0,1,2
1,1,9,82,Özil,0.0,1,10
2,1,10,89,Özil,0.0,1,20
3,1,11,106,Özil,0.0,1,17
4,1,12,109,Özil,0.0,1,4
5,1,13,119,Özil,0.0,1,16
6,1,14,133,Özil,0.0,1,7
7,1,15,139,Özil,0.0,1,5
8,2,8,69,Sokratis,0.0,1,2
9,2,9,82,Sokratis,0.0,1,10
10,2,10,89,Sokratis,0.0,1,20
11,2,11,106,Sokratis,0.0,1,17
12,2,12,109,Sokratis,0.0,1,4
13,2,13,119,Sokratis,0.0,1,16
14,2,14,133,Sokratis,0.0,1,7
15,2,15,139,Sokratis,0.0,1,5
16,3,8,69,David Luiz,2.456,1,2
17,3,9,82,David Luiz,2.8960000000000004,1,10
18,3,10,89,David Luiz,3.259,1,20
19,3,11,106,David Luiz,2.0980000000000003,1,17
20,3,12,109,David Luiz,3.497,1,4
21,3,13,119,David Luiz,2.714,1,16
22,3,14,133,David Luiz,2.186,1,7
23,3,15,139,David Luiz,2.06,1,5
24,4,8,69,Aubameyang,6.105,1,2
25,4,9,82,Aubameyang,5.25,1,10
26,4,10,89,Aubameyang,5.148,1,20
27,4,11,106,Aubameyang,4.3260000000000005,1,17
28,4,12,109,Aubameyang,5.956,1,4
29,4,13,119,Aubameyang,5.35,1,16
30,4,14,133,Aubameyang,4.416,1,7
31,4,15,139,Aubameyang,4.538,1,5
32,5,8,69,Cédric,0.045,1,2
33,5,9,82,Cédric,0.11900000000000001,1,10
34,5,10,89,Cédric,0.092,1,20
35,5,11,106,Cédric,0.096,1,17
36,5,12,109,Cédric,0.209,1,4
37,5,13,119,Cédric,0.21600000000000003,1,16
38,5,14,133,Cédric,0.138,1,7
39,5,15,139,Cédric,0.16399999999999998,1,5
40,6,8,69,Lacazette,3.4219999999999997,1,2
41,6,9,82,Lacazette,3.025,1,10
42,6,10,89,Lacazette,2.717,1,20
43,6,11,106,Lacazette,2.6430000000000002,1,17
44,6,12,109,Lacazette,3.383,1,4
45,6,13,119,Lacazette,3.128,1,16
46,6,14,133,Lacazette,2.7289999999999996,1,7
47,6,15,139,Lacazette,2.7489999999999997,1,5
48,7,8,69,Mustafi,1.8780000000000001,1,2
49,7,9,82,Mustafi,0.583,1,10
50,7,10,89,Mustafi,0.569,1,20
51,7,11,106,Mustafi,0.29600000000000004,1,17
52,7,12,109,Mustafi,0.593,1,4
53,7,13,119,Mustafi,0.40399999999999997,1,16
54,7,14,133,Mustafi,0.38299999999999995,1,7
55,7,15,139,Mustafi,0.39299999999999996,1,5
56,8,8,69,Leno,3.8739999999999997,1,2
57,8,9,82,Leno,3.7110000000000003,1,10
58,8,10,89,Leno,4.047,1,20
59,8,11,106,Leno,3.408,1,17
60,8,12,109,Leno,4.168,1,4
61,8,13,119,Leno,3.705,1,16
62,8,14,133,Leno,3.4419999999999997,1,7
63,8,15,139,Leno,3.295,1,5
64,9,8,69,Xhaka,1.814,1,2
65,9,9,82,Xhaka,1.742,1,10
66,9,10,89,Xhaka,1.67,1,20
67,9,11,106,Xhaka,1.4609999999999999,1,17
68,9,12,109,Xhaka,1.8730000000000002,1,4
69,9,13,119,Xhaka,1.7169999999999999,1,16
70,9,14,133,Xhaka,1.527,1,7
71,9,15,139,Xhaka,1.599,1,5
72,10,8,69,Marí,0.0,1,2
73,10,9,82,Marí,0.23199999999999998,1,10
74,10,10,89,Marí,0.242,1,20
75,10,11,106,Marí,0.191,1,17
76,10,12,109,Marí,0.268,1,4
77,10,13,119,Marí,0.256,1,16
78,10,14,133,Marí,0.263,1,7
79,10,15,139,Marí,0.221,1,5
80,11,8,69,Bellerín,3.7460000000000004,1,2
81,11,9,82,Bellerín,3.182,1,10
82,11,10,89,Bellerín,3.7310000000000003,1,20
83,11,11,106,Bellerín,2.4619999999999997,1,17
84,11,12,109,Bellerín,4.125,1,4
85,11,13,119,Bellerín,3.28,1,16
86,11,14,133,Bellerín,2.6430000000000002,1,7
87,11,15,139,Bellerín,2.455,1,5
88,12,8,69,Martínez,3.173,2,1
89,12,9,79,Martínez,3.5669999999999997,2,3
90,12,10,98,Martínez,3.3480000000000003,2,19
91,12,11,99,Martínez,3.6860000000000004,2,14
92,12,12,118,Martínez,3.392,2,20
93,12,13,120,Martínez,3.7539999999999996,2,4
94,12,14,138,Martínez,3.5380000000000003,2,18
95,12,15,140,Martínez,3.676,2,6
96,13,8,69,Chambers,0.35,1,2
97,13,9,82,Chambers,0.764,1,10
