,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,5.303,False,1,1,13.4,5.303
1,16,Gabriel,3,2,52,4.9932,False,1,1,14.2,4.9932
2,285,Alexander-Arnold,14,2,73,4.7302,False,1,1,17.6,4.7302
3,306,Cancelo,43,2,73,4.775799999999999,False,1,1,48.1,4.775799999999999
4,19,Martinelli,3,3,68,6.013599999999999,False,1,1,48.2,6.013599999999999
5,104,Groß,36,3,56,4.1372,False,1,1,11.3,4.1372
6,111,Trossard,36,3,69,5.0924000000000005,False,1,1,19.3,5.0924000000000005
7,283,Salah,14,3,129,6.4824,False,1,1,34.8,6.4824
8,11,Nketiah,3,4,65,5.4864,False,1,1,3.1,5.4864
9,318,Haaland,43,4,122,8.343399999999999,True,2,1,84.8,16.686799999999998
10,345,Martial,1,4,66,4.948600000000001,False,1,1,4.9,4.948600000000001
11,254,Ward,13,1,41,3.3146,False,0,0,31.2,0.0
12,377,Botman,4,2,44,3.1567999999999996,False,0,0,4.3,0.0
13,558,Bueno,39,2,39,1.9385999999999999,False,0,0,5.8,0.0
14,124,Mitoma,36,3,49,3.931,False,0,0,0.3,0.0
