,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1670.0,1718.54,1774.79,1777.56,-112.62,592942,37099,917,66,4.6%
1,FplSimpson,1737.0,1770.26,1828.6,1815.72,-93.41,195659,5141,1,1,8.6%
2,FplStatsdan,1669.0,1708.62,1754.24,1739.81,-90.5,603482,52380,4325,3372,9.2%
3,FF_Trout,1739.0,1771.72,1798.62,1796.57,-74.99,187356,4741,62,14,14.4%
4,dilksybab,1768.0,1816.37,1841.12,1809.56,-79.04,97688,301,1,4,12.9%
5,theFPLkiwi,1609.0,1702.4,1775.7,1756.71,-161.72,1178315,62275,842,966,0.4%
6,jameso_12,1654.0,1639.43,1736.47,1707.13,-66.5,730016,277671,15050,22088,17.2%
7,api_kakayou,1794.0,1707.85,1727.53,1716.48,51.92,49568,53095,23345,14123,79%
8,usafpl,1626.0,1626.4,1692.53,1666.57,-61.4,998813,346261,97482,111189,19.5%
9,CazzaFPL,1801.0,1763.4,1824.31,1791.46,-17.45,40622,7111,4,23,40.1%
10,PlanetosFPL,1692.0,1736.32,1806.14,1782.65,-108.7,434067,20567,31,47,5.2%
11,analytic_fpl,1769.0,1731.27,1756.52,1745.0,-0.16,96043,23976,3785,2574,50%
12,rogue_wee,1685.0,1719.09,1764.73,1739.37,-81.23,481687,36412,2398,3427,11.9%
13,mtthwmn,1744.0,1751.98,1798.99,1788.68,-61.23,169352,10877,60,30,19.5%
14,cmusson32,1681.0,1719.08,1755.65,1767.04,-91.61,509568,36412,4001,201,9%
15,FPLstudent2,1731.0,1805.49,1784.22,1806.46,-92.03,220538,585,209,4,8.9%
16,peterhandleson,1580.0,1627.58,1675.65,1666.68,-102.01,1512726,340318,160789,110754,6.6%
17,chrishp,1760.0,1756.65,1760.36,1753.31,-21.28,118743,9054,2943,1240,38.3%
18,plfantasy,1782.0,1714.91,1710.25,1694.57,51.16,69897,42172,48164,38993,78.7%
19,FPLmeta,1757.0,1751.01,1788.81,1782.0,-42.14,126388,11841,175,47,27.5%
20,FplAuto,1701.0,1733.07,1755.7,1721.36,-60.33,378177,22569,3957,11350,19.9%
21,NourEldin_z3r0,1835.0,1801.65,1775.73,1758.64,32.5,13271,737,827,684,69.4%
22,UkendtPerson45,1720.0,1783.82,1779.58,1765.47,-80.57,272413,2153,599,258,12.1%
23,MikkelTokvam,1748.0,1807.95,1790.23,1774.82,-67.01,155379,543,153,79,17.1%
24,Klaudioz,1761.0,1655.22,1641.49,1627.45,95.51,117531,200354,359579,311768,93.8%
25,FantasianPL,1606.0,1708.29,1711.72,1700.58,-125.33,1209658,52693,44700,30468,3%
26,rama96ab,1730.0,1762.84,1768.28,1760.52,-58.42,225707,7277,1656,610,20.8%
27,FPL_LFE,1789.0,1729.27,1696.0,1674.46,65.46,57514,25429,86089,86223,85.1%
28,_jtreble,1769.0,1763.2,1754.31,1727.84,-3.52,96352,7143,4319,8224,48.3%
29,DanielSaetre,1763.0,1740.51,1772.26,1755.69,-18.13,111202,18023,1290,1042,39.8%
30,FBinary01,1829.0,1712.12,1727.99,1710.41,87.51,16421,46285,22943,19276,91.8%
31,FPL_Data,1643.0,1686.07,1694.81,1698.65,-74.9,831919,100056,89877,33083,14.4%
32,FPL_ElStatto,1695.0,1643.19,1694.13,1677.82,-2.08,414717,256924,92261,76167,48.9%
33,FplSigurd,1773.0,1821.13,1821.67,1804.78,-67.21,86875,210,4,4,17%
34,JoeBopara,1679.0,1708.97,1752.92,1725.44,-75.22,526470,51402,4787,9165,14.3%
35,dLincolnlawyer,1778.0,1805.94,1784.61,1778.19,-35.6,76655,575,202,63,30.6%
36,FPL_Statoholic,1812.0,1700.55,1768.64,1769.64,39.85,28760,66120,1627,176,73.1%
37,FplAmateur,1820.0,1720.54,1708.08,1695.06,87.97,21902,34394,53049,37836,92.1%
38,wolacola,1771.0,1773.09,1790.47,1787.29,-37.44,92193,4374,153,30,29.7%
39,Hashtag_MEGA,1717.0,1762.1,1804.53,1805.78,-99.17,285769,7475,34,4,7.3%
40,dav_fifa,1755.0,1629.6,1611.69,1593.56,119.41,134996,327385,639022,622288,97.4%
41,MaulanaRiandi,1827.0,1808.53,1765.68,1741.22,31.78,17451,525,2268,2986,69.1%
42,Rak464,1723.0,1674.41,1728.56,1711.54,-7.26,259299,131420,22478,18042,46%
43,ArneBarsnes,1836.0,1768.74,1785.17,1771.3,36.23,12543,5441,202,160,71.4%
44,FPL_PapaSmurf,1742.0,1646.14,1675.39,1669.41,53.32,178162,239634,161699,102232,79.7%
45,gezza96,1833.0,1774.51,1740.59,1728.78,61.32,14380,4091,12260,7813,83.7%
46,Raghy78d,1847.0,1790.87,1809.61,1784.72,27.3,8239,1588,28,38,66.3%
47,pdhFPL,1709.0,1809.12,1795.75,1805.55,-118.81,329185,514,77,4,3.7%
48,NeilRankinZA,1676.0,1627.7,1640.46,1648.21,12.37,547052,339058,366269,191257,57.2%
49,EuanThompson,1846.0,1828.68,1821.18,1811.4,1.32,8622,121,4,1,50.8%
50,FPLrookie1,1740.0,1749.4,1752.82,1724.61,-26.57,185757,12452,4796,9596,35.6%
51,FplBudget,1801.0,1687.42,1723.97,1716.98,66.37,40788,96178,27393,13670,85.4%
52,FF_Vader,1787.0,1753.6,1787.91,1759.73,-4.99,60425,10173,184,651,47.5%
53,alasdairtweets,1836.0,1778.89,1793.93,1770.69,30.25,12776,3033,97,162,68.1%
54,fpl_analytic,1679.0,1631.08,1686.69,1679.49,-12.3,526470,321190,113749,71240,43.1%
55,stephendeyoung,1698.0,1671.38,1674.07,1654.87,6.86,396391,139004,166649,160189,54.2%
56,James_Ingram15,1718.0,1762.11,1792.57,1779.84,-85.16,281240,7475,125,51,10.8%
57,FPL_Kid,1784.0,1738.84,1714.34,1711.29,38.52,66014,19070,41078,18166,72.6%
58,fpl_jan,1919.0,1877.75,1813.32,1781.96,71.75,248,5,11,47,87.4%
59,FPL_Mezzala,1812.0,1833.97,1808.33,1794.92,-24.27,28851,94,31,15,37%
60,morstats,1740.0,1714.63,1680.91,1662.76,30.24,183957,42621,135186,123592,68.1%
61,FplOpinion,1723.0,1700.82,1760.3,1756.92,-42.01,258039,65549,2976,962,27.5%
62,_NeilFPL,1787.0,1770.6,1776.97,1766.48,-8.88,60072,4885,780,210,45.1%
63,UnderstandingF8,1695.0,1589.84,1616.79,1595.01,69.62,417065,639971,573912,603878,86.7%
64,EejRoberts,1712.0,1768.47,1785.82,1775.14,-89.22,312470,5451,193,79,9.6%
65,FPL_Gents,1739.0,1713.48,1764.16,1742.7,-26.42,190040,45231,2453,2863,35.7%
66,FPLHaggis,1763.0,1750.84,1733.23,1715.91,5.69,111694,11874,18352,14542,53.7%
67,Jumpthewave,1797.0,1772.51,1759.7,1736.54,16.73,46168,4551,3080,4391,60%
68,DarraghNoonan,1824.0,1804.41,1791.41,1779.53,8.09,19264,611,133,52,54.8%
69,FPL_Chase,1800.0,1755.78,1796.15,1778.55,-1.97,41467,9322,76,60,48.9%
70,jonwalker88,1692.0,1749.22,1802.07,1797.15,-116.33,432334,12528,52,14,4.1%
71,TomDavies_17,1822.0,1782.82,1773.11,1762.01,25.15,20873,2275,1182,517,64.8%
72,FodWeTrust,1671.0,1687.01,1751.83,1736.17,-79.65,587056,97669,5239,4801,12.5%
73,FplPass,1807.0,1720.93,1688.12,1682.72,85.94,33743,34085,109747,63776,91.5%
74,prparsons,1772.0,1766.04,1758.87,1733.54,-4.93,89518,6099,3174,6003,47.5%
75,FplJeb,1663.0,1656.1,1784.69,1764.16,-98.85,652775,194497,202,270,7.5%
76,JosesBusDrivers,1622.0,1740.21,1792.48,1795.87,-179.77,1038378,18219,126,15,0.1%
77,hidethecactus,1825.0,1743.47,1723.55,1709.16,75.64,19135,16041,28016,20341,88.7%
78,tweetsofagooner,1609.0,1601.67,1678.87,1676.0,-69.2,1177814,526788,144959,80689,16.5%
79,FplRafiki,1803.0,1690.62,1687.9,1680.66,92.22,38681,88560,110513,68366,93%
80,FPL_Audit,1859.0,1742.23,1772.82,1747.01,80.12,5095,16912,1234,1999,90%
81,DaveCZfpl,1645.0,1630.31,1714.74,1705.92,-64.76,813895,324820,40391,23423,18.1%
82,PaulGiurculet,1898.0,1755.87,1702.4,1687.24,159.54,868,9285,68299,54068,99.6%
83,k_rybaczuk,1718.0,1688.32,1736.73,1701.65,-16.03,281240,94011,14768,29087,40.8%
