,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,133,Arrizabalaga,8,1,47,26,4.0310000000000015,False,1,1,8.6,4.0310000000000015
1,16,Gabriel,3,2,52,26,5.093,False,1,1,13.6,5.093
2,313,Zinchenko,3,2,51,26,4.678999999999999,False,1,1,10.8,4.678999999999999
3,526,Mee,94,2,50,26,3.87,False,1,1,12.3,3.87
4,13,Saka,3,3,85,26,7.135,True,2,1,37.6,14.27
5,116,Mac Allister,36,3,54,26,4.402,False,1,1,2.4,4.402
6,124,Mitoma,36,3,53,26,4.508,False,1,1,11.8,4.508
7,301,De Bruyne,43,3,123,26,5.425,False,1,1,29.9,5.425
8,80,Toney,94,4,76,26,5.2810000000000015,False,1,1,27.4,5.2810000000000015
9,318,Haaland,43,4,122,26,6.494,False,1,1,85.1,6.494
10,427,Kane,6,4,117,26,5.551,False,1,1,36.1,5.551
11,254,Ward,13,1,40,26,3.6069999999999998,False,0,0,27.6,0.0
12,106,Dunk,36,2,47,26,3.841,False,0,0,4.4,0.0
13,295,N.Williams,17,2,39,26,3.378,False,0,0,16.4,0.0
14,45,Bailey,7,3,44,26,3.468,False,0,0,3.7,0.0
