,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,100.0,100.0,80201,0,0,-5,5,1,1,1.0,0.5,0,Bernd,0.0,1,False,,2022-02-11T08:00:15.144286Z,45,80201.jpg,2.5,Leno,0.8,False,,a,1,3,10,80707,22,205101,45,0.0,2.2,Leno,360,0,0,1,9,0,0,0,0,0,10,0,69,85.0,0.0,0.0,8.5,397,29,614,69,598,60,442,30,,,,,,
1,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,2,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.5,False,,u,1,3,0,19017,0,81091,18,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,55,522,33,490,19,541,55,,,,,,
2,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,3,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,,u,1,3,0,914,0,20538,2,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,732,306,732,306,732,306,732,306,,,,,,
3,0.0,0.0,54694,0,0,-4,4,0,4,0.0,0.0,0,Pierre-Emerick,0.0,4,False,Left club by mutual consent,2022-02-02T08:21:28.428217Z,96,54694.jpg,3.1,Aubameyang,1.2,False,,u,1,3,44,742898,0,899739,38,0.0,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,289,34,246,38,56,24,174,31,,,,,,
4,100.0,100.0,58822,0,0,-3,3,0,2,2.2,1.7,0,Cédric,1.2,5,False,,2022-01-13T23:00:13.573747Z,42,58822.jpg,1.8,Soares,0.4,False,,a,1,3,34,64775,203,53184,102,0.3,8.1,Cédric,1340,0,0,3,24,0,0,0,3,0,0,0,250,240.2,304.2,75.0,62.1,279,107,129,27,319,104,261,86,2.0,,3.0,,,
5,100.0,100.0,59966,0,0,-4,4,1,4,1.5,1.0,0,Alexandre,0.5,6,False,,2022-04-15T13:30:18.009482Z,81,59966.jpg,3.1,Lacazette,3.2,False,,a,1,3,88,1726541,398,1675746,1044,0.1,10.9,Lacazette,1722,4,8,10,16,0,0,1,0,0,0,3,295,376.4,384.4,724.0,148.1,184,19,98,12,42,16,66,16,,,5.0,,1.0,
6,100.0,100.0,84450,0,0,-2,2,0,3,3.3,2.8,0,Granit,2.3,7,False,,2022-01-10T00:00:11.840953Z,48,84450.jpg,2.3,Xhaka,0.4,False,,a,1,3,57,47987,100,95748,136,0.5,11.9,Xhaka,2175,1,2,6,35,0,0,0,9,1,0,3,314,373.8,477.4,247.0,109.9,187,68,67,50,176,98,120,69,,,4.0,,,
7,0.0,0.0,92371,0,0,-3,3,0,2,0.0,0.0,0,Pablo,0.0,8,False,Joined Udinese on loan until the end of the season - Expected back 01 Jul,2022-01-20T22:30:17.110379Z,42,92371.jpg,0.5,Marí,0.1,False,,u,1,3,1,5760,0,15118,5,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,418,159,426,158,417,157,444,160,,,,,,
8,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,9,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,,u,1,3,0,3737,0,70778,0,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,700,245,699,245,687,244,700,245,,,,,,
9,0.0,0.0,111457,0,0,-3,3,0,2,0.0,0.0,0,Sead,0.0,11,False,Contract ended by mutual consent,2022-01-13T23:00:13.612208Z,42,111457.jpg,0.0,Kolasinac,0.1,False,,u,1,3,0,3727,0,11681,5,0.0,0.0,Kolasinac,91,0,0,0,5,0,0,0,1,0,0,0,6,4.2,0.2,0.0,0.4,492,180,488,181,551,227,509,180,,,,,,
