,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,100.0,100.0,80201,0,0,-5,5,0,1,0.5,0.0,0,Bernd,0.0,1,False,,2022-02-11T08:00:15.144286Z,45,80201.jpg,1.3,Leno,0.8,False,,a,1,3,4,64779,82,190204,130,0.0,0.9,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,369,29,600,69,581,60,430,30,,,,,,
1,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,2,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.5,False,,u,1,3,0,19017,0,78950,72,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,53,511,32,474,19,529,53,,,,,,
2,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,3,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,,u,1,3,0,914,0,20484,4,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,710,294,710,294,710,294,710,294,,,,,,
3,0.0,0.0,54694,0,0,-4,4,0,4,0.0,0.0,0,Pierre-Emerick,0.0,4,False,Left club by mutual consent,2022-02-02T08:21:28.428217Z,96,54694.jpg,3.1,Aubameyang,1.3,False,,u,1,3,44,742898,0,895051,375,0.0,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,252,31,211,32,42,17,111,24,,,,,,
4,100.0,100.0,58822,0,0,-3,3,0,2,2.5,4.0,6,Cédric,2.0,5,False,,2022-01-13T23:00:13.573747Z,42,58822.jpg,2.0,Soares,0.2,False,,a,1,3,18,24331,384,29118,108,0.5,4.3,Cédric,649,0,0,2,12,0,0,0,2,0,0,0,120,117.4,114.5,53.0,28.6,339,130,227,61,324,107,325,108,,,,,,
5,100.0,100.0,59966,1,-1,-1,1,1,4,5.3,9.6,6,Alexandre,4.8,6,False,,2021-08-13T14:30:14.582063Z,84,59966.jpg,3.7,Lacazette,8.1,False,,a,1,3,77,1480962,16136,1017130,3168,0.6,9.2,Lacazette,1367,4,8,9,9,0,0,1,0,0,0,3,265,361.2,343.7,661.0,136.5,131,15,77,10,27,13,41,12,,,,,2.0,
6,100.0,100.0,84450,0,0,-2,2,0,3,2.3,3.6,3,Granit,1.8,7,False,,2022-01-10T00:00:11.840953Z,48,84450.jpg,1.9,Xhaka,0.3,False,,a,1,3,29,28973,102,87936,75,0.4,6.0,Xhaka,1275,0,1,5,19,0,0,0,5,1,0,0,165,193.4,262.7,162.0,61.8,266,109,120,81,198,110,211,104,,,4.0,,,
7,0.0,0.0,92371,0,0,-3,3,0,2,0.0,0.0,0,Pablo,0.0,8,False,Joined Udinese on loan until the end of the season - Expected back 01 Jul,2022-01-20T22:30:17.110379Z,42,92371.jpg,0.5,Marí,0.1,False,,u,1,3,1,5760,0,14886,18,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,395,151,412,153,398,149,428,154,,,,,,
8,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,9,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,,u,1,3,0,3737,0,70566,8,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677,240,676,240,665,239,677,240,,,,,,
9,0.0,0.0,111457,0,0,-3,3,0,2,0.0,0.0,0,Sead,0.0,11,False,Contract ended by mutual consent,2022-01-13T23:00:13.612208Z,42,111457.jpg,0.0,Kolasinac,0.1,False,,u,1,3,0,3727,0,11535,9,0.0,0.0,Kolasinac,91,0,0,0,5,0,0,0,1,0,0,0,6,4.2,0.2,0.0,0.4,479,178,475,177,530,219,495,178,,,,,,
10,100.0,100.0,153256,0,0,-1,1,0,3,0.5,0.0,0,Mohamed Naser,0.0,12,False,,2022-01-01T17:00:18.558719Z,44,153256.jpg,1.6,El Sayed Elneny,0.3,False,,a,1,3,11,36275,42,72951,84,0.0,2.5,Elneny,171,0,1,0,6,0,0,0,0,0,0,0,42,44.4,49.3,7.0,10.1,410,174,315,168,414,201,413,183,,,,,,
11,0.0,0.0,154043,0,0,-3,3,0,3,0.0,0.0,0,Ainsley,0.0,13,False,Season-long loan to Roma,2022-01-10T11:28:00.855474Z,52,154043.jpg,1.5,Maitland-Niles,0.0,False,,u,1,3,12,4745,0,9676,13,0.0,2.3,Maitland-Niles,263,0,0,2,4,0,0,0,0,0,0,0,44,42.6,41.3,9.0,9.3,413,176,343,174,406,196,419,185,,,,,,
12,100.0,100.0,156074,0,0,-4,4,0,2,0.7,0.4,0,Rob,0.2,14,False,,2021-09-11T17:30:15.865590Z,41,156074.jpg,1.9,Holding,0.6,False,,a,1,3,15,71047,124,184256,235,0.0,3.7,Holding,428,0,0,2,8,0,0,0,2,0,0,0,86,128.2,3.4,30.0,16.2,325,125,437,163,363,132,383,142,,,,,,
13,100.0,100.0,167199,0,0,0,0,1,3,5.1,9.2,14,Thomas,4.6,15,False,,2022-01-20T22:30:17.159532Z,50,167199.jpg,3.1,Partey,0.3,False,,a,1,3,66,71176,1353,62834,148,0.9,13.2,Partey,1773,2,2,9,20,0,0,0,4,0,0,4,311,330.0,253.7,369.0,95.5,159,57,125,83,76,45,103,64,,,3.0,,,
14,100.0,100.0,192895,0,0,1,-1,3,2,2.7,4.4,6,Kieran,2.2,16,False,,2021-10-22T22:30:11.717934Z,51,192895.jpg,5.0,Tierney,13.0,False,,a,1,3,99,1888106,10109,1400859,3266,0.4,19.4,Tierney,1736,1,3,10,19,0,0,0,0,0,0,11,416,325.6,326.4,198.0,85.2,164,69,83,14,174,34,135,30,,,,,,
15,100.0,100.0,195735,0,0,-6,6,0,3,2.5,4.0,1,Nicolas,2.0,17,False,,2022-01-01T17:00:18.580071Z,69,195735.jpg,2.7,Pépé,0.8,False,,a,1,3,35,133390,570,350449,294,0.3,5.1,Pépé,557,1,3,2,8,0,0,0,0,0,0,1,109,115.0,194.1,323.0,63.1,345,147,161,99,101,57,206,103,1.0,,2.0,,3.0,
16,0.0,0.0,198849,0,0,0,0,0,3,0.0,0.0,0,Lucas,0.0,18,False,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,198849.jpg,0.0,Torreira,0.1,False,,u,1,3,0,6292,0,33865,9,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,614,234,608,234,590,232,616,235,,,,,,
17,100.0,100.0,205533,0,0,-1,1,0,4,1.7,2.4,1,Edward,1.2,20,False,,2021-08-08T18:00:05.173437Z,54,205533.jpg,1.2,Nketiah,0.3,False,,a,1,3,11,52147,313,45952,287,0.2,2.0,Nketiah,92,0,1,0,4,0,0,0,1,0,0,0,33,33.2,45.7,29.0,10.5,429,52,335,49,365,54,409,53,,,,,,
