,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,112,Pope,90,1,54,31,6.8900000000000015,False,1,3.1,6.8900000000000015
1,229,van Dijk,14,2,68,31,5.16,False,1,19.3,5.16
2,234,Robertson,14,2,72,31,6.114,False,1,8.8,6.114
3,585,Roberts,90,2,44,31,5.254,False,1,0.4,5.254
4,118,McNeil,90,3,56,31,5.619999999999999,False,1,0.3,5.619999999999999
5,138,Mount,8,3,75,31,5.791,False,1,13.8,5.791
6,230,Mané,14,3,117,31,6.397,False,1,3.6,6.397
7,233,Salah,14,3,133,31,9.091000000000001,True,2,60.0,18.182000000000002
8,180,Richarlison,11,4,75,31,6.348,False,1,5.0,6.348
9,357,Kane,6,4,125,31,5.891,False,1,23.0,5.891
10,700,Weghorst,90,4,64,31,7.704,False,1,4.4,7.704
