,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,483,Ramsdale,49,1,49,9,3.758,False,1,1,3.758
1,255,Robertson,14,2,71,9,4.512,False,1,1,4.512
2,298,Maguire,1,2,54,9,4.601,False,1,1,4.601
3,313,Wan-Bissaka,1,2,54,9,4.547,False,1,1,4.547
4,37,Grealish,7,3,74,9,4.606,False,1,1,4.606
5,254,Salah,14,3,124,9,6.718,True,2,1,13.436
6,302,Fernandes,1,3,105,9,6.17,False,1,1,6.17
7,508,Rodríguez,11,3,79,9,4.8,False,1,1,4.8
8,68,Maupay,36,4,65,9,4.449,False,1,1,4.449
9,460,Jiménez,39,4,85,9,4.603,False,1,1,4.603
10,514,Watkins,7,4,60,9,4.487,False,1,1,4.487
11,363,McCarthy,20,1,45,9,3.544,False,0,0,0.0
12,42,Targett,7,2,45,9,3.039,False,0,0,0.0
13,443,Balbuena,21,2,44,9,3.088,False,0,0,0.0
14,79,Alzate,36,3,45,9,2.276,False,0,0,0.0
