,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,157,Pickford,11,1,49,9,3.737,False,1,1,3.737
1,139,van Aanholt,31,2,54,9,4.065,False,1,1,4.065
2,155,Digne,11,2,61,9,4.189,False,1,1,4.189
3,298,Maguire,1,2,54,9,4.601,False,1,1,4.601
4,313,Wan-Bissaka,1,2,54,9,4.547,False,1,1,4.547
5,37,Grealish,7,3,74,9,4.606,False,1,1,4.606
6,254,Salah,14,3,124,9,6.718,True,2,1,13.436
7,469,Podence,39,3,55,9,3.5980000000000003,False,1,1,3.5980000000000003
8,508,Rodríguez,11,3,79,9,4.8,False,1,1,4.8
9,184,Mitrović,54,4,58,9,4.091,False,1,1,4.091
10,514,Watkins,7,4,60,9,4.487,False,1,1,4.487
11,483,Ramsdale,49,1,49,9,3.758,False,0,0,0.0
12,232,Chilwell,8,2,59,9,4.189,False,0,0,0.0
13,302,Fernandes,1,3,105,9,6.17,False,0,0,0.0
14,68,Maupay,36,4,65,9,4.449,False,0,0,0.0
