,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1768.0,1805.67,1856.75,1860.83,-102.32,498057,42570,1681,365,7%
1,FplSimpson,1823.0,1847.34,1906.31,1895.16,-89.18,205944,10416,13,7,10%
2,FplStatsdan,1775.0,1797.21,1830.98,1818.89,-69.48,453859,56681,10232,6790,16.8%
3,FF_Trout,1831.0,1858.47,1884.74,1881.75,-72.72,176023,5887,270,22,15.8%
4,dilksybab,1863.0,1909.75,1926.38,1891.91,-74.64,87612,485,1,10,15%
5,theFPLkiwi,1708.0,1789.36,1862.86,1842.64,-153.04,993778,69823,1078,1234,1%
6,jameso_12,1746.0,1734.37,1822.82,1791.62,-66.52,662286,246901,15558,25414,18%
7,api_kakayou,1913.0,1819.53,1830.35,1819.52,61.47,21422,28116,10843,6468,83%
8,usafpl,1742.0,1722.32,1779.28,1753.3,-38.71,694190,311845,89272,105112,29.9%
9,CazzaFPL,1905.0,1857.36,1917.21,1883.58,-10.11,27939,6236,7,20,44.6%
10,PlanetosFPL,1827.0,1855.46,1905.23,1882.46,-83.03,191241,6920,13,22,12%
11,analytic_fpl,1855.0,1812.95,1835.62,1826.75,1.27,106188,33842,7823,4122,51%
12,rogue_wee,1812.0,1838.12,1869.32,1843.87,-67.06,251776,14455,706,1095,17.8%
13,mtthwmn,1830.0,1836.09,1883.96,1873.98,-63.73,180184,15474,286,73,19.1%
14,cmusson32,1782.0,1821.18,1841.24,1851.98,-84.88,409022,26831,5421,708,11.4%
15,FPLstudent2,1837.0,1901.03,1871.01,1894.39,-79.79,156813,702,642,7,13.2%
16,peterhandleson,1660.0,1704.85,1753.09,1745.19,-103.46,1492268,425577,186971,131599,6.6%
17,chrishp,1872.0,1851.35,1845.62,1838.93,-1.44,70341,8570,3958,1573,49.6%
18,plfantasy,1866.0,1798.08,1784.07,1768.23,54.63,82866,55102,75505,63462,79.9%
19,FPLmeta,1850.0,1835.56,1872.16,1865.33,-36.56,118104,15686,606,304,30.8%
20,FplAuto,1815.0,1847.65,1855.01,1819.8,-53.94,240048,10326,1876,6400,23.2%
21,NourEldin_z3r0,1918.0,1885.79,1848.18,1833.17,34.78,18510,1570,3305,2595,70%
22,UkendtPerson45,1844.0,1894.11,1873.97,1859.64,-59.73,136317,1043,520,455,20.6%
23,MikkelTokvam,1854.0,1888.91,1869.1,1854.44,-44.64,108493,1348,709,606,27.4%
24,Klaudioz,1852.0,1749.89,1714.86,1701.41,102.39,115089,182533,421751,363925,94.2%
25,FantasianPL,1711.0,1803.69,1792.53,1781.79,-109.68,963934,45157,55325,36677,5.2%
26,rama96ab,1824.0,1857.27,1859.6,1849.58,-59.74,202787,6258,1405,821,20.6%
27,FPL_LFE,1881.0,1811.21,1773.07,1752.44,74.65,56259,35984,107812,107682,87.6%
28,_jtreble,1871.0,1856.0,1841.94,1815.55,5.35,72291,6685,5023,8032,53.9%
29,DanielSaetre,1867.0,1827.36,1856.08,1838.34,-2.24,80138,21172,1766,1628,49.1%
30,FBinary01,1922.0,1813.44,1809.71,1792.33,88.76,16119,33116,28139,24354,91.4%
31,FPL_Data,1757.0,1793.56,1790.8,1796.01,-64.75,578844,61866,59770,20655,18.5%
32,FPL_ElStatto,1780.0,1721.25,1770.35,1754.42,2.3,422839,317506,116834,101797,51.8%
33,FplSigurd,1869.0,1900.14,1899.99,1880.88,-52.8,75993,738,25,23,23.7%
34,JoeBopara,1754.0,1792.97,1837.44,1809.88,-88.27,600437,63014,7071,10661,10.3%
35,dLincolnlawyer,1859.0,1887.21,1863.6,1855.8,-37.69,97161,1456,1037,548,30.4%
36,FPL_Statoholic,1889.0,1775.59,1842.15,1845.92,38.27,44686,100451,4834,973,71.8%
37,FplAmateur,1903.0,1804.52,1782.63,1770.67,89.25,29253,44157,78758,57532,91.4%
38,wolacola,1876.0,1877.12,1888.24,1886.78,-36.53,63888,2328,248,10,30.8%
39,Hashtag_MEGA,1818.0,1859.44,1894.24,1893.86,-93.42,225658,5597,81,7,9%
40,dav_fifa,1850.0,1713.62,1696.91,1680.29,125.2,120323,363195,581856,551738,97.7%
41,MaulanaRiandi,1923.0,1891.86,1840.5,1817.49,45.86,15491,1219,5810,7334,75.5%
42,Rak464,1830.0,1764.56,1819.29,1801.95,5.62,181908,130937,18084,15379,54.2%
43,ArneBarsnes,1938.0,1858.16,1872.21,1857.77,46.86,8919,5975,603,500,76%
44,FPL_PapaSmurf,1825.0,1720.35,1737.37,1731.43,66.73,200032,321037,257348,189026,85.4%
45,gezza96,1919.0,1867.15,1829.5,1817.07,53.57,17936,3848,11287,7593,79.6%
46,Raghy78d,1951.0,1889.9,1901.5,1874.97,33.94,5334,1326,22,68,69.4%
47,pdhFPL,1816.0,1894.41,1876.29,1888.14,-98.37,234600,1040,507,10,8.1%
48,NeilRankinZA,1785.0,1714.68,1725.77,1734.48,31.45,391737,358947,338607,171389,68.1%
49,EuanThompson,1968.0,1943.99,1923.19,1912.87,13.47,2645,19,1,1,58.3%
50,FPLrookie1,1831.0,1842.41,1832.47,1802.31,-22.59,178160,12378,9660,15048,37.8%
51,FplBudget,1896.0,1773.95,1802.32,1796.52,76.32,36925,104398,37329,20441,88.1%
52,FF_Vader,1872.0,1830.11,1868.71,1839.17,-2.72,70698,18812,730,1550,48.9%
53,alasdairtweets,1929.0,1862.92,1872.94,1848.82,39.18,12724,4738,578,858,72.3%
54,fpl_analytic,1778.0,1719.81,1768.2,1763.39,-1.58,435508,324250,124611,74413,49.6%
55,stephendeyoung,1770.0,1736.96,1739.24,1722.89,8.78,486977,235228,247334,224380,55.8%
56,James_Ingram15,1807.0,1844.51,1871.88,1858.51,-79.96,274861,11489,624,490,13%
57,FPL_Kid,1865.0,1810.63,1786.33,1784.9,43.19,84430,36753,70344,33296,74.1%
58,fpl_jan,1985.0,1948.81,1885.72,1855.02,61.57,1236,15,262,582,83.1%
59,FPL_Mezzala,1902.0,1923.59,1895.03,1882.2,-25.95,30606,147,77,22,36.4%
60,morstats,1830.0,1802.26,1758.88,1743.05,34.54,179775,47743,160499,139261,69.8%
61,FplOpinion,1830.0,1805.78,1846.56,1843.59,-30.97,181258,42419,3594,1126,33.4%
62,_NeilFPL,1891.0,1858.2,1864.01,1853.96,3.96,42299,5967,998,625,52.8%
63,UnderstandingF8,1774.0,1669.35,1683.58,1662.88,73.69,462418,700875,732788,745902,87.3%
64,EejRoberts,1803.0,1848.1,1868.0,1857.87,-83.55,293331,10063,784,500,11.7%
65,FPL_Gents,1839.0,1793.78,1839.14,1816.31,-6.31,152184,61742,6360,7762,47.1%
66,FPLHaggis,1844.0,1830.37,1806.84,1790.16,7.14,136642,18733,32043,26795,55.1%
67,Jumpthewave,1876.0,1864.05,1843.87,1822.33,4.83,64179,4489,4341,5746,53.4%
68,DarraghNoonan,1911.0,1891.74,1873.39,1861.6,7.55,22832,1229,572,343,55.2%
69,FPL_Chase,1890.0,1856.59,1886.86,1870.03,-9.84,43239,6506,257,257,44.8%
70,jonwalker88,1785.0,1845.34,1885.61,1882.39,-115.1,390515,11099,262,22,4.6%
71,TomDavies_17,1917.0,1867.18,1853.8,1844.12,33.99,19044,3845,2057,1078,69.5%
72,FodWeTrust,1807.0,1796.18,1852.14,1836.23,-50.33,275101,58154,2314,1854,24.7%
73,FplPass,1902.0,1820.68,1766.42,1762.63,91.45,30475,27197,131367,76888,91.9%
74,prparsons,1866.0,1853.29,1839.12,1814.48,2.54,82203,7525,6360,8356,51.8%
75,FplJeb,1759.0,1741.69,1867.22,1844.27,-89.04,563193,216136,851,1078,10%
76,JosesBusDrivers,1712.0,1822.57,1875.02,1879.51,-176.3,955486,25067,513,38,0.2%
77,hidethecactus,1908.0,1826.51,1800.44,1789.81,74.67,25793,21561,41462,27166,87.6%
