rank,prev_rank,name,league,off,def,spi
1,2,Manchester City,Barclays Premier League,2.95,0.23,93.63
2,1,Bayern Munich,German Bundesliga,3.56,0.5,93.38
3,3,Liverpool,Barclays Premier League,3.09,0.42,91.87
4,4,Chelsea,Barclays Premier League,2.54,0.23,90.95
5,5,Ajax,Dutch Eredivisie,3.1,0.61,89.2
6,6,Real Madrid,Spanish Primera Division,2.68,0.61,85.53
7,8,Internazionale,Italy Serie A,2.62,0.63,84.53
8,7,RB Leipzig,German Bundesliga,2.62,0.68,83.44
9,10,Barcelona,Spanish Primera Division,2.4,0.59,82.78
10,9,Atletico Madrid,Spanish Primera Division,2.22,0.5,82.41
11,11,Paris Saint-Germain,French Ligue 1,2.53,0.74,81.37
12,12,Napoli,Italy Serie A,2.3,0.65,80.34
13,15,FC Porto,Portuguese Liga,2.23,0.61,80.13
14,14,Borussia Dortmund,German Bundesliga,2.58,0.84,80.12
15,13,Manchester United,Barclays Premier League,2.29,0.7,79.18
16,17,Sevilla FC,Spanish Primera Division,2.02,0.54,78.83
17,19,West Ham United,Barclays Premier League,2.18,0.65,78.53
18,18,Juventus,Italy Serie A,2.2,0.67,78.44
19,16,Real Sociedad,Spanish Primera Division,1.92,0.51,78.0
20,21,Arsenal,Barclays Premier League,2.03,0.6,77.57
21,23,Benfica,Portuguese Liga,2.19,0.71,77.47
22,22,Atalanta,Italy Serie A,2.29,0.8,77.0
23,27,AC Milan,Italy Serie A,2.21,0.76,76.61
24,24,Brighton and Hove Albion,Barclays Premier League,1.86,0.55,76.17
25,25,Villarreal,Spanish Primera Division,2.02,0.68,75.57
26,28,Bayer Leverkusen,German Bundesliga,2.21,0.81,75.53
27,20,FC Salzburg,Austrian T-Mobile Bundesliga,2.32,0.9,75.33
28,26,Athletic Bilbao,Spanish Primera Division,1.8,0.56,74.81
29,29,Sporting CP,Portuguese Liga,1.92,0.66,74.39
30,30,Borussia Monchengladbach,German Bundesliga,2.15,0.86,73.45
31,40,TSG Hoffenheim,German Bundesliga,2.19,0.89,73.37
32,45,AS Roma,Italy Serie A,2.21,0.93,72.89
33,34,PSV,Dutch Eredivisie,2.28,0.98,72.83
34,36,Real Betis,Spanish Primera Division,1.98,0.77,72.8
35,35,Celta Vigo,Spanish Primera Division,1.93,0.75,72.34
36,32,Tottenham Hotspur,Barclays Premier League,1.95,0.77,72.26
37,31,Leicester City,Barclays Premier League,2.04,0.83,72.26
38,39,Wolverhampton,Barclays Premier League,1.76,0.65,71.83
39,43,Valencia,Spanish Primera Division,1.9,0.76,71.52
40,49,Aston Villa,Barclays Premier League,1.97,0.82,71.44
41,38,Crystal Palace,Barclays Premier League,1.89,0.77,71.38
42,37,Mainz,German Bundesliga,1.91,0.78,71.35
43,33,VfL Wolfsburg,German Bundesliga,1.91,0.79,70.96
44,48,AS Monaco,French Ligue 1,1.79,0.71,70.93
45,42,Zenit St Petersburg,Russian Premier Liga,2.18,1.01,70.72
46,44,Lille,French Ligue 1,1.76,0.7,70.7
47,47,Everton,Barclays Premier League,1.91,0.83,70.08
48,46,SC Freiburg,German Bundesliga,1.93,0.86,69.9
49,53,Stade Rennes,French Ligue 1,1.94,0.86,69.88
50,50,Lazio,Italy Serie A,2.02,0.93,69.81
51,41,Leeds United,Barclays Premier League,1.87,0.81,69.77
52,60,Feyenoord,Dutch Eredivisie,2.14,1.04,69.42
53,51,Southampton,Barclays Premier League,1.8,0.79,69.26
54,54,Lyon,French Ligue 1,2.11,1.02,69.24
55,56,Rayo Vallecano,Spanish Primera Division,1.8,0.79,69.22
56,62,FC Cologne,German Bundesliga,2.04,0.99,68.86
57,58,Osasuna,Spanish Primera Division,1.66,0.73,67.93
58,52,Brentford,Barclays Premier League,1.88,0.9,67.9
59,55,Flamengo,Brasileiro Série A,1.83,0.87,67.66
60,59,1. FC Union Berlin,German Bundesliga,1.79,0.85,67.3
61,57,Fiorentina,Italy Serie A,1.76,0.85,66.88
62,75,Getafe,Spanish Primera Division,1.48,0.64,66.66
63,61,Eintracht Frankfurt,German Bundesliga,1.98,1.04,66.5
64,63,Rangers,Scottish Premiership,1.98,1.05,66.3
65,68,AZ,Dutch Eredivisie,1.87,1.0,65.2
66,65,Celtic,Scottish Premiership,2.02,1.13,65.17
67,66,Burnley,Barclays Premier League,1.87,1.01,65.01
68,64,Nice,French Ligue 1,1.71,0.89,64.87
69,70,Torino,Italy Serie A,1.69,0.88,64.83
70,69,Marseille,French Ligue 1,1.68,0.87,64.6
71,73,Sassuolo,Italy Serie A,1.95,1.11,64.47
72,80,Atletico Mineiro,Brasileiro Série A,1.58,0.8,64.4
73,71,Shakhtar Donetsk,UEFA Champions League,1.97,1.13,64.3
74,76,Slavia Prague,UEFA Europa Conference League,1.79,0.99,64.07
75,79,Espanyol,Spanish Primera Division,1.68,0.9,63.84
76,94,River Plate,Argentina Primera Division,1.66,0.91,63.37
77,72,Fulham,English League Championship,1.83,1.05,63.35
78,74,Verona,Italy Serie A,1.79,1.02,63.26
79,77,Dinamo Zagreb,UEFA Europa League,1.81,1.04,63.24
80,88,Olympiacos,Greek Super League,1.73,0.98,63.07
81,67,Lens,French Ligue 1,1.76,1.01,63.06
82,82,VfB Stuttgart,German Bundesliga,1.88,1.11,63.05
83,84,Strasbourg,French Ligue 1,1.75,1.0,63.01
84,86,Young Boys,Swiss Raiffeisen Super League,2.05,1.25,62.97
85,81,Alavés,Spanish Primera Division,1.62,0.91,62.5
86,83,Braga,Portuguese Liga,1.7,0.98,62.36
87,93,Kawasaki Frontale,Japanese J League,1.86,1.12,62.32
88,87,Levante,Spanish Primera Division,1.65,0.94,62.22
89,78,Mallorca,Spanish Primera Division,1.63,0.93,62.16
90,97,Watford,Barclays Premier League,1.69,0.99,62.0
91,89,Bologna,Italy Serie A,1.79,1.08,61.81
92,90,VfL Bochum,German Bundesliga,1.65,0.97,61.74
93,85,Hertha Berlin,German Bundesliga,1.68,1.03,60.83
94,92,Newcastle,Barclays Premier League,1.77,1.12,60.49
95,91,Granada,Spanish Primera Division,1.63,1.02,59.87
96,102,Nantes,French Ligue 1,1.58,0.99,59.79
97,105,Trabzonspor,Turkish Turkcell Super Lig,1.65,1.05,59.59
98,95,FC Utrecht,Dutch Eredivisie,1.84,1.22,59.53
99,108,Angers,French Ligue 1,1.49,0.93,59.11
100,110,Sampdoria,Italy Serie A,1.68,1.11,59.06
101,96,Elche,Spanish Primera Division,1.49,0.94,59.03
102,101,Udinese,Italy Serie A,1.59,1.04,58.72
103,106,FC Augsburg,German Bundesliga,1.64,1.09,58.62
104,114,Brest,French Ligue 1,1.64,1.09,58.51
105,100,FC Midtjylland,Danish SAS-Ligaen,1.79,1.24,58.33
106,109,Monterrey,Mexican Primera Division Torneo Apertura,1.48,0.96,58.22
107,104,Palmeiras,Brasileiro Série A,1.52,1.0,58.05
108,122,São Paulo,Brasileiro Série A,1.28,0.79,58.03
109,113,Dynamo Kiev,UEFA Champions League,1.64,1.11,57.92
110,118,Bodo/Glimt,Norwegian Tippeligaen,1.82,1.28,57.83
111,98,Club Brugge,Belgian Jupiler League,1.84,1.31,57.72
112,107,KAA Gent,Belgian Jupiler League,1.57,1.07,57.43
113,123,Yokohama F. Marinos,Japanese J League,1.83,1.32,57.24
114,111,Tigres UANL,Mexican Primera Division Torneo Apertura,1.47,1.0,56.99
115,116,Arminia Bielefeld,German Bundesliga,1.54,1.07,56.91
116,124,Vitesse,Dutch Eredivisie,1.68,1.19,56.85
117,99,AFC Bournemouth,English League Championship,1.52,1.05,56.8
118,130,Norwich City,Barclays Premier League,1.53,1.06,56.67
119,117,Sparta Prague,UEFA Europa League,1.69,1.22,56.63
120,103,Club América,Mexican Primera Division Torneo Apertura,1.35,0.91,56.23
121,133,Corinthians,Brasileiro Série A,1.3,0.88,55.94
122,128,FC Copenhagen,Danish SAS-Ligaen,1.74,1.3,55.73
123,119,FC Krasnodar,Russian Premier Liga,1.65,1.22,55.57
124,112,Montpellier,French Ligue 1,1.61,1.19,55.5
125,115,Genk,Belgian Jupiler League,1.82,1.39,55.44
126,121,Red Star Belgrade,UEFA Europa League,1.64,1.22,55.43
127,127,New York City FC,Major League Soccer,1.65,1.23,55.41
128,129,Guimaraes,Portuguese Liga,1.43,1.03,55.29
129,125,León,Mexican Primera Division Torneo Apertura,1.46,1.07,54.97
130,136,Atlas,Mexican Primera Division Torneo Apertura,1.32,0.95,54.7
131,142,Santos Laguna,Mexican Primera Division Torneo Apertura,1.5,1.13,54.44
132,138,Spartak Moscow,Russian Premier Liga,1.6,1.23,54.39
133,131,Galatasaray,Turkish Turkcell Super Lig,1.59,1.23,54.18
134,120,Cadiz,Spanish Primera Division,1.51,1.15,54.11
135,132,CSKA Moscow,Russian Premier Liga,1.38,1.04,53.86
136,141,Fenerbahce,Turkish Turkcell Super Lig,1.61,1.27,53.71
137,139,Ferencvaros,UEFA Europa League,1.62,1.28,53.63
138,149,Anderlecht,Belgian Jupiler League,1.67,1.32,53.62
139,152,Grêmio,Brasileiro Série A,1.41,1.08,53.56
140,154,Fluminense,Brasileiro Série A,1.24,0.91,53.51
141,145,Internacional,Brasileiro Série A,1.37,1.04,53.49
142,163,Dinamo Moscow,Russian Premier Liga,1.46,1.13,53.41
143,165,Toulouse,French Ligue 2,1.67,1.33,53.37
144,150,St Etienne,French Ligue 1,1.46,1.15,53.09
145,148,Boca Juniors,Argentina Primera Division,1.28,0.97,53.06
146,146,Basel,Swiss Raiffeisen Super League,1.78,1.46,53.05
147,134,Genoa,Italy Serie A,1.55,1.24,53.03
148,147,Reims,French Ligue 1,1.32,1.01,53.0
149,126,PAOK Salonika,Greek Super League,1.51,1.2,52.93
150,168,Molde,Norwegian Tippeligaen,1.94,1.62,52.93
151,137,West Bromwich Albion,English League Championship,1.37,1.06,52.86
152,140,Cruz Azul,Mexican Primera Division Torneo Apertura,1.46,1.16,52.79
153,156,Cagliari,Italy Serie A,1.59,1.3,52.56
154,143,Famalicao,Portuguese Liga,1.46,1.17,52.5
155,135,SpVgg Greuther Fürth,German Bundesliga,1.62,1.33,52.26
156,158,Clermont Foot,French Ligue 1,1.48,1.2,52.26
157,160,Empoli,Italy Serie A,1.6,1.33,52.16
158,167,Union Saint Gilloise,Belgian Jupiler League,1.67,1.4,52.0
159,161,Sheffield United,English League Championship,1.45,1.19,51.85
160,151,Antwerp,Belgian Jupiler League,1.58,1.32,51.72
161,155,América Mineiro,Brasileiro Série A,1.31,1.06,51.65
162,166,Bordeaux,French Ligue 1,1.53,1.28,51.6
163,159,Troyes,French Ligue 1,1.4,1.16,51.48
164,169,Spezia,Italy Serie A,1.57,1.32,51.4
165,144,Sochi,Russian Premier Liga,1.47,1.23,51.36
166,174,FC Twente,Dutch Eredivisie,1.53,1.3,51.26
167,176,Kashima Antlers,Japanese J League,1.44,1.24,50.5
168,178,Portimonense,Portuguese Liga,1.22,1.01,50.5
169,171,Lorient,French Ligue 1,1.35,1.16,50.34
170,162,FK Partizan Belgrade,UEFA Europa Conference League,1.4,1.2,50.3
171,164,Maccabi Tel-Aviv,UEFA Europa Conference League,1.32,1.13,50.09
172,170,Atlético Paranaense,Brasileiro Série A,1.22,1.04,49.91
173,180,Legia Warsaw,UEFA Europa League,1.45,1.27,49.8
174,179,New England Revolution,Major League Soccer,1.71,1.55,49.73
175,200,Defensa y Justicia,Argentina Primera Division,1.33,1.16,49.73
176,183,AEK Athens,Greek Super League,1.48,1.31,49.68
177,182,Gil Vicente,Portuguese Liga,1.34,1.17,49.58
178,173,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.63,1.47,49.58
179,172,Bragantino,Brasileiro Série A,1.34,1.18,49.52
180,177,F.B.C Unione Venezia,Italy Serie A,1.38,1.23,49.23
181,157,Lokomotiv Moscow,Russian Premier Liga,1.3,1.15,49.18
182,181,Fortaleza,Brasileiro Série A,1.22,1.08,48.83
183,203,LASK Linz,Austrian T-Mobile Bundesliga,1.48,1.36,48.65
184,185,Velez Sarsfield,Argentina Primera Division,1.19,1.07,48.31
185,192,Philadelphia Union,Major League Soccer,1.44,1.34,48.2
186,188,Estoril Praia,Portuguese Liga,1.31,1.2,48.18
187,175,Stoke City,English League Championship,1.19,1.07,48.13
188,184,Ceará,Brasileiro Série A,1.23,1.12,48.04
189,186,New York Red Bulls,Major League Soccer,1.28,1.19,47.85
190,205,Brondby,Danish SAS-Ligaen,1.42,1.34,47.75
