,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1460.0,1492.45,1529.52,1528.62,-87.57,495468,42917,718,140,7.7%
1,FplSimpson,1447.0,1491.11,1548.82,1531.95,-108.02,605513,45592,99,85,3.5%
2,FplStatsdan,1417.0,1459.3,1521.95,1508.54,-110.84,905170,117528,1241,1267,3%
3,FF_Trout,1539.0,1553.31,1557.05,1554.13,-45.6,93802,2387,11,4,22.4%
4,dilksybab,1530.0,1567.19,1558.0,1534.03,-52.2,118595,937,8,69,19.3%
5,theFPLkiwi,1387.0,1441.15,1501.56,1484.25,-119.78,1257027,191362,8027,8531,2.1%
6,jameso_12,1436.0,1428.55,1481.32,1454.98,-49.74,709243,261522,31197,44986,20.2%
7,api_kakayou,1573.0,1475.42,1469.39,1457.0,76.36,33924,73985,55803,41008,91.2%
8,usafpl,1415.0,1420.1,1450.03,1430.61,-48.84,927640,317447,119706,122876,20.6%
9,CazzaFPL,1562.0,1515.1,1557.37,1526.22,-1.33,48829,17388,8,187,48.9%
10,PlanetosFPL,1456.0,1492.29,1537.71,1515.52,-89.82,528446,43184,261,587,7.2%
11,analytic_fpl,1523.0,1484.44,1517.36,1503.77,-9.28,142057,55860,2682,1825,44.1%
12,rogue_wee,1454.0,1478.19,1500.57,1478.35,-61.72,546227,68009,9510,12394,16%
13,mtthwmn,1493.0,1488.17,1519.46,1509.77,-43.23,274005,50393,1769,1054,23.4%
14,cmusson32,1467.0,1489.75,1514.09,1522.67,-72.33,441656,47547,3695,285,12.5%
15,FPLstudent2,1517.0,1576.17,1534.11,1554.8,-66.87,163519,437,351,4,14.3%
16,peterhandleson,1375.0,1408.94,1427.83,1416.38,-72.79,1413849,393763,232921,192938,12.3%
17,chrishp,1516.0,1513.91,1489.75,1482.22,-8.24,167680,18479,19547,10059,44.6%
18,plfantasy,1556.0,1492.15,1478.44,1460.46,49.89,59212,43283,36023,34417,80.7%
19,FPLmeta,1523.0,1500.14,1528.25,1522.19,-24.25,141069,32541,815,289,33.9%
20,FplAuto,1490.0,1502.35,1493.08,1466.72,-26.48,293184,29836,15590,24285,32.7%
21,NourEldin_z3r0,1599.0,1553.03,1516.04,1498.6,47.98,13373,2441,2892,2823,79.9%
