,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1312.0,1368.26,1378.76,1376.91,-75.07,439138,27793,1082,215,8.6%
1,FplSimpson,1323.0,1374.13,1400.0,1382.71,-75.31,354705,21976,70,107,8.6%
2,FplStatsdan,1254.0,1317.95,1359.52,1345.27,-100.22,1076468,171647,6542,5285,3%
3,FF_Trout,1358.0,1395.52,1401.91,1396.87,-52.32,157518,7617,58,21,16.9%
4,dilksybab,1353.0,1423.87,1418.51,1394.96,-70.91,178807,1318,19,21,10%
5,theFPLkiwi,1251.0,1301.23,1347.16,1328.36,-87.96,1116376,262738,17299,19047,5.2%
6,jameso_12,1288.0,1299.46,1329.73,1302.39,-35.2,667955,275271,50581,75725,25.7%
7,api_kakayou,1411.0,1340.12,1332.07,1322.32,67.88,30609,86051,45195,27850,90.2%
8,usafpl,1233.0,1265.9,1302.21,1284.93,-64.41,1375043,552503,160006,157382,12.5%
9,CazzaFPL,1372.0,1373.41,1409.0,1380.79,-28.58,108850,22612,38,134,29.6%
10,PlanetosFPL,1308.0,1357.28,1374.98,1352.97,-66.06,473606,44979,1474,2445,11.6%
11,analytic_fpl,1350.0,1334.06,1370.06,1357.33,-16.95,193842,107561,2725,1741,37.6%
12,rogue_wee,1314.0,1348.79,1343.43,1321.35,-35.35,423846,63060,22684,30097,25.6%
13,mtthwmn,1345.0,1361.61,1381.57,1372.12,-39.39,218265,37604,827,378,23.3%
14,cmusson32,1340.0,1365.38,1362.33,1369.51,-37.84,244697,31232,5209,499,24.3%
15,FPLstudent2,1336.0,1419.25,1376.66,1393.52,-71.34,268929,2014,1230,36,9.8%
16,peterhandleson,1267.0,1283.59,1286.93,1271.59,-25.63,909508,398362,266501,245117,31.7%
17,chrishp,1360.0,1386.96,1356.41,1349.93,-15.31,150176,11875,8796,3662,38.6%
18,plfantasy,1387.0,1338.76,1318.55,1298.5,57.4,70339,90941,85770,96037,86.3%
19,FPLmeta,1388.0,1374.76,1372.79,1367.12,4.53,66406,21360,2016,599,53.3%
20,FplAuto,1317.0,1368.61,1350.06,1327.25,-42.65,401906,27433,14546,20421,21.5%
21,NourEldin_z3r0,1420.0,1404.42,1372.08,1356.53,31.68,22042,4831,2143,1838,71.7%
22,UkendtPerson45,1306.0,1407.73,1386.25,1372.08,-93.75,492655,3868,376,378,4.1%
23,MikkelTokvam,1382.0,1432.03,1406.75,1386.4,-37.21,79854,758,56,83,24.6%
24,Klaudioz,1336.0,1284.04,1252.95,1239.49,66.44,271891,395482,630239,594612,89.9%
