,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,102,Steele,36,1,39,4.91875,False,1,1,4.1,4.91875
1,302,Stones,43,2,56,4.4535,False,1,1,7.4,4.4535
2,332,Shaw,1,2,51,4.370500000000001,False,1,1,16.1,4.370500000000001
3,357,Trippier,4,2,61,4.52375,False,1,1,66.4,4.52375
4,107,March,36,3,53,5.58,False,1,1,14.5,5.58
5,124,Mitoma,36,3,56,5.716000000000001,False,1,1,27.9,5.716000000000001
6,283,Salah,14,3,130,5.806,False,1,1,34.1,5.806
7,301,De Bruyne,43,3,122,5.81175,False,1,1,28.6,5.81175
8,335,Rashford,1,3,72,6.90375,False,1,1,44.0,6.90375
9,318,Haaland,43,4,124,8.1425,True,2,1,82.8,16.285
10,594,Isak,4,4,69,4.9407499999999995,False,1,1,10.3,4.9407499999999995
11,548,Iversen,13,1,38,2.9997499999999997,False,0,0,4.9,0.0
12,337,Lindelöf,1,2,41,3.85675,False,0,0,0.5,0.0
13,558,Bueno,39,2,38,1.8305,False,0,0,3.2,0.0
14,166,Edouard,31,4,50,2.2365,False,0,0,2.0,0.0
