,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,291,de Gea,1,1,54,9,4.277,False,1,3.8,4.277
1,139,van Aanholt,31,2,54,9,4.277,False,1,0.6,4.277
2,298,Maguire,1,2,54,9,4.703,False,1,3.2,4.703
3,313,Wan-Bissaka,1,2,54,9,4.702,False,1,8.8,4.702
4,4,Aubameyang,3,3,117,9,5.3660000000000005,False,1,13.0,5.3660000000000005
5,251,Mané,14,3,120,9,5.158,False,1,10.0,5.158
6,272,De Bruyne,43,3,115,9,5.073,False,1,16.1,5.073
7,302,Fernandes,1,3,106,9,6.3660000000000005,True,2,25.2,12.732000000000001
8,508,Rodríguez,11,3,79,9,4.797,False,1,28.7,4.797
9,117,Werner,8,4,94,9,5.32,False,1,24.3,5.32
10,303,Martial,1,4,87,9,5.029,False,1,3.9,5.029
