,ID,Points,Minutes,sim
0,1,0,90,1
1,2,3,90,1
2,3,2,90,1
3,6,2,90,1
4,7,2,90,1
5,10,1,90,1
6,13,2,90,1
7,15,1,90,1
8,16,1,90,1
9,19,2,90,1
10,28,2,90,1
11,30,9,90,1
12,31,6,90,1
13,34,8,90,1
14,37,8,90,1
15,39,6,90,1
16,40,14,90,1
17,42,3,90,1
18,44,6,90,1
19,46,3,90,1
20,57,2,90,1
21,66,3,90,1
22,69,2,90,1
23,70,7,90,1
24,71,2,90,1
25,73,2,90,1
26,75,2,90,1
27,79,5,90,1
28,80,6,90,1
29,81,6,90,1
30,83,3,90,1
31,85,6,90,1
32,86,3,90,1
33,92,6,90,1
34,95,5,90,1
35,102,2,90,1
36,103,2,90,1
37,107,5,90,1
38,109,2,90,1
39,112,2,90,1
40,116,2,90,1
41,120,2,90,1
42,123,2,90,1
43,124,4,90,1
44,125,2,90,1
45,128,2,90,1
46,130,2,90,1
47,132,2,90,1
48,139,2,90,1
49,145,3,90,1
50,146,2,90,1
51,147,2,90,1
52,154,8,90,1
53,156,6,90,1
54,159,11,90,1
55,161,5,90,1
56,165,6,90,1
57,167,6,90,1
58,169,9,90,1
59,170,6,90,1
60,171,3,90,1
61,175,6,90,1
62,180,2,90,1
63,182,2,90,1
64,185,2,90,1
65,191,2,90,1
66,192,2,90,1
67,193,2,90,1
68,197,2,90,1
69,199,2,90,1
70,200,2,90,1
71,201,0,90,1
72,205,2,90,1
73,209,0,90,1
74,211,2,90,1
75,212,2,90,1
76,217,0,90,1
77,220,2,90,1
78,225,4,90,1
79,227,6,90,1
80,230,6,90,1
81,233,8,90,1
82,238,8,90,1
83,239,6,90,1
84,245,3,90,1
85,246,3,90,1
86,249,1,90,1
87,257,1,90,1
88,258,1,90,1
89,259,2,90,1
90,262,2,90,1
91,265,2,90,1
92,266,2,90,1
93,272,2,90,1
94,275,2,90,1
95,280,1,90,1
96,281,1,90,1
97,282,2,90,1
98,284,4,90,1
99,285,1,90,1
100,288,2,90,1
101,290,2,90,1
102,291,2,90,1
103,293,2,90,1
104,295,6,90,1
105,299,8,90,1
106,302,12,90,1
107,303,11,90,1
108,304,5,90,1
109,305,6,90,1
110,307,6,90,1
111,308,6,90,1
112,309,6,90,1
113,312,6,90,1
114,313,1,90,1
115,315,3,90,1
116,318,10,90,1
117,327,2,90,1
118,330,2,90,1
119,333,2,90,1
120,340,2,90,1
121,341,2,90,1
122,345,6,90,1
123,347,2,90,1
124,349,3,90,1
125,356,2,90,1
126,357,6,90,1
127,358,6,90,1
128,366,6,90,1
129,369,6,90,1
130,370,3,90,1
131,371,5,90,1
132,373,3,90,1
133,374,6,90,1
134,376,6,90,1
135,385,7,90,1
136,397,2,90,1
137,405,5,90,1
138,407,2,90,1
139,408,2,90,1
140,409,2,90,1
141,422,2,90,1
142,423,2,90,1
143,425,1,90,1
144,427,5,90,1
145,428,2,90,1
146,430,1,90,1
147,433,2,90,1
148,441,2,90,1
149,443,1,90,1
150,448,4,90,1
151,455,6,90,1
152,456,6,90,1
153,457,6,90,1
154,458,12,90,1
155,459,2,90,1
156,465,3,90,1
157,467,3,90,1
158,469,6,90,1
159,472,6,90,1
160,475,2,90,1
161,477,1,90,1
162,478,1,90,1
163,479,6,90,1
164,480,2,90,1
165,482,1,90,1
166,483,2,90,1
167,493,3,90,1
168,504,5,90,1
169,505,2,90,1
170,507,12,90,1
