,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,36,360,Raya,3.49,89.1,1,19
1,1,37,361,Raya,4.12,89.1,1,3
2,1,38,373,Raya,3.9,89.1,1,8
3,2,36,360,Arrizabalaga,0.04,1.2,1,19
4,2,37,361,Arrizabalaga,0.05,1.2,1,3
5,2,38,373,Arrizabalaga,0.05,1.2,1,8
6,3,36,360,Hein,0.0,0.0,1,19
7,3,37,361,Hein,0.0,0.0,1,3
8,3,38,373,Hein,0.0,0.0,1,8
9,4,36,360,Setford,0.0,0.0,1,19
10,4,37,361,Setford,0.0,0.0,1,3
11,4,38,373,Setford,0.0,0.0,1,8
12,5,36,360,Gabriel,4.68,85.05,1,19
13,5,37,361,Gabriel,5.83,85.05,1,3
14,5,38,373,Gabriel,5.24,85.05,1,8
15,6,36,360,Saliba,3.7,85.05,1,19
16,6,37,361,Saliba,4.61,85.05,1,3
17,6,38,373,Saliba,4.25,85.05,1,8
18,7,36,360,Calafiori,3.28,63.15,1,19
19,7,37,361,Calafiori,4.23,63.15,1,3
20,7,38,373,Calafiori,3.57,63.15,1,8
21,8,36,360,J.Timber,0.0,0.0,1,19
22,8,37,361,J.Timber,0.33,4.95,1,3
23,8,38,373,J.Timber,0.27,4.95,1,8
24,9,36,360,Kiwior,0.0,0.0,1,19
25,9,37,361,Kiwior,0.0,0.0,1,3
26,9,38,373,Kiwior,0.0,0.0,1,8
27,10,36,360,Lewis-Skelly,3.11,66.6,1,19
28,10,37,361,Lewis-Skelly,4.0,66.6,1,3
29,10,38,373,Lewis-Skelly,3.4,66.6,1,8
30,11,36,360,White,3.85,76.8,1,19
31,11,37,361,White,4.63,73.2,1,3
32,11,38,373,White,4.1,73.2,1,8
33,12,36,357,Zinchenko,0.0,0.0,16,15
34,12,37,368,Zinchenko,0.0,0.0,16,14
35,12,38,377,Zinchenko,0.0,0.0,16,4
36,13,36,360,Clarke,0.0,0.0,1,19
37,13,37,361,Clarke,0.0,0.0,1,3
38,13,38,373,Clarke,0.0,0.0,1,8
39,14,36,360,Kacurri,0.0,0.0,1,19
40,14,37,361,Kacurri,0.0,0.0,1,3
41,14,38,373,Kacurri,0.0,0.0,1,8
42,15,36,360,Nichols,0.0,0.0,1,19
43,15,37,361,Nichols,0.0,0.0,1,3
44,15,38,373,Nichols,0.0,0.0,1,8
45,16,36,360,Saka,4.77,70.35,1,19
46,16,37,361,Saka,6.41,70.35,1,3
47,16,38,373,Saka,4.65,70.35,1,8
48,17,36,360,Ødegaard,3.14,63.3,1,19
49,17,37,361,Ødegaard,4.01,63.3,1,3
50,17,38,373,Ødegaard,3.1,63.3,1,8
51,18,36,360,Madueke,1.66,28.8,1,19
52,18,37,361,Madueke,2.11,28.8,1,3
53,18,38,373,Madueke,1.61,28.8,1,8
54,19,36,360,Martinelli,1.34,22.95,1,19
55,19,37,361,Martinelli,1.75,22.95,1,3
56,19,38,373,Martinelli,1.32,22.95,1,8
57,20,36,360,Trossard,1.57,27.0,1,19
58,20,37,361,Trossard,2.05,27.0,1,3
59,20,38,373,Trossard,1.52,27.0,1,8
60,21,36,360,Rice,4.21,78.15,1,19
61,21,37,361,Rice,5.32,78.15,1,3
62,21,38,373,Rice,4.2,78.15,1,8
63,22,36,360,Merino,0.0,0.0,1,19
64,22,37,361,Merino,0.0,0.0,1,3
65,22,38,373,Merino,0.0,0.0,1,8
66,23,36,360,Fábio Vieira,0.0,0.0,1,19
67,23,37,361,Fábio Vieira,0.0,0.0,1,3
68,23,38,373,Fábio Vieira,0.0,0.0,1,8
69,24,36,360,Nørgaard,0.23,6.0,1,19
70,24,37,361,Nørgaard,0.25,6.0,1,3
