rank,prev_rank,name,league,off,def,spi
136,136,Lorient,French Ligue 1,1.51,1.12,54.9
137,171,Antwerp,Belgian Jupiler League,1.57,1.18,54.79
138,131,Los Angeles FC,Major League Soccer,1.74,1.35,54.78
139,161,Troyes,French Ligue 1,1.57,1.19,54.63
140,150,Montpellier,French Ligue 1,1.59,1.21,54.61
141,142,FC Midtjylland,Danish SAS-Ligaen,1.84,1.45,54.56
142,132,AFC Bournemouth,Barclays Premier League,1.49,1.12,54.41
143,151,FC Krasnodar,Russian Premier Liga,1.51,1.14,54.33
144,127,Bologna,Italy Serie A,1.55,1.19,54.14
145,144,Besiktas,Turkish Turkcell Super Lig,1.67,1.32,53.64
146,140,Santos Laguna,Mexican Primera Division Torneo Apertura,1.59,1.26,53.51
147,146,Burnley,English League Championship,1.52,1.2,53.39
148,138,Yokohama F. Marinos,Japanese J League,1.73,1.4,53.23
149,137,Guimaraes,Portuguese Liga,1.38,1.07,53.11
150,147,FC Sheriff Tiraspol,UEFA Europa League,1.6,1.29,52.76
151,148,LASK Linz,Austrian T-Mobile Bundesliga,1.65,1.35,52.67
152,135,Toulouse,French Ligue 1,1.51,1.21,52.65
153,143,Santos,Brasileiro Série A,1.28,0.99,52.6
154,160,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.38,1.09,52.44
155,149,Dinamo Moscow,Russian Premier Liga,1.54,1.26,52.34
156,145,Fortaleza,Brasileiro Série A,1.22,0.94,52.3
157,169,Lecce,Italy Serie A,1.38,1.11,52.16
158,153,Guadalajara,Mexican Primera Division Torneo Apertura,1.37,1.1,52.08
159,156,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.57,1.3,52.05
160,141,Sampdoria,Italy Serie A,1.46,1.19,52.02
161,154,Levante,Spanish Segunda Division,1.45,1.18,52.02
162,155,AC Ajaccio,French Ligue 1,1.37,1.11,51.99
163,164,Ceará,Brasileiro Série A,1.24,0.97,51.94
164,129,Angers,French Ligue 1,1.44,1.18,51.88
165,159,FK Partizan Belgrade,UEFA Europa Conference League,1.45,1.2,51.71
166,119,Brest,French Ligue 1,1.53,1.28,51.46
167,162,Atlético Paranaense,Brasileiro Série A,1.32,1.07,51.42
168,157,Gil Vicente,Portuguese Liga,1.38,1.14,51.17
169,166,Vitesse,Dutch Eredivisie,1.61,1.38,51.09
170,167,Galatasaray,Turkish Turkcell Super Lig,1.38,1.15,51.08
171,170,Kawasaki Frontale,Japanese J League,1.6,1.39,50.83
172,139,New York City FC,Major League Soccer,1.59,1.38,50.59
173,163,Heerenveen,Dutch Eredivisie,1.44,1.24,50.58
174,173,Empoli,Italy Serie A,1.46,1.26,50.34
175,158,Clermont Foot,French Ligue 1,1.41,1.23,49.97
176,168,Auxerre,French Ligue 1,1.4,1.22,49.82
177,172,Sochi,Russian Premier Liga,1.47,1.31,49.61
178,174,Famalicao,Portuguese Liga,1.37,1.21,49.46
179,176,Middlesbrough,English League Championship,1.36,1.2,49.32
180,175,Monza,Italy Serie A,1.44,1.29,49.16
181,180,Cremonese,Italy Serie A,1.44,1.3,49.09
182,188,Konyaspor,Turkish Turkcell Super Lig,1.38,1.24,48.96
183,193,Salernitana,Italy Serie A,1.47,1.34,48.9
184,177,Urawa Red Diamonds,Japanese J League,1.37,1.25,48.74
185,178,Union Saint Gilloise,Belgian Jupiler League,1.43,1.31,48.65
186,189,América Mineiro,Brasileiro Série A,1.21,1.08,48.48
187,182,Portimonense,Portuguese Liga,1.25,1.14,48.16
188,184,NEC,Dutch Eredivisie,1.42,1.32,47.99
189,181,Boca Juniors,Argentina Primera Division,1.25,1.15,47.92
190,198,St Gallen,Swiss Raiffeisen Super League,1.69,1.61,47.9
191,,Hapoel Be'er,UEFA Europa Conference League,1.5,1.42,47.79
192,235,Bordeaux,French Ligue 2,1.35,1.27,47.67
193,191,Cuiaba,Brasileiro Série A,1.05,0.95,47.48
194,,Lech Poznan,UEFA Europa Conference League,1.29,1.22,47.28
195,183,Montreal Impact,Major League Soccer,1.43,1.37,47.22
196,190,Spezia,Italy Serie A,1.41,1.35,47.21
197,194,Chaves,Portuguese Liga,1.32,1.28,46.7
198,,Apollon Limassol,UEFA Europa Conference League,1.32,1.27,46.7
199,195,Vizela,Portuguese Liga,1.31,1.27,46.68
200,186,Hamburg SV,German 2. Bundesliga,1.47,1.44,46.66
201,212,Nashville SC,Major League Soccer,1.43,1.4,46.52
202,241,St Etienne,French Ligue 2,1.52,1.5,46.43
203,192,Estoril Praia,Portuguese Liga,1.22,1.18,46.34
204,196,Rapid Vienna,Austrian T-Mobile Bundesliga,1.26,1.23,46.34
205,201,Parma,Italy Serie B,1.34,1.31,46.29
206,208,Sanfrecce Hiroshima,Japanese J League,1.38,1.37,46.22
207,197,PAOK Salonika,Greek Super League,1.24,1.22,46.08
208,200,FC Groningen,Dutch Eredivisie,1.42,1.41,46.07
209,185,Rosenborg,Norwegian Tippeligaen,1.7,1.71,46.01
210,202,Santa Clara,Portuguese Liga,1.23,1.21,45.89
211,214,Metz,French Ligue 2,1.37,1.36,45.89
212,215,Lokomotiv Moscow,Russian Premier Liga,1.39,1.39,45.78
213,204,Granada,Spanish Segunda Division,1.24,1.24,45.7
214,209,Puebla,Mexican Primera Division Torneo Apertura,1.38,1.4,45.47
215,205,Maccabi Haifa,UEFA Champions League,1.51,1.54,45.44
216,236,Rio Ave,Portuguese Liga,1.31,1.33,45.24
217,221,Basel,Swiss Raiffeisen Super League,1.43,1.46,45.13
218,187,Silkeborg,Danish SAS-Ligaen,1.41,1.44,45.09
219,223,Panathinaikos,Greek Super League,1.1,1.1,45.06
220,210,Adana Demirspor,Turkish Turkcell Super Lig,1.42,1.46,45.03
221,207,New York Red Bulls,Major League Soccer,1.24,1.26,45.02
222,228,Sparta,Dutch Eredivisie,1.31,1.34,44.99
223,237,RKC,Dutch Eredivisie,1.47,1.52,44.93
224,211,Rostov,Russian Premier Liga,1.37,1.42,44.74
225,199,Atlas,Mexican Primera Division Torneo Apertura,1.29,1.33,44.74
226,216,Antalyaspor,Turkish Turkcell Super Lig,1.45,1.51,44.72
227,244,León,Mexican Primera Division Torneo Apertura,1.44,1.5,44.68
228,217,Boavista,Portuguese Liga,1.23,1.27,44.66
229,213,Cruz Azul,Mexican Primera Division Torneo Apertura,1.35,1.4,44.6
230,219,Cagliari,Italy Serie B,1.28,1.33,44.49
231,203,Austin FC,Major League Soccer,1.54,1.64,44.17
232,225,Los Angeles Galaxy,Major League Soccer,1.57,1.67,44.12
233,230,Botafogo,Brasileiro Série A,1.1,1.15,44.05
234,206,Toluca,Mexican Primera Division Torneo Apertura,1.41,1.5,44.02
235,224,Hammarby,Swedish Allsvenskan,1.49,1.58,43.99
236,218,Velez Sarsfield,Argentina Primera Division,1.17,1.23,43.98
237,231,Millwall,English League Championship,1.24,1.31,43.84
238,227,Luton Town,English League Championship,1.17,1.24,43.83
239,232,Preston North End,English League Championship,1.11,1.17,43.83
240,246,Huracán,Argentina Primera Division,1.06,1.12,43.8
241,233,Sporting de Charleroi,Belgian Jupiler League,1.41,1.51,43.76
242,264,Randers FC,Danish SAS-Ligaen,1.19,1.27,43.71
243,250,Genoa,Italy Serie B,1.3,1.39,43.69
244,247,Casa Pia,Portuguese Liga,1.12,1.19,43.69
245,234,Atlanta United FC,Major League Soccer,1.46,1.59,43.37
246,258,Terek Grozny,Russian Premier Liga,1.2,1.3,43.37
247,226,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.42,1.54,43.36
248,239,Stoke City,English League Championship,1.19,1.28,43.33
249,220,Emmen,Dutch Eredivisie,1.31,1.42,43.33
250,240,AEK Athens,Greek Super League,1.28,1.39,43.27
251,248,St. Truidense,Belgian Jupiler League,1.12,1.21,43.2
252,288,Sochaux,French Ligue 2,1.13,1.23,43.05
253,,AEK Larnaca,UEFA Europa League,1.12,1.22,42.77
254,229,Alanyaspor,Turkish Turkcell Super Lig,1.46,1.61,42.73
255,252,FK Qarabag,UEFA Europa League,1.33,1.47,42.68
256,261,Racing Club,Argentina Primera Division,1.13,1.25,42.5
257,253,Djurgardens IF,Swedish Allsvenskan,1.34,1.49,42.41
258,282,Bristol City,English League Championship,1.37,1.53,42.38
259,276,Go Ahead Eagles,Dutch Eredivisie,1.35,1.51,42.33
260,243,Hearts,Scottish Premiership,1.31,1.47,42.08
261,260,Atlético Goianiense,Brasileiro Série A,1.12,1.26,42.03
262,245,Cambuur Leeuwarden,Dutch Eredivisie,1.44,1.63,41.9
263,275,Portland Timbers,Major League Soccer,1.54,1.75,41.83
264,289,Real Salt Lake,Major League Soccer,1.25,1.42,41.78
265,266,Maritimo,Portuguese Liga,1.21,1.37,41.78
266,309,FC Nordsjaelland,Danish SAS-Ligaen,1.25,1.42,41.77
267,255,Queens Park Rangers,English League Championship,1.19,1.36,41.76
268,320,Orlando City SC,Major League Soccer,1.27,1.45,41.7
269,271,Columbus Crew,Major League Soccer,1.22,1.39,41.7
270,222,Coventry City,English League Championship,1.2,1.37,41.68
271,263,SV Darmstadt 98,German 2. Bundesliga,1.42,1.62,41.65
272,277,Kashima Antlers,Japanese J League,1.31,1.5,41.62
273,270,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.31,1.5,41.5
274,268,Aberdeen,Scottish Premiership,1.22,1.4,41.49
275,287,Valerenga,Norwegian Tippeligaen,1.36,1.56,41.43
276,272,CFR 1907 Cluj,UEFA Europa Conference League,1.23,1.41,41.43
277,251,Cerezo Osaka,Japanese J League,1.24,1.43,41.32
278,256,Lillestrom,Norwegian Tippeligaen,1.26,1.47,41.15
279,242,FC Arouca,Portuguese Liga,1.1,1.28,41.14
280,265,New England Revolution,Major League Soccer,1.35,1.57,41.12
281,293,Pumas Unam,Mexican Primera Division Torneo Apertura,1.17,1.37,41.02
282,254,Seattle Sounders FC,Major League Soccer,1.33,1.55,40.86
283,300,Tigre,Argentina Primera Division,1.16,1.36,40.82
284,267,Talleres de Córdoba,Argentina Primera Division,1.09,1.28,40.79
285,249,FC Volendam,Dutch Eredivisie,1.39,1.63,40.74
286,294,Swansea City,English League Championship,1.22,1.43,40.72
287,278,Krylia Sovetov,Russian Premier Liga,1.14,1.35,40.51
288,279,Estudiantes,Argentina Primera Division,1.08,1.29,40.5
289,296,Tijuana,Mexican Primera Division Torneo Apertura,1.17,1.39,40.48
290,295,Brondby,Danish SAS-Ligaen,1.2,1.42,40.47
291,273,Necaxa,Mexican Primera Division Torneo Apertura,1.15,1.37,40.4
292,338,Benevento,Italy Serie B,1.11,1.33,40.31
293,284,Argentinos Juniors,Argentina Primera Division,0.98,1.17,40.2
294,281,Cardiff City,English League Championship,1.0,1.2,40.11
295,315,FC Dallas,Major League Soccer,1.24,1.49,40.07
296,291,Blackburn,English League Championship,1.08,1.31,40.05
297,297,Goiás,Brasileiro Série A,1.2,1.44,40.02
298,307,Pacos Ferreira,Portuguese Liga,1.11,1.35,39.94
299,238,Excelsior,Dutch Eredivisie,1.35,1.63,39.89
300,302,Ludogorets,UEFA Europa League,1.25,1.51,39.87
301,269,Caen,French Ligue 2,1.17,1.42,39.83
302,311,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.48,1.79,39.71
303,257,FC Zurich,Swiss Raiffeisen Super League,1.41,1.71,39.66
304,305,Eibar,Spanish Segunda Division,1.07,1.31,39.63
305,286,Coritiba,Brasileiro Série A,1.17,1.43,39.5
306,304,Blackpool,English League Championship,1.18,1.45,39.48
307,308,San Lorenzo,Argentina Primera Division,1.04,1.29,39.36
308,283,BK Hacken,Swedish Allsvenskan,1.53,1.87,39.31
309,317,Frosinone,Italy Serie B,1.19,1.47,39.29
310,310,Slovan Bratislava,UEFA Europa Conference League,1.13,1.4,39.27
311,316,Kasimpasa,Turkish Turkcell Super Lig,1.38,1.7,39.27
312,344,Sunderland,English League Championship,1.17,1.45,39.19
313,319,FC Juárez,Mexican Primera Division Torneo Apertura,0.97,1.22,39.13
314,333,Viborg,Danish SAS-Ligaen,1.23,1.52,39.11
315,290,Alavés,Spanish Segunda Division,1.1,1.37,39.05
316,274,Sheffield Wednesday,English League One,1.25,1.56,39.0
317,301,Fortuna Sittard,Dutch Eredivisie,1.42,1.76,38.92
318,323,Toronto FC,Major League Soccer,1.35,1.69,38.84
319,345,OH Leuven,Belgian Jupiler League,1.36,1.7,38.81
320,321,Omonia Nicosia,UEFA Europa League,1.24,1.55,38.79
321,306,Colorado Rapids,Major League Soccer,1.39,1.73,38.78
322,329,Chicago Fire,Major League Soccer,1.18,1.48,38.77
323,312,Gimnasia La Plata,Argentina Primera Division,0.95,1.21,38.57
324,285,F.B.C Unione Venezia,Italy Serie B,1.17,1.48,38.55
325,328,Godoy Cruz,Argentina Primera Division,1.07,1.36,38.54
326,280,Minnesota United FC,Major League Soccer,1.37,1.72,38.52
327,334,Las Palmas,Spanish Segunda Division,1.01,1.3,38.46
328,303,Mamelodi Sundowns,South African ABSA Premier League,1.16,1.48,38.38
329,346,Ipswich Town,English League One,1.07,1.37,38.36
330,326,Querétaro,Mexican Primera Division Torneo Apertura,1.09,1.4,38.32
331,292,Aris Salonika,Greek Super League,1.04,1.34,38.28
332,314,Huddersfield Town,English League Championship,1.03,1.32,38.2
333,332,Arminia Bielefeld,German 2. Bundesliga,1.26,1.61,38.18
334,330,CA Independiente,Argentina Primera Division,0.96,1.25,38.06
335,343,Hibernian,Scottish Premiership,1.02,1.32,38.05
336,339,Fortuna Düsseldorf,German 2. Bundesliga,1.19,1.53,37.99
337,335,FC Cincinnati,Major League Soccer,1.41,1.8,37.94
338,299,Viking FK,Norwegian Tippeligaen,1.41,1.8,37.91
339,355,SC Paderborn,German 2. Bundesliga,1.35,1.73,37.81
340,360,Brescia,Italy Serie B,1.07,1.4,37.69
341,353,Real Oviedo,Spanish Segunda Division,0.98,1.3,37.51
342,342,Hull City,English League Championship,1.12,1.47,37.49
343,347,Defensa y Justicia,Argentina Primera Division,1.01,1.33,37.44
344,318,Derby County,English League One,1.17,1.53,37.44
345,336,Avaí,Brasileiro Série A,1.09,1.44,37.28
346,351,Amiens,French Ligue 2,0.97,1.3,37.26
347,365,FC St. Pauli,German 2. Bundesliga,1.29,1.7,37.24
348,378,Kayserispor,Turkish Turkcell Super Lig,1.15,1.52,37.22
349,354,Fatih Karagümrük,Turkish Turkcell Super Lig,1.2,1.58,37.21
350,324,Guingamp,French Ligue 2,1.1,1.46,37.19
351,331,Lanus,Argentina Primera Division,1.1,1.46,37.18
352,382,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.3,1.7,37.15
353,361,Sporting Gijón,Spanish Segunda Division,0.99,1.33,37.1
354,376,Wigan,English League Championship,1.01,1.36,37.04
355,349,Union Santa Fe,Argentina Primera Division,0.94,1.27,36.99
356,325,Malmo FF,Swedish Allsvenskan,1.12,1.5,36.98
357,362,Sagan Tosu,Japanese J League,1.11,1.48,36.9
358,313,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.09,1.46,36.9
359,327,Cercle Brugge,Belgian Jupiler League,1.1,1.47,36.88
360,385,Standard Liege,Belgian Jupiler League,1.16,1.55,36.87
361,322,KV Mechelen,Belgian Jupiler League,1.44,1.9,36.86
362,367,Newell's Old Boys,Argentina Primera Division,0.94,1.27,36.81
363,357,AGF Aarhus,Danish SAS-Ligaen,1.04,1.41,36.78
364,358,Sporting Kansas City,Major League Soccer,1.14,1.53,36.74
365,368,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.03,1.4,36.73
366,340,Paris FC,French Ligue 2,1.02,1.39,36.73
367,373,Rosario Central,Argentina Primera Division,1.01,1.37,36.69
368,298,Dijon FCO,French Ligue 2,1.13,1.52,36.67
369,359,Real Zaragoza,Spanish Segunda Division,0.96,1.31,36.65
370,377,FC Tokyo,Japanese J League,1.17,1.58,36.56
371,403,Le Havre,French Ligue 2,1.04,1.42,36.54
372,363,San Jose Earthquakes,Major League Soccer,1.36,1.81,36.54
373,356,Inter Miami CF,Major League Soccer,1.26,1.7,36.52
374,337,Juventude,Brasileiro Série A,1.01,1.38,36.49
375,371,Hartberg,Austrian T-Mobile Bundesliga,1.13,1.54,36.45
376,348,Sivasspor,Turkish Turkcell Super Lig,1.11,1.51,36.39
377,352,Reading,English League Championship,1.1,1.5,36.34
378,397,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.27,1.72,36.17
379,374,Karlsruher SC,German 2. Bundesliga,1.3,1.76,36.15
380,387,FC Lugano,Swiss Raiffeisen Super League,1.28,1.74,36.07
381,341,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.31,1.78,36.03
382,401,Servette,Swiss Raiffeisen Super League,1.15,1.58,35.97
383,369,AaB,Danish SAS-Ligaen,1.13,1.56,35.84
384,370,Stromsgodset,Norwegian Tippeligaen,1.22,1.7,35.5
385,399,FK Nizhny Novgorod,Russian Premier Liga,1.04,1.47,35.42
386,393,Austria Lustenau,Austrian T-Mobile Bundesliga,1.13,1.59,35.42
387,381,FC Cartagena,Spanish Segunda Division,1.1,1.55,35.41
388,383,SD Huesca,Spanish Segunda Division,1.0,1.43,35.4
389,384,Platense,Argentina Primera Division,0.94,1.35,35.36
390,404,Nagoya Grampus Eight,Japanese J League,0.91,1.32,35.36
391,402,Birmingham,English League Championship,1.04,1.49,35.15
392,386,KV Kortrijk,Belgian Jupiler League,1.03,1.47,35.12
393,395,Livingston,Scottish Premiership,1.03,1.48,35.09
394,379,Hatayspor,Turkish Turkcell Super Lig,1.15,1.63,35.03
395,388,1. FC Heidenheim 1846,German 2. Bundesliga,1.12,1.59,34.98
396,350,KVC Westerlo,Belgian Jupiler League,1.13,1.61,34.95
397,389,IF Elfsborg,Swedish Allsvenskan,1.26,1.78,34.83
398,375,Rotherham United,English League Championship,0.99,1.45,34.58
399,,Ballkani,UEFA Europa Conference League,1.24,1.76,34.58
400,,Rigas Futbola Skola,UEFA Europa Conference League,1.24,1.76,34.58
401,366,FC Luzern,Swiss Raiffeisen Super League,1.18,1.7,34.48
402,409,AIK,Swedish Allsvenskan,1.16,1.68,34.44
403,390,Ascoli,Italy Serie B,0.96,1.42,34.31
404,400,Banfield,Argentina Primera Division,0.91,1.36,34.24
405,380,FC Khimki,Russian Premier Liga,1.1,1.61,34.12
406,396,Leganes,Spanish Segunda Division,0.93,1.41,34.02
407,372,Vissel Kobe,Japanese J League,0.99,1.48,33.99
408,427,Sarmiento,Argentina Primera Division,0.98,1.47,33.89
409,412,Tenerife,Spanish Segunda Division,0.88,1.34,33.79
410,406,Motherwell,Scottish Premiership,1.04,1.57,33.58
411,414,Atlético Tucumán,Argentina Primera Division,0.89,1.37,33.49
412,413,Vancouver Whitecaps,Major League Soccer,1.14,1.71,33.46
413,417,Houston Dynamo,Major League Soccer,1.19,1.79,33.2
414,430,IFK Goteborg,Swedish Allsvenskan,0.96,1.48,33.2
415,422,Portsmouth,English League One,1.08,1.65,33.15
416,421,Patronato,Argentina Primera Division,0.95,1.47,33.06
