,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,gw_points
0,383,Lloris,6,1,55,8,4.006,False,1,4.006
1,110,Zouma,8,2,52,8,3.924,False,1,3.924
2,232,Chilwell,8,2,59,8,4.539,False,1,4.539
3,457,Doherty,6,2,58,8,3.978,False,1,3.978
4,4,Aubameyang,3,3,117,8,5.917999999999998,False,1,5.917999999999998
5,254,Salah,14,3,124,8,4.811,False,1,4.811
6,272,De Bruyne,43,3,115,8,5.1,False,1,5.1
7,390,Son,6,3,96,8,5.565,False,1,5.565
8,117,Werner,8,4,93,8,5.359,False,1,5.359
9,224,Vardy,13,4,100,8,4.984,False,1,4.984
10,388,Kane,6,4,109,8,6.516,True,2,13.032
