,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,383,Lloris,6,1,55,8,4.055,False,1,1,4.055
1,66,Webster,36,2,44,8,3.824,False,1,1,3.824
2,110,Zouma,8,2,52,8,3.924,False,1,1,3.924
3,232,Chilwell,8,2,59,8,4.539,False,1,1,4.539
4,4,Aubameyang,3,3,117,8,5.917999999999998,False,1,1,5.917999999999998
5,306,Rashford,1,3,96,8,4.677,False,1,1,4.677
6,370,Ward-Prowse,20,3,58,8,4.421,False,1,1,4.421
7,390,Son,6,3,96,8,5.565,False,1,1,5.565
8,117,Werner,8,4,93,8,5.359,False,1,1,5.359
9,377,Adams,20,4,58,8,4.522,False,1,1,4.522
10,388,Kane,6,4,109,8,6.516,True,2,1,13.032
11,56,Button,35,1,40,8,0.0,False,0,0,0.0
12,170,Branthwaite,11,2,39,8,0.212,False,0,0,0.0
13,215,Casey,2,2,39,8,0.035,False,0,0,0.0
14,220,Silva,13,3,44,8,0.0,False,0,0,0.0
