,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,0.0,0.0,37605,0,0,-2,2,0,3,0.0,0.0,0,Mesut,0.0,1,False,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,37605.jpg,0.0,Özil,0.6,False,,n,1,3,0,3401,1,52881,34,0.0,0.0,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,614,247,614,247,614,247,614,247,,,,,,
1,0.0,0.0,39476,0,0,-2,2,0,2,0.0,0.0,0,Sokratis,0.0,2,False,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,48,39476.jpg,0.0,Papastathopoulos,0.1,False,,n,1,3,0,10252,2,18831,11,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571,210,562,210,548,205,574,210,,,,,,
2,75.0,75.0,41270,0,0,-1,1,0,2,1.0,0.6,0,David,0.3,3,False,Illness - 75% chance of playing,2020-12-26T18:00:15.638627Z,54,41270.jpg,1.1,Luiz Moreira Marinho,0.7,False,,d,1,3,9,39054,13,88703,319,0.1,1.7,David Luiz,479,0,0,0,9,0,0,0,0,0,0,0,70,99.4,25.8,40.0,16.5,252,95,291,91,251,75,291,95,,,4.0,,,
3,100.0,100.0,54694,0,0,-6,6,1,3,3.0,2.5,0,Pierre-Emerick,2.0,4,False,,2020-12-19T20:30:20.434896Z,114,54694.jpg,3.6,Aubameyang,7.3,False,,a,1,3,47,495123,1285,3138724,1927,0.2,4.1,Aubameyang,1166,3,1,3,16,1,0,0,2,0,0,4,146,186.6,201.2,372.0,76.0,141,51,65,45,30,16,40,25,,,,,1.0,
4,100.0,100.0,58822,0,0,-4,4,0,2,1.1,0.6,0,Cédric,0.1,5,False,,2020-09-23T09:00:14.881983Z,46,58822.jpg,1.0,Soares,0.2,False,,a,1,3,1,3862,14,34457,42,0.0,0.2,Cédric,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,558,206,546,206,527,199,561,206,,,,,,
5,,,59966,0,0,-3,3,0,4,2.7,2.2,0,Alexandre,1.7,6,False,,,82,59966.jpg,3.2,Lacazette,2.7,False,,a,1,3,39,313848,2761,457495,793,0.2,4.8,Lacazette,747,4,0,2,8,0,0,0,2,0,0,5,131,187.8,126.5,318.0,63.0,140,15,127,17,41,20,57,17,,,,,3.0,
6,100.0,100.0,69140,0,0,0,0,0,2,1.1,0.6,0,Shkodran,0.1,7,False,,2020-08-15T10:00:11.331812Z,50,69140.jpg,1.0,Mustafi,0.0,False,,a,1,3,3,12450,64,12282,31,0.0,0.6,Mustafi,45,0,0,0,1,0,0,0,0,0,0,0,16,11.6,1.0,0.0,1.3,407,159,404,157,579,214,425,161,,,,,,
7,,,80201,0,0,-1,1,2,1,3.3,2.8,0,Bernd,2.3,8,False,,,49,80201.jpg,3.6,Leno,7.2,False,,a,1,3,54,458368,5866,566808,2851,0.5,11.0,Leno,1350,0,0,3,19,0,1,0,0,0,36,6,267,313.2,0.0,0.0,31.4,43,13,581,60,570,59,199,13,,,,,,
8,100.0,100.0,84450,0,0,-3,3,0,3,2.3,1.8,0,Granit,1.3,9,False,,2020-12-13T22:30:16.182130Z,52,84450.jpg,2.0,Xhaka,0.4,False,,a,1,3,22,26291,341,62769,142,0.2,4.2,Xhaka,814,1,0,2,12,0,0,0,2,1,0,1,106,137.8,54.5,49.0,24.1,198,78,220,130,229,120,245,116,,,1.0,,,
9,100.0,100.0,92371,0,0,-1,1,0,2,1.1,0.6,0,Pablo,0.1,10,False,,2020-08-15T10:00:11.357231Z,44,92371.jpg,1.0,Marí,0.0,False,,a,1,3,1,3280,305,1349,51,0.0,0.2,Marí,90,0,0,0,1,0,0,0,1,0,0,0,5,14.0,0.1,0.0,1.4,398,155,423,168,477,189,423,159,,,,,,
10,100.0,100.0,98745,0,0,1,-1,2,2,1.6,1.1,0,Héctor,0.6,11,False,,2020-12-13T22:30:16.198432Z,51,98745.jpg,3.6,Bellerín,5.3,False,,a,1,3,47,754448,5370,741173,2809,0.1,9.2,Bellerín,1137,0,3,3,16,0,0,0,5,0,0,9,228,191.4,211.2,97.0,50.1,136,55,57,14,153,29,95,19,,,,,,
11,100.0,100.0,101184,0,0,0,0,0,2,1.0,0.5,0,Calum,0.0,13,False,,2020-08-15T10:00:11.386295Z,45,101184.jpg,0.0,Chambers,0.0,False,,a,1,3,0,1136,37,1427,16,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534,204,519,204,500,197,537,204,,,,,,
12,100.0,100.0,111457,0,0,-2,2,0,2,1.0,0.5,0,Sead,0.0,14,False,,2020-12-10T18:00:18.217079Z,48,111457.jpg,2.0,Kolasinac,0.1,False,,a,1,3,2,5148,21,19665,26,0.0,0.4,Kolasinac,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4.0,1.3,427,163,369,134,371,141,424,160,,,6.0,,,
13,,,154043,0,0,-4,4,0,2,2.1,1.6,0,Ainsley,1.1,15,False,,,46,154043.jpg,2.2,Maitland-Niles,0.8,False,,a,1,3,18,53137,274,141824,329,0.2,3.9,Maitland-Niles,384,0,1,1,6,0,0,0,0,0,0,1,85,63.2,39.3,15.0,11.8,308,119,255,69,318,115,328,116,,,,,,
14,100.0,100.0,156074,0,0,-1,1,0,2,1.9,1.4,0,Rob,0.9,16,False,,2020-10-17T22:30:19.025474Z,44,156074.jpg,2.2,Holding,1.5,False,,a,1,3,27,232873,3290,239020,823,0.2,6.1,Holding,1035,0,0,3,14,1,0,0,2,0,0,0,180,208.8,9.9,47.0,26.5,113,44,357,127,236,67,223,68,,,,,,
15,100.0,100.0,192895,0,0,-2,2,0,2,2.3,1.8,0,Kieran,1.3,17,False,,2020-10-14T10:30:19.613747Z,53,192895.jpg,2.5,Tierney,4.3,False,,a,1,3,35,174950,4217,653618,1172,0.2,6.6,Tierney,1250,0,1,3,18,0,0,0,3,0,0,0,230,206.2,238.7,92.0,53.7,114,45,44,10,163,32,83,15,,,,,,
16,100.0,100.0,195735,0,0,-4,4,0,3,2.6,2.1,0,Nicolas,1.6,18,False,,2020-11-22T18:30:18.803078Z,76,195735.jpg,2.0,Pépé,0.7,False,,a,1,3,22,29014,272,140807,250,0.2,2.9,Pépé,450,2,0,0,10,0,0,0,0,1,0,1,68,84.6,45.0,151.0,27.9,267,113,245,143,96,51,218,102,2.0,,3.0,,2.0,
17,0.0,0.0,198849,0,0,-3,3,0,3,0.0,0.0,0,Lucas,0.0,19,False,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,198849.jpg,0.0,Torreira,0.1,False,,n,1,3,0,3449,1,17194,11,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,566,225,557,226,543,219,569,225,,,,,,
18,,,200089,0,0,-3,3,0,3,1.6,1.1,0,Joseph,0.6,20,False,,,47,200089.jpg,1.0,Willock,0.1,False,,a,1,3,5,3946,38,8688,30,0.1,1.1,Willock,220,0,0,0,3,0,0,0,1,0,0,0,15,21.2,29.4,46.0,9.7,376,162,282,156,240,126,337,151,,,,,,
19,100.0,100.0,200641,0,0,-4,4,0,3,1.1,0.6,0,Reiss,0.1,21,False,,2020-12-10T18:00:18.250168Z,51,200641.jpg,1.0,Nelson,0.0,False,,a,1,3,2,1604,13,5833,6,0.0,0.4,Nelson,70,0,0,0,0,0,0,0,0,0,0,0,2,4.2,9.7,10.0,2.4,426,184,359,176,339,161,410,180,5.0,,,,,
20,,,205533,0,0,-5,5,0,4,2.4,1.9,0,Edward,1.4,22,False,,,55,205533.jpg,2.1,Nketiah,0.5,False,,a,1,3,25,41273,199,135740,265,0.3,4.5,Nketiah,307,1,1,0,6,0,0,0,0,0,0,4,80,74.4,58.3,116.0,24.6,286,34,208,35,131,39,243,38,,,,,,
21,100.0,100.0,209289,0,0,-1,1,0,3,1.9,1.4,0,Emile,0.9,23,False,,2020-09-11T11:00:08.673059Z,44,209289.jpg,6.0,Smith Rowe,0.3,False,,a,1,3,6,25743,1007,22502,346,0.2,1.4,Smith Rowe,64,0,1,1,0,0,0,0,0,0,0,0,11,19.2,23.9,4.0,4.7,382,165,298,161,366,171,385,172,,,,,,
22,100.0,100.0,223340,1,-1,-3,3,1,3,4.3,3.8,0,Bukayo,3.3,24,False,,2020-11-22T18:30:18.841364Z,52,223340.jpg,3.2,Saka,3.8,False,,a,1,3,42,288218,11732,531570,1948,0.6,8.1,Saka,1083,2,1,2,15,1,0,0,0,0,0,4,148,185.0,205.1,407.0,79.7,146,54,62,42,23,13,36,23,4.0,,,,,
