index,ID,Name,Team,Pos,price,gw,xp,xmin,rp,rmin,games
326,326,Perri,Leeds,G,4.5,2,0.04,0.91,0.0,0.0,0.0
385,385,Trafford,Leeds,G,5.0,2,3.31,89.09,3.0,90.0,1.0
350,350,A.Becker,Liverpool,G,5.5,2,3.89,89.09,0.0,90.0,1.0
351,351,Mamardashvili,Liverpool,G,5.0,2,0.04,0.91,0.0,0.0,0.0
352,352,Woodman,Liverpool,G,4.0,2,0.0,0.0,0.0,0.0,0.0
353,353,Pecsi,Liverpool,G,4.0,2,0.0,0.0,0.0,0.0,0.0
354,354,Jaros,Liverpool,G,4.0,2,0.0,0.0,0.0,0.0,0.0
355,355,Davies,Liverpool,G,4.0,2,0.0,0.0,0.0,0.0,0.0
384,384,Donnarumma,Man City,G,5.5,2,3.58,89.09,0.0,90.0,1.0
386,386,Bettinelli,Man City,G,4.5,2,0.0,0.0,0.0,0.0,0.0
587,587,Rulli,Man City,G,5.0,2,0.05,0.92,0.0,0.0,0.0
325,325,Darlow,Man Utd,G,4.5,2,0.05,0.91,0.0,0.0,0.0
412,412,Lammens,Man Utd,G,5.0,2,3.79,89.09,2.0,90.0,1.0
413,413,Bayindir,Man Utd,G,4.5,2,0.0,0.0,0.0,0.0,0.0
414,414,Heaton,Man Utd,G,4.0,2,0.0,0.0,0.0,0.0,0.0
442,442,Pope,Newcastle,G,5.0,2,0.0,0.0,0.0,0.0,0.0
443,443,Gillespie,Newcastle,G,4.5,2,0.0,0.0,0.0,0.0,0.0
444,444,Jaouen,Newcastle,G,4.5,2,0.06,1.65,0.0,0.0,0.0
567,567,Horníček,Newcastle,G,5.0,2,3.01,88.48,7.0,90.0,1.0
467,467,Sels,Nott'm Forest,G,5.0,2,2.58,89.1,1.0,90.0,1.0
468,468,John,Nott'm Forest,G,4.5,2,0.02,0.27,0.0,0.0,0.0
590,590,Benda,Nott'm Forest,G,4.5,2,0.0,0.0,0.0,0.0,0.0
494,494,Vicario,Spurs,G,4.5,2,0.0,0.0,0.0,0.0,0.0
495,495,Austin,Spurs,G,4.0,2,0.0,0.0,0.0,0.0,0.0
496,496,Kinsky,Spurs,G,4.5,2,3.08,88.18,1.0,90.0,1.0
497,497,Dubravka,Spurs,G,4.0,2,0.07,1.81,0.0,0.0,0.0
529,529,Roefs,Sunderland,G,5.0,2,3.63,89.99,6.0,90.0,1.0
530,530,Patterson,Sunderland,G,4.0,2,0.0,0.0,0.0,0.0,0.0
531,531,Ellborg,Sunderland,G,4.5,2,0.01,0.01,0.0,0.0,0.0
4,4,Gabriel,Arsenal,D,8.0,2,4.94,87.75,0.0,0.0,0.0
5,5,J.Timber,Arsenal,D,6.5,2,0.0,0.0,0.0,0.0,0.0
6,6,Saliba,Arsenal,D,6.0,2,0.0,0.0,0.0,0.0,0.0
8,8,Calafiori,Arsenal,D,5.6,2,4.19,75.15,0.0,0.0,0.0
9,9,Hincapie,Arsenal,D,5.4,2,0.72,16.5,0.0,0.0,0.0
10,10,White,Arsenal,D,5.5,2,4.45,79.8,0.0,0.0,0.0
11,11,Mosquera,Arsenal,D,5.5,2,3.31,61.5,0.0,0.0,0.0
31,31,Konsa,Arsenal,D,4.5,2,1.74,34.05,0.0,0.0,0.0
30,30,Digne,Aston Villa,D,4.5,2,0.0,0.0,0.0,0.0,0.0
32,32,Cash,Aston Villa,D,4.5,2,1.89,71.7,0.0,0.0,0.0
33,33,Mings,Aston Villa,D,4.5,2,0.77,23.85,0.0,0.0,0.0
34,34,Pau,Aston Villa,D,4.5,2,1.84,72.3,0.0,0.0,0.0
36,36,Maatsen,Aston Villa,D,4.5,2,2.45,75.75,0.0,0.0,0.0
37,37,Lindelöf,Aston Villa,D,4.5,2,2.09,79.95,0.0,0.0,0.0
38,38,A.García,Aston Villa,D,4.0,2,0.0,0.0,0.0,0.0,0.0
39,39,Nedeljkovic,Aston Villa,D,4.0,2,0.0,0.0,0.0,0.0,0.0
596,596,Ruggeri,Aston Villa,D,4.5,2,0.66,12.82,0.0,0.0,0.0
606,606,Rowe,Aston Villa,D,4.0,2,0.0,0.0,0.0,0.0,0.0
611,611,Wan-Bissaka,Aston Villa,D,4.5,2,0.76,20.11,0.0,0.0,0.0
60,60,Hill,Bournemouth,D,5.5,2,4.71,84.15,4.0,90.0,1.0
61,61,Truffert,Bournemouth,D,5.5,2,4.39,87.93,4.0,90.0,1.0
62,62,Diakité,Bournemouth,D,5.0,2,0.6,12.45,0.0,0.0,0.0
63,63,Milosavljević,Bournemouth,D,5.0,2,0.0,0.0,0.0,0.0,0.0
64,64,Smith,Bournemouth,D,4.5,2,1.79,42.9,1.0,90.0,1.0
65,65,J.Araujo,Bournemouth,D,4.5,2,0.0,0.0,0.0,0.0,0.0
66,66,Soler,Bournemouth,D,4.0,2,0.2,2.09,0.0,0.0,0.0
566,566,Silva,Bournemouth,D,5.0,2,4.47,83.1,4.0,90.0,1.0
573,573,Sanchez,Bournemouth,D,4.5,2,2.31,46.95,0.0,0.0,0.0
84,84,Collins,Brentford,D,5.5,2,4.13,88.35,3.0,90.0,1.0
85,85,Van den Berg,Brentford,D,5.0,2,0.0,0.0,0.0,0.0,0.0
87,87,Ajer,Brentford,D,4.5,2,3.85,82.5,3.0,90.0,1.0
88,88,Kayode,Brentford,D,4.6,2,3.32,86.49,2.0,87.0,1.0
89,89,Henry,Brentford,D,4.5,2,0.84,10.62,1.0,2.0,1.0
90,90,Hickey,Brentford,D,4.5,2,0.63,6.7,1.0,2.0,1.0
92,92,Ji-soo,Brentford,D,4.5,2,0.0,0.0,0.0,0.0,0.0
93,93,Schuster,Brentford,D,4.5,2,0.67,14.8,0.0,0.0,0.0
113,113,F.Kadıoğlu,Brighton,D,4.5,2,2.0,73.95,0.0,90.0,1.0
114,114,Boscagli,Brighton,D,4.5,2,2.1,66.15,-1.0,90.0,1.0
115,115,De Cuyper,Brighton,D,4.6,2,3.46,76.5,0.0,90.0,1.0
116,116,Dunk,Brighton,D,4.5,2,1.31,46.05,-1.0,90.0,1.0
117,117,Coppola,Brighton,D,4.5,2,0.08,0.04,0.0,0.0,0.0
118,118,Igor,Brighton,D,4.5,2,0.0,0.0,0.0,0.0,0.0
119,119,Costinha,Brighton,D,4.5,2,0.62,10.1,0.0,10.0,1.0
120,120,Svoboda,Brighton,D,5.0,2,0.38,1.77,0.0,0.0,0.0
130,130,Wieffer,Brighton,D,5.0,2,2.82,82.8,0.0,79.0,1.0
328,328,Struijk,Brighton,D,5.0,2,0.77,16.8,0.0,0.0,0.0
504,504,Vuskovic,Brighton,D,5.0,2,2.59,70.5,0.0,90.0,1.0
614,614,Hadjam,Brighton,D,4.5,2,0.5,4.0,0.0,0.0,0.0
142,142,James,Chelsea,D,5.5,2,3.6,72.15,1.0,22.0,1.0
143,143,Chalobah,Chelsea,D,5.5,2,0.0,0.0,0.0,0.0,0.0
144,144,Gusto,Chelsea,D,5.0,2,2.64,54.15,1.0,90.0,1.0
145,145,Fofana,Chelsea,D,5.0,2,3.37,70.2,0.0,67.0,1.0
146,146,B.Badiashile,Chelsea,D,4.5,2,0.0,0.0,0.0,0.0,0.0
147,147,Tosin,Chelsea,D,4.5,2,0.14,2.1,0.0,0.0,0.0
148,148,Hato,Chelsea,D,4.5,2,1.45,33.3,4.0,90.0,1.0
149,149,Colwill,Chelsea,D,5.0,2,3.21,80.1,1.0,71.0,1.0
150,150,M.Sarr,Chelsea,D,4.5,2,0.0,0.0,0.0,0.0,0.0
151,151,Acheampong,Chelsea,D,4.5,2,0.26,3.92,1.0,22.0,1.0
152,152,Palestra,Chelsea,D,5.5,2,0.65,11.7,0.0,0.0,0.0
200,200,Lacroix,Chelsea,D,6.0,2,3.84,79.8,1.0,90.0,1.0
561,561,Anselmino,Chelsea,D,4.5,2,0.0,0.0,0.0,0.0,0.0
583,583,Chavarria,Chelsea,D,5.0,2,1.19,22.06,1.0,18.0,1.0
91,91,Pinnock,Coventry City,D,4.5,2,0.0,0.0,1.0,12.0,1.0
173,173,Thomas,Coventry City,D,4.0,2,4.22,81.15,8.0,77.0,1.0
174,174,Kitching,Coventry City,D,4.0,2,0.59,6.92,0.0,0.0,0.0
175,175,van Ewijk,Coventry City,D,4.0,2,4.45,87.96,2.0,90.0,1.0
176,176,Dasilva,Coventry City,D,4.0,2,3.75,79.65,2.0,90.0,1.0
177,177,Kesler-Hayden,Coventry City,D,4.0,2,0.5,7.72,0.0,0.0,0.0
178,178,Bidwell,Coventry City,D,4.0,2,0.14,1.76,0.0,0.0,0.0
179,179,Latibeaudiere,Coventry City,D,4.0,2,0.2,0.7,0.0,0.0,0.0
180,180,Woolfenden,Coventry City,D,4.0,2,0.23,1.56,0.0,0.0,0.0
181,181,Brau,Coventry City,D,4.0,2,0.0,0.0,0.0,0.0,0.0
182,182,Amenda,Coventry City,D,4.0,2,4.14,85.8,1.0,90.0,1.0
153,153,Disasi,Crystal Palace,D,4.5,2,0.0,0.0,1.0,16.0,1.0
201,201,Muñoz,Crystal Palace,D,5.5,2,2.19,62.4,0.0,0.0,0.0
202,202,Richards,Crystal Palace,D,5.0,2,2.93,87.9,0.0,90.0,1.0
203,203,Canvot,Crystal Palace,D,5.0,2,2.99,87.9,0.0,90.0,1.0
204,204,Mitchell,Crystal Palace,D,4.5,2,2.49,83.4,0.0,90.0,1.0
205,205,Sosa,Crystal Palace,D,4.5,2,0.2,0.3,0.0,0.0,0.0
206,206,Chadi Riad,Crystal Palace,D,4.5,2,0.0,0.0,0.0,0.0,0.0
207,207,Mingueza,Crystal Palace,D,4.5,2,1.14,33.45,1.0,15.0,1.0
220,220,Cardines,Crystal Palace,D,4.5,2,0.0,0.0,0.0,0.0,0.0
577,577,Tomiyasu,Crystal Palace,D,4.5,2,1.93,59.1,1.0,73.0,1.0
588,588,Khalaili,Crystal Palace,D,5.0,2,0.93,19.88,2.0,74.0,1.0
229,229,Tarkowski,Everton,D,6.0,2,3.61,87.45,12.0,90.0,1.0
230,230,Branthwaite,Everton,D,5.5,2,3.13,82.05,4.0,90.0,1.0
231,231,Keane,Everton,D,5.0,2,0.62,10.05,0.0,0.0,0.0
232,232,O'Brien,Everton,D,5.0,2,1.23,35.52,0.0,0.0,0.0
233,233,Mykolenko,Everton,D,4.5,2,2.69,81.75,4.0,90.0,1.0
234,234,Patterson,Everton,D,4.5,2,0.16,0.08,0.0,0.0,0.0
235,235,Aznou,Everton,D,4.0,2,0.0,0.0,0.0,0.0,0.0
253,253,Andersen,Fulham,D,5.0,2,3.6,76.2,1.0,90.0,1.0
254,254,Robinson,Fulham,D,4.5,2,3.52,78.0,2.0,90.0,1.0
255,255,J.Cuenca,Fulham,D,4.5,2,0.71,13.94,0.0,0.0,0.0
256,256,Tete,Fulham,D,4.5,2,0.73,17.0,0.0,0.0,0.0
257,257,Bassey,Fulham,D,4.5,2,3.13,85.35,2.0,90.0,1.0
258,258,Castagne,Fulham,D,4.5,2,2.93,74.25,6.0,67.0,1.0
269,269,Sessegnon,Fulham,D,4.5,2,1.29,21.87,1.0,22.0,1.0
610,610,De Fougerolles,Fulham,D,4.0,2,0.46,4.95,0.0,0.0,0.0
277,277,Egan,Hull City,D,4.0,2,3.47,86.85,9.0,90.0,1.0
278,278,Hughes,Hull City,D,4.0,2,0.0,0.0,0.0,0.0,0.0
279,279,Ajayi,Hull City,D,4.0,2,2.12,56.25,6.0,90.0,1.0
280,280,Coyle,Hull City,D,4.0,2,2.12,64.05,0.0,45.0,1.0
281,281,Drameh,Hull City,D,4.0,2,0.89,24.0,1.0,45.0,1.0
282,282,Giles,Hull City,D,4.0,2,2.79,79.35,6.0,90.0,1.0
283,283,Jacob,Hull City,D,4.0,2,0.06,0.24,0.0,0.0,0.0
284,284,McCarthy,Hull City,D,4.0,2,0.17,3.72,0.0,0.0,0.0
285,285,McNair,Hull City,D,4.0,2,0.36,7.95,0.0,0.0,0.0
556,556,Targett,Hull City,D,4.0,2,0.63,9.9,0.0,0.0,0.0
585,585,Herrington,Hull City,D,4.0,2,0.64,11.11,1.0,31.0,1.0
586,586,Mendy,Hull City,D,4.0,2,2.93,69.75,1.0,58.0,1.0
259,259,Diop,Ipswich Town,D,4.0,2,2.2,82.5,2.0,90.0,1.0
303,303,Kipré,Ipswich Town,D,4.0,2,0.27,2.2,0.0,0.0,0.0
304,304,O'Shea,Ipswich Town,D,4.0,2,2.48,88.05,0.0,90.0,1.0
305,305,Davis,Ipswich Town,D,4.0,2,2.04,85.05,6.0,90.0,1.0
306,306,Greaves,Ipswich Town,D,4.0,2,1.71,54.3,-1.0,90.0,1.0
307,307,Johnson,Ipswich Town,D,4.0,2,0.3,0.15,0.0,0.0,0.0
308,308,Furlong,Ipswich Town,D,4.0,2,0.28,1.65,1.0,17.0,1.0
592,592,Ouattara,Ipswich Town,D,4.0,2,1.2,46.05,1.0,17.0,1.0
327,327,Bijol,Leeds,D,5.0,2,3.93,81.3,1.0,45.0,1.0
329,329,Rodon,Leeds,D,4.5,2,3.17,81.9,1.0,33.0,1.0
330,330,Bogle,Leeds,D,4.5,2,3.51,81.6,2.0,67.0,1.0
331,331,Gudmundsson,Leeds,D,4.5,2,0.88,20.55,0.0,0.0,0.0
332,332,Justin,Leeds,D,4.5,2,3.6,79.8,2.0,90.0,1.0
333,333,Bornauw,Leeds,D,4.5,2,0.0,0.0,0.0,0.0,0.0
334,334,Muharemović,Leeds,D,5.0,2,3.77,84.0,4.0,90.0,1.0
598,598,Elvedi,Leeds,D,4.5,2,0.5,9.35,1.0,56.0,1.0
603,603,Lienou,Leeds,D,4.0,2,0.0,0.0,0.0,0.0,0.0
356,356,Virgil,Liverpool,D,6.5,2,4.42,87.75,1.0,90.0,1.0
357,357,Frimpong,Liverpool,D,5.5,2,4.7,76.65,1.0,70.0,1.0
358,358,Kerkez,Liverpool,D,5.5,2,4.12,83.52,1.0,70.0,1.0
359,359,Gomez,Liverpool,D,5.0,2,0.0,0.0,0.0,0.0,0.0
360,360,Bradley,Liverpool,D,5.0,2,0.0,0.0,0.0,0.0,0.0
361,361,Lucky,Liverpool,D,4.0,2,0.0,0.0,0.0,0.0,0.0
362,362,Jacquet,Liverpool,D,5.0,2,3.77,78.9,3.0,76.0,1.0
363,363,Leoni,Liverpool,D,4.0,2,0.0,0.0,0.0,0.0,0.0
364,364,Tsimikas,Liverpool,D,5.0,2,0.38,6.75,1.0,19.0,1.0
365,365,Ramsay,Liverpool,D,4.0,2,0.0,0.0,0.0,0.0,0.0
579,579,Araujo,Liverpool,D,5.5,2,1.09,22.95,0.0,13.0,1.0
387,387,O'Reilly,Man City,D,6.5,2,3.67,70.95,2.0,88.0,1.0
388,388,Guéhi,Man City,D,6.0,2,3.49,70.65,2.0,90.0,1.0
389,389,Matheus N.,Man City,D,6.0,2,1.35,29.15,0.0,0.0,0.0
390,390,Rúben,Man City,D,5.5,2,3.19,74.7,2.0,90.0,1.0
391,391,Gvardiol,Man City,D,5.5,2,4.05,81.75,5.0,74.0,1.0
392,392,Aït-Nouri,Man City,D,5.5,2,2.14,35.1,0.0,0.0,0.0
393,393,Khusanov,Man City,D,5.5,2,2.04,47.4,2.0,88.0,1.0
394,394,Alleyne,Man City,D,5.0,2,0.0,0.0,0.0,0.0,0.0
395,395,Lewis,Man City,D,4.5,2,1.27,29.07,0.0,0.0,0.0
396,396,Vitor Reis,Man City,D,4.5,2,0.0,0.0,1.0,1.0,1.0
416,416,De Ligt,Man Utd,D,5.0,2,0.0,0.0,0.0,0.0,0.0
417,417,Dalot,Man Utd,D,5.0,2,2.3,44.55,2.0,73.0,1.0
418,418,Maguire,Man Utd,D,5.0,2,4.36,83.1,4.0,90.0,1.0
419,419,Martinez,Man Utd,D,5.0,2,2.17,43.35,1.0,90.0,1.0
420,420,Yoro,Man Utd,D,5.0,2,0.65,14.32,1.0,16.0,1.0
421,421,Heaven,Man Utd,D,4.5,2,1.87,39.0,0.0,0.0,0.0
422,422,Mazraoui,Man Utd,D,4.5,2,2.77,53.1,1.0,17.0,1.0
423,423,Shaw,Man Utd,D,4.5,2,3.89,79.35,2.0,72.0,1.0
424,424,Amass,Man Utd,D,4.0,2,0.1,1.17,0.0,0.0,0.0
425,425,Fredricson,Man Utd,D,4.0,2,0.0,0.0,0.0,0.0,0.0
445,445,Thiaw,Newcastle,D,5.0,2,3.43,87.0,6.0,90.0,1.0
446,446,Schär,Newcastle,D,5.0,2,0.73,6.6,0.0,0.0,0.0
447,447,Botman,Newcastle,D,5.0,2,3.78,85.95,5.0,90.0,1.0
448,448,Burn,Newcastle,D,5.0,2,0.0,0.0,0.0,0.0,0.0
449,449,Hall,Newcastle,D,5.0,2,3.27,85.8,11.0,90.0,1.0
450,450,Livramento,Newcastle,D,5.0,2,0.47,13.14,0.0,0.0,0.0
451,451,A.Murphy,Newcastle,D,4.0,2,0.0,0.0,0.0,0.0,0.0
593,593,Dedić,Newcastle,D,4.5,2,2.86,74.7,11.0,90.0,1.0
609,609,Shahar,Newcastle,D,4.0,2,0.0,0.0,0.0,0.0,0.0
469,469,N.Williams,Nott'm Forest,D,5.0,2,2.97,87.96,6.0,90.0,1.0
470,470,Morato,Nott'm Forest,D,5.0,2,0.42,9.84,0.0,0.0,0.0
471,471,Milenković,Nott'm Forest,D,5.5,2,2.75,87.9,3.0,90.0,1.0
472,472,Murillo,Nott'm Forest,D,5.5,2,3.05,84.15,1.0,90.0,1.0
473,473,Aina,Nott'm Forest,D,4.5,2,2.39,82.36,0.0,85.0,1.0
474,474,Jair Cunha,Nott'm Forest,D,4.5,2,1.09,32.55,1.0,90.0,1.0
475,475,Savona,Nott'm Forest,D,4.5,2,0.15,1.62,0.0,0.0,0.0
476,476,O.Richards,Nott'm Forest,D,4.0,2,0.0,0.0,0.0,0.0,0.0
477,477,Abbott,Nott'm Forest,D,4.0,2,0.0,0.0,0.0,0.0,0.0
478,478,Netz,Nott'm Forest,D,4.5,2,0.4,2.16,1.0,4.0,1.0
479,479,Bindon,Nott'm Forest,D,4.0,2,0.0,0.0,0.0,0.0,0.0
581,581,Diomande,Nott'm Forest,D,5.5,2,1.81,55.8,0.0,0.0,0.0
112,112,Van Hecke,Spurs,D,5.0,2,3.66,84.6,1.0,90.0,1.0
498,498,Senesi,Spurs,D,6.0,2,1.11,24.39,0.0,0.0,0.0
499,499,Pedro Porro,Spurs,D,5.5,2,3.85,85.35,1.0,90.0,1.0
500,500,Romero,Spurs,D,5.0,2,0.0,0.0,0.0,0.0,0.0
501,501,Danso,Spurs,D,5.0,2,0.53,4.1,0.0,0.0,0.0
502,502,Robertson,Spurs,D,4.5,2,2.91,70.2,2.0,67.0,1.0
503,503,Van de Ven,Spurs,D,5.0,2,2.67,77.4,0.0,90.0,1.0
505,505,Spence,Spurs,D,4.5,2,0.0,0.0,0.0,0.0,0.0
506,506,Udogie,Spurs,D,4.5,2,1.08,15.93,1.0,22.0,1.0
507,507,Phillips,Spurs,D,4.5,2,0.0,0.0,0.0,0.0,0.0
508,508,Davies,Spurs,D,4.0,2,0.07,0.53,0.0,0.0,0.0
509,509,Byfield,Spurs,D,4.0,2,0.0,0.0,0.0,0.0,0.0
510,510,Rowswell,Spurs,D,4.0,2,0.0,0.0,0.0,0.0,0.0
511,511,Souza,Spurs,D,4.0,2,0.23,2.61,0.0,0.0,0.0
532,532,Ballard,Sunderland,D,5.0,2,4.36,82.05,6.0,90.0,1.0
533,533,Mukiele,Sunderland,D,5.5,2,3.11,65.25,11.0,90.0,1.0
534,534,Hume,Sunderland,D,4.5,2,3.66,76.2,6.0,90.0,1.0
535,535,Alderete,Sunderland,D,5.0,2,3.71,77.55,0.0,0.0,0.0
536,536,Reinildo,Sunderland,D,4.5,2,3.26,77.55,6.0,90.0,1.0
537,537,Seelt,Sunderland,D,4.5,2,0.26,4.38,0.0,0.0,0.0
538,538,Hjelde,Sunderland,D,4.0,2,0.0,0.0,0.0,0.0,0.0
539,539,O'Nien,Sunderland,D,4.0,2,0.6,12.06,0.0,0.0,0.0
540,540,Masuaku,Sunderland,D,4.0,2,0.0,0.0,0.0,0.0,0.0
541,541,Meunier,Sunderland,D,4.5,2,0.91,14.9,7.0,90.0,1.0
612,612,Methalie,Sunderland,D,4.5,2,0.0,0.0,0.0,0.0,0.0
7,7,Lewis-Skelly,Arsenal,M,5.5,2,2.19,59.4,0.0,0.0,0.0
12,12,Saka,Arsenal,M,9.5,2,5.75,77.85,0.0,0.0,0.0
13,13,Rice,Arsenal,M,7.5,2,3.91,76.8,0.0,0.0,0.0
14,14,Eze,Arsenal,M,6.5,2,1.21,17.54,0.0,0.0,0.0
15,15,Ødegaard,Arsenal,M,6.6,2,4.14,75.45,0.0,0.0,0.0
16,16,Madueke,Arsenal,M,6.4,2,0.97,14.6,0.0,0.0,0.0
17,17,Merino,Arsenal,M,6.0,2,0.93,5.76,0.0,0.0,0.0
18,18,Martinelli,Arsenal,M,6.4,2,0.0,0.0,0.0,0.0,0.0
19,19,Zubimendi,Arsenal,M,5.5,2,1.15,18.54,0.0,0.0,0.0
20,20,Dowman,Arsenal,M,5.4,2,0.19,2.1,0.0,0.0,0.0
22,22,Nwaneri,Arsenal,M,5.5,2,0.1,0.3,0.0,0.0,0.0
23,23,Fábio Vieira,Arsenal,M,5.5,2,0.0,0.0,0.0,0.0,0.0
24,24,Nelson,Arsenal,M,5.5,2,0.0,0.0,0.0,0.0,0.0
452,452,Bruno G.,Arsenal,M,6.9,2,1.33,26.25,0.0,0.0,0.0
557,557,Tzolis,Arsenal,M,6.5,2,4.41,76.95,0.0,0.0,0.0
35,35,Bogarde,Aston Villa,M,5.0,2,1.57,51.15,0.0,0.0,0.0
41,41,Buendía,Aston Villa,M,6.0,2,3.59,75.9,0.0,0.0,0.0
44,44,Bailey,Aston Villa,M,5.5,2,0.0,0.0,0.0,0.0,0.0
45,45,McGinn,Aston Villa,M,5.5,2,3.1,77.85,0.0,0.0,0.0
46,46,Barkley,Aston Villa,M,5.0,2,2.83,69.3,0.0,0.0,0.0
47,47,Kamara,Aston Villa,M,5.0,2,2.75,81.75,0.0,0.0,0.0
48,48,Onana,Aston Villa,M,5.0,2,0.0,0.0,0.0,0.0,0.0
49,49,Iling Jr,Aston Villa,M,5.0,2,0.0,0.0,0.0,0.0,0.0
50,50,Burrowes,Aston Villa,M,4.5,2,0.0,0.0,0.0,0.0,0.0
51,51,George Hemmings,Aston Villa,M,4.5,2,1.32,36.0,0.0,0.0,0.0
52,52,Alysson,Aston Villa,M,5.0,2,0.5,12.0,0.0,0.0,0.0
53,53,Manzambi,Aston Villa,M,6.0,2,0.0,0.0,0.0,0.0,0.0
54,54,Gomes,Aston Villa,M,5.5,2,0.0,0.0,0.0,0.0,0.0
160,160,Garnacho,Aston Villa,M,6.0,2,2.61,57.0,0.0,0.0,0.0
607,607,Lynch,Aston Villa,M,4.5,2,0.0,0.0,0.0,0.0,0.0
67,67,Rayan,Bournemouth,M,6.5,2,3.99,81.6,2.0,90.0,1.0
68,68,Tavernier,Bournemouth,M,6.0,2,4.67,83.79,1.0,90.0,1.0
69,69,Scott,Bournemouth,M,6.0,2,4.25,84.0,12.0,86.0,1.0
70,70,Kluivert,Bournemouth,M,6.0,2,4.26,74.55,3.0,80.0,1.0
71,71,Cook,Bournemouth,M,5.0,2,1.4,21.96,3.0,68.0,1.0
72,72,Gannon-Doak,Bournemouth,M,5.0,2,0.59,10.04,0.0,0.0,0.0
73,73,Adams,Bournemouth,M,5.0,2,2.66,60.45,1.0,21.0,1.0
74,74,Brooks,Bournemouth,M,5.0,2,0.44,7.8,1.0,9.0,1.0
75,75,Christie,Bournemouth,M,5.0,2,1.05,12.02,1.0,3.0,1.0
76,76,Tóth.A,Bournemouth,M,5.0,2,0.72,13.62,0.0,0.0,0.0
77,77,Adli,Bournemouth,M,5.0,2,0.0,0.0,0.0,0.0,0.0
78,78,Kroupi.Jr,Bournemouth,M,7.5,2,0.0,0.0,0.0,0.0,0.0
86,86,Lewis-Potter,Brentford,M,5.5,2,2.91,73.5,6.0,87.0,1.0
94,94,Schade,Brentford,M,6.0,2,3.92,77.1,10.0,87.0,1.0
95,95,O.Dango,Brentford,M,6.5,2,3.83,75.6,1.0,29.0,1.0
96,96,Damsgaard,Brentford,M,5.5,2,1.21,21.59,3.0,68.0,1.0
97,97,Jensen,Brentford,M,5.5,2,2.72,68.85,0.0,0.0,0.0
98,98,Janelt,Brentford,M,5.0,2,2.78,70.05,1.0,90.0,1.0
99,99,Milambo,Brentford,M,5.0,2,0.0,0.0,0.0,0.0,0.0
100,100,Carvalho,Brentford,M,5.0,2,0.5,0.25,0.0,0.0,0.0
102,102,Yarmoliuk,Brentford,M,5.0,2,1.27,26.48,1.0,21.0,1.0
103,103,Dasilva,Brentford,M,5.0,2,0.0,0.0,0.0,0.0,0.0
105,105,Anthony,Brentford,M,6.0,2,1.14,21.25,2.0,60.0,1.0
565,565,M.Sangaré,Brentford,M,5.6,2,4.0,83.7,4.0,90.0,1.0
121,121,Mitoma,Brighton,M,6.0,2,0.0,0.0,0.0,0.0,0.0
122,122,Minteh,Brighton,M,6.0,2,0.0,0.0,0.0,0.0,0.0
123,123,Hinshelwood,Brighton,M,6.0,2,0.0,0.0,0.0,0.0,0.0
124,124,Groß,Brighton,M,5.5,2,3.64,88.0,13.0,90.0,1.0
126,126,O'Riley,Brighton,M,5.5,2,0.0,0.0,0.0,0.0,0.0
127,127,Gomez,Brighton,M,5.0,2,3.46,76.8,5.0,90.0,1.0
128,128,Buonanotte,Brighton,M,5.0,2,0.0,0.0,0.0,0.0,0.0
129,129,Ayari,Brighton,M,5.5,2,3.19,83.1,0.0,0.0,0.0
132,132,Howell,Brighton,M,4.5,2,0.0,0.0,0.0,0.0,0.0
133,133,Watson,Brighton,M,5.0,2,0.0,0.0,0.0,0.0,0.0
134,134,Oriola,Brighton,M,4.5,2,0.0,0.0,0.0,0.0,0.0
135,135,Yohanna,Brighton,M,5.0,2,1.07,27.3,0.0,0.0,0.0
600,600,Osman,Brighton,M,5.0,2,0.78,16.59,1.0,16.0,1.0
605,605,Yalcouyé,Brighton,M,4.5,2,0.96,24.15,8.0,73.0,1.0
40,40,Rogers,Chelsea,M,7.5,2,4.82,80.85,5.0,90.0,1.0
101,101,Henderson,Chelsea,M,5.0,2,0.96,4.5,0.0,0.0,0.0
154,154,Palmer,Chelsea,M,9.5,2,5.52,80.7,7.0,90.0,1.0
155,155,Enzo,Chelsea,M,7.0,2,1.03,21.66,0.0,0.0,0.0
156,156,Neto,Chelsea,M,6.5,2,2.08,43.5,7.0,67.0,1.0
157,157,Estêvão,Chelsea,M,6.5,2,0.86,12.03,0.0,0.0,0.0
158,158,Gittens,Chelsea,M,6.0,2,0.33,0.33,0.0,0.0,0.0
159,159,Caicedo,Chelsea,M,5.5,2,1.79,42.92,1.0,13.0,1.0
161,161,Lavia,Chelsea,M,5.0,2,1.97,47.4,7.0,67.0,1.0
163,163,D.Essugo,Chelsea,M,4.5,2,0.22,1.16,0.0,0.0,0.0
164,164,Quenda,Chelsea,M,5.5,2,1.17,21.47,0.0,0.0,0.0
568,568,Barco,Chelsea,M,5.5,2,1.04,18.52,1.0,8.0,1.0
578,578,Mudryk,Chelsea,M,5.5,2,0.37,0.9,0.0,0.0,0.0
104,104,Onyeka,Coventry City,M,5.0,2,3.16,70.5,0.0,0.0,0.0
183,183,Rudoni,Coventry City,M,5.0,2,1.08,18.66,3.0,70.0,1.0
184,184,Grimes,Coventry City,M,5.0,2,3.35,82.8,2.0,90.0,1.0
185,185,Sakamoto,Coventry City,M,5.0,2,1.18,13.97,1.0,31.0,1.0
186,186,Mason-Clark,Coventry City,M,5.5,2,2.9,45.9,1.0,57.0,1.0
