,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,281,Alisson,14,1,55,4,4.547,False,1,16.7,4.547
1,280,Van Dijk,14,2,65,4,5.086,False,1,13.8,5.086
2,284,Robertson,14,2,69,4,5.211,False,1,8.8,5.211
3,285,Alexander-Arnold,14,2,75,4,6.315,False,1,49.0,6.315
4,13,Saka,3,3,79,4,5.471,False,1,15.5,5.471
5,283,Salah,14,3,130,4,8.515,True,2,60.0,17.03
6,293,Luis Díaz,14,3,80,4,6.504,False,1,21.7,6.504
7,301,De Bruyne,43,3,121,4,5.9979999999999976,False,1,24.7,5.9979999999999976
8,428,Son,6,3,119,4,5.456,False,1,16.4,5.456
9,318,Haaland,43,4,117,4,5.812,False,1,61.4,5.812
10,427,Kane,6,4,114,4,5.9460000000000015,False,1,17.5,5.9460000000000015
