,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1692.0,1738.01,1790.6,1793.18,-107.51,593430,49742,2635,308,5.2%
1,FplSimpson,1752.0,1780.32,1835.37,1822.67,-86.27,227073,10597,35,10,9.9%
2,FplStatsdan,1703.0,1742.82,1779.31,1764.47,-84.29,512391,44265,5432,3853,10.5%
3,FF_Trout,1754.0,1781.78,1805.39,1803.51,-67.85,218036,10005,712,172,16.3%
4,dilksybab,1801.0,1846.07,1860.9,1828.71,-68.71,75803,230,1,4,16%
5,theFPLkiwi,1627.0,1716.58,1789.87,1771.1,-157.97,1215545,87834,2735,2398,0.6%
6,jameso_12,1679.0,1668.66,1756.59,1727.49,-64.55,703043,254175,19107,27016,17.1%
7,api_kakayou,1821.0,1731.79,1745.22,1734.03,59.32,44310,59113,33135,20064,81%
8,usafpl,1655.0,1647.08,1706.63,1680.45,-48.49,924562,383304,123664,143127,23.6%
9,CazzaFPL,1820.0,1779.09,1836.65,1803.58,-11.77,45778,11451,32,172,41.6%
10,PlanetosFPL,1713.0,1760.62,1820.96,1797.65,-105.56,441817,24726,190,242,5.6%
11,analytic_fpl,1791.0,1746.35,1767.98,1756.11,9.36,98181,39610,10404,5820,53.6%
12,rogue_wee,1716.0,1755.87,1790.06,1764.56,-79.1,421872,29546,2683,3847,11.9%
13,mtthwmn,1765.0,1770.56,1813.15,1802.6,-55.69,175477,16622,352,179,20.8%
14,cmusson32,1700.0,1734.76,1767.99,1779.17,-85.93,532440,54045,10404,1332,10%
15,FPLstudent2,1758.0,1827.2,1798.87,1821.75,-82.11,201866,869,1709,10,11.1%
16,peterhandleson,1596.0,1640.48,1686.66,1677.34,-97.49,1572358,431605,210094,158012,7.4%
17,chrishp,1798.0,1787.51,1781.18,1774.58,-7.41,82308,7691,4994,1839,43.9%
18,plfantasy,1801.0,1734.67,1724.21,1708.64,54.35,77408,54081,70167,56590,78.4%
19,FPLmeta,1785.0,1784.72,1812.67,1805.68,-41.02,112154,8454,358,165,27%
20,FplAuto,1731.0,1762.4,1775.3,1740.36,-52.77,333470,23047,6737,14943,21.8%
21,NourEldin_z3r0,1855.0,1819.76,1786.02,1768.67,39.85,14952,1331,3655,3024,71.1%
22,UkendtPerson45,1749.0,1812.29,1798.13,1783.96,-73.21,241498,2105,1764,717,14.3%
23,MikkelTokvam,1764.0,1820.85,1801.24,1785.48,-62.49,179041,1254,1549,600,18.1%
24,Klaudioz,1784.0,1673.91,1655.26,1642.28,102.84,117278,227963,418296,361529,94.2%
25,FantasianPL,1637.0,1736.35,1732.0,1720.13,-116.8,1106027,51774,53603,37099,3.9%
26,rama96ab,1752.0,1786.25,1788.65,1781.12,-57.82,227874,8039,2920,1039,19.9%
27,FPL_LFE,1808.0,1752.61,1711.6,1689.68,66.56,64257,32815,107237,108122,83.7%
28,_jtreble,1796.0,1781.23,1766.79,1740.08,9.34,87071,10246,11117,15056,53.6%
29,DanielSaetre,1800.0,1782.39,1802.44,1784.85,-14.63,78616,9753,1164,640,40%
30,FBinary01,1862.0,1744.38,1748.53,1730.72,96.38,11454,42201,28766,23113,93%
31,FPL_Data,1679.0,1715.11,1718.44,1722.82,-64.41,704172,90586,85399,32862,17.2%
32,FPL_ElStatto,1713.0,1660.34,1705.2,1688.07,3.23,442157,303756,128339,113860,50.4%
33,FplSigurd,1791.0,1842.49,1835.55,1818.48,-65.38,98015,293,35,15,16.8%
34,JoeBopara,1705.0,1735.85,1771.99,1743.85,-70.51,498174,52338,8396,12422,15.4%
35,dLincolnlawyer,1797.0,1835.71,1806.41,1800.22,-40.98,84802,489,686,185,27%
36,FPL_Statoholic,1834.0,1719.84,1782.92,1784.2,45.9,29905,80370,4538,702,74.4%
37,FplAmateur,1841.0,1733.95,1717.4,1704.43,98.35,23540,55646,87991,64267,93.4%
38,wolacola,1781.0,1784.0,1801.13,1798.89,-38.51,125088,8824,1555,200,28%
39,Hashtag_MEGA,1748.0,1787.55,1824.25,1825.34,-89.63,244453,7691,148,10,9.3%
40,dav_fifa,1784.0,1652.82,1629.56,1611.5,128.84,117142,346326,643434,634219,98%
41,MaulanaRiandi,1843.0,1821.67,1776.88,1752.04,36.1,22190,1205,6301,7494,69.1%
42,Rak464,1752.0,1695.08,1742.66,1725.42,5.66,229531,146379,36101,29166,51.7%
43,ArneBarsnes,1859.0,1786.91,1800.23,1786.71,43.08,12629,7841,1605,542,72.9%
