,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1660.0,1711.08,1759.13,1761.65,-106.51,489188,26124,1108,140,5.8%
1,FplSimpson,1677.0,1726.72,1796.63,1783.67,-114.88,375023,14833,5,1,4.3%
2,FplStatsdan,1637.0,1680.27,1732.94,1718.77,-96.13,676400,71600,8160,4960,8.1%
3,FF_Trout,1724.0,1758.21,1783.92,1781.97,-72.71,151050,3514,33,1,14.9%
4,dilksybab,1740.0,1789.11,1812.69,1781.58,-76.1,104015,558,1,1,13.5%
5,theFPLkiwi,1572.0,1669.1,1746.87,1727.79,-165.57,1355510,96907,3063,3172,0.3%
6,jameso_12,1645.0,1630.33,1723.06,1693.54,-60.51,607922,234378,13530,20147,19.7%
7,api_kakayou,1776.0,1689.21,1703.4,1692.67,59.25,39266,52754,35843,20826,82.8%
8,usafpl,1603.0,1605.0,1675.26,1649.77,-63.08,1006054,381346,100047,116117,18.7%
9,CazzaFPL,1776.0,1739.92,1799.83,1767.4,-15.49,39440,8177,2,80,41.4%
10,PlanetosFPL,1644.0,1695.79,1772.88,1749.63,-118.35,615754,43814,308,537,3.7%
11,analytic_fpl,1720.0,1689.2,1726.75,1715.46,-12.64,166130,52757,10956,6582,43%
12,rogue_wee,1656.0,1689.26,1732.93,1707.92,-76.19,520242,52679,8160,10563,13.5%
13,mtthwmn,1719.0,1727.84,1773.2,1763.0,-58.04,169273,13759,288,133,20.6%
14,cmusson32,1673.0,1710.33,1742.41,1753.39,-84.67,399760,26929,4500,422,11%
15,FPLstudent2,1710.0,1788.41,1768.6,1791.33,-94.05,204232,571,432,1,8.9%
16,peterhandleson,1545.0,1597.33,1652.35,1643.59,-108.68,1689577,437153,194182,139913,5.5%
17,chrishp,1736.0,1734.11,1735.49,1729.01,-18.29,115503,10570,7487,2822,39.7%
18,plfantasy,1765.0,1697.98,1694.46,1679.25,53.23,55031,40827,50952,40071,79.9%
19,FPLmeta,1732.0,1727.53,1764.34,1757.94,-40.15,125699,14008,530,204,28.2%
20,FplAuto,1674.0,1708.46,1729.07,1695.07,-58.4,395874,28432,9581,19075,20.5%
21,NourEldin_z3r0,1791.0,1765.33,1749.22,1732.64,21.02,24603,2404,2553,2057,62.3%
22,UkendtPerson45,1699.0,1760.46,1756.5,1742.92,-75.51,254504,3216,1313,1136,13.6%
23,MikkelTokvam,1731.0,1790.99,1773.03,1757.78,-63.83,129345,463,307,204,18.4%
24,Klaudioz,1732.0,1627.6,1612.89,1599.54,97.67,128258,249272,478133,420749,94%
25,FantasianPL,1598.0,1701.11,1706.18,1695.34,-124.33,1057517,36933,31339,18592,2.9%
26,rama96ab,1696.0,1736.26,1746.4,1738.82,-66.09,269253,9637,3163,1532,17.5%
27,FPL_LFE,1764.0,1706.69,1674.94,1653.77,65.02,56370,30573,101046,101058,85%
28,_jtreble,1743.0,1739.39,1731.43,1705.71,-3.5,97677,8493,8643,11455,47.7%
29,DanielSaetre,1747.0,1727.66,1757.46,1740.55,-16.82,88241,13823,1205,1414,40.5%
30,FBinary01,1791.0,1676.53,1705.85,1688.4,78.82,24497,78614,31856,26074,89.3%
31,FPL_Data,1643.0,1686.07,1694.81,1698.65,-71.87,626055,58369,50123,15935,15.3%
32,FPL_ElStatto,1656.0,1610.7,1664.63,1648.48,-7.75,521407,343765,137006,120284,45.2%
33,FplSigurd,1725.0,1779.2,1785.51,1769.26,-74.41,148665,943,30,76,14.2%
34,JoeBopara,1656.0,1688.94,1730.94,1703.82,-74.0,522133,53160,8905,12744,14.4%
35,dLincolnlawyer,1742.0,1775.96,1757.89,1752.07,-40.96,100095,1257,1165,473,27.8%
36,FPL_Statoholic,1765.0,1662.43,1735.56,1736.35,30.45,54084,113906,7468,1771,68.1%
37,FplAmateur,1807.0,1704.76,1694.76,1681.76,92.15,13775,32937,50156,35646,93%
