,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,431,Fabianski,21,1,50,8,3.952,False,1,1,3.952
1,77,Lamptey,36,2,47,8,3.807,False,1,1,3.807
2,232,Chilwell,8,2,58,8,4.541,False,1,1,4.541
3,362,Bertrand,20,2,50,8,3.821,False,1,1,3.821
4,4,Aubameyang,3,3,117,8,5.757999999999999,False,1,1,5.757999999999999
5,69,Trossard,36,3,60,8,3.986,False,1,1,3.986
6,306,Rashford,1,3,95,8,4.876,False,1,1,4.876
7,390,Son,6,3,95,8,5.329,False,1,1,5.329
8,117,Werner,8,4,93,8,5.324,False,1,1,5.324
9,388,Kane,6,4,109,8,6.178,True,2,1,12.356
10,441,Haller,21,4,61,8,4.605,False,1,1,4.605
11,503,Walton,36,1,40,8,0.0,False,0,0,0.0
12,196,Douglas,2,2,39,8,0.0,False,0,0,0.0
13,215,Casey,2,2,39,8,0.068,False,0,0,0.0
14,44,Nakamba,7,3,44,8,0.5670000000000001,False,0,0,0.0
