,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,425,Lloris,6,1,55,1,4.037,False,1,1,4.9,4.037
1,146,James,8,2,60,1,4.4860000000000015,False,1,1,40.2,4.4860000000000015
2,285,Alexander-Arnold,14,2,75,1,5.64,False,1,1,59.5,5.64
3,357,Trippier,4,2,50,1,4.388999999999999,False,1,1,19.1,4.388999999999999
4,443,Romero,6,2,50,1,4.005,False,1,1,2.6,4.005
5,283,Salah,14,3,130,1,7.103,True,2,1,61.4,14.206
6,344,Elanga,1,3,50,1,3.659,False,1,1,1.0,3.659
7,374,Bruno Guimarães,4,3,60,1,4.209,False,1,1,11.9,4.209
8,486,Neto,39,3,55,1,3.492,False,1,1,18.5,3.492
9,356,Wilson,4,4,75,1,4.8469999999999995,False,1,1,3.5,4.8469999999999995
10,427,Kane,6,4,115,1,6.2139999999999995,False,1,1,28.3,6.2139999999999995
11,238,Meslier,2,1,45,1,3.662,False,0,0,2.8,0.0
12,276,Matip,14,2,60,1,4.802,False,0,0,2.7,0.0
13,225,Rodrigo,2,3,60,1,4.0,False,0,0,0.9,0.0
14,66,Solanke,91,4,60,1,4.288,False,0,0,1.3,0.0
