,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,231,Alisson,14,1,60,13,4.271,False,1,7.7,4.271
1,23,Gabriel,3,2,51,13,4.329,False,1,2.3,4.329
2,142,James,8,2,61,13,5.533,False,1,26.1,5.533
3,237,Alexander-Arnold,14,2,78,13,6.17,False,1,33.0,6.17
4,230,Mané,14,3,119,13,6.229,False,1,4.2,6.229
5,233,Salah,14,3,130,13,7.992000000000001,True,2,72.0,15.984000000000002
6,265,Foden,43,3,83,13,5.372000000000001,False,1,13.5,5.372000000000001
7,359,Son,6,3,104,13,5.012,False,1,21.4,5.012
8,4,Aubameyang,3,4,99,13,5.9289999999999985,False,1,4.2,5.9289999999999985
9,205,Vardy,13,4,106,13,5.154,False,1,26.0,5.154
10,357,Kane,6,4,122,13,5.276,False,1,10.9,5.276
