,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,113,Sánchez,36,1,45,2,3.781,False,1,1,11.2,3.781
1,284,Robertson,14,2,70,2,5.115,False,1,1,12.2,5.115
2,285,Alexander-Arnold,14,2,75,2,5.856,False,1,1,57.1,5.856
3,306,Cancelo,43,2,70,2,5.374,False,1,1,45.0,5.374
4,312,Dias,43,2,60,2,5.176,False,1,1,12.1,5.176
5,13,Saka,3,3,80,2,4.905,False,1,1,22.1,4.905
6,19,Martinelli,3,3,61,2,4.319,False,1,1,25.0,4.319
7,283,Salah,14,3,130,2,7.357,True,2,1,62.5,14.714
8,486,Neto,39,3,55,2,4.085,False,1,1,16.8,4.085
9,210,Mitrović,54,4,66,2,4.3919999999999995,False,1,1,12.9,4.3919999999999995
10,318,Haaland,43,4,116,2,7.356,False,1,1,53.3,7.356
11,35,Olsen,7,1,40,2,0.021,False,0,0,2.0,0.0
12,98,Thompson,94,2,40,2,0.0,False,0,0,0.0,0.0
13,36,Sanson,7,3,45,2,0.29100000000000004,False,0,0,0.3,0.0
14,54,Archer,7,4,45,2,0.525,False,0,0,7.6,0.0
