,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,548,Mendy,8,1,51,20,4.232,False,1,1,7.1,4.232
1,62,Dunk,36,2,48,20,3.627,False,1,1,2.5,3.627
2,300,Shaw,1,2,48,20,4.613,False,1,1,1.6,4.613
3,556,Dias,43,2,58,20,4.902,False,1,1,11.1,4.902
4,272,De Bruyne,43,3,119,20,7.188,True,2,1,30.7,14.376
5,276,Sterling,43,3,114,20,5.9110000000000005,False,1,1,4.3,5.9110000000000005
6,302,Fernandes,1,3,113,20,6.095,False,1,1,52.9,6.095
7,306,Rashford,1,3,96,20,5.7810000000000015,False,1,1,12.7,5.7810000000000015
8,202,Bamford,2,4,66,20,5.232,False,1,1,49.3,5.232
9,506,Wilson,4,4,66,20,4.71,False,1,1,20.7,4.71
10,514,Watkins,7,4,61,20,4.686,False,1,1,10.9,4.686
11,528,Steele,36,1,40,20,0.0,False,0,0,0.7,0.0
12,146,Mitchell,31,2,39,20,2.046,False,0,0,17.6,0.0
13,196,Douglas,2,2,38,20,0.0,False,0,0,4.3,0.0
14,131,McCarthy,31,3,43,20,0.337,False,0,0,1.1,0.0
