rank,prev_rank,name,league,off,def,spi
97,102,São Paulo,Brasileiro Série A,1.49,0.92,59.38
98,111,Girona FC,Spanish Primera Division,1.56,0.98,59.3
99,108,Internacional,Brasileiro Série A,1.58,1.01,59.17
100,113,Nantes,French Ligue 1,1.64,1.07,58.87
101,105,Real Valladolid,Spanish Primera Division,1.57,1.02,58.7
102,112,Udinese,Italy Serie A,1.74,1.17,58.69
103,92,Bodo/Glimt,Norwegian Tippeligaen,1.94,1.36,58.67
104,114,Spartak Moscow,Russian Premier Liga,1.67,1.11,58.63
105,110,Fluminense,Brasileiro Série A,1.5,0.96,58.61
106,104,Norwich City,English League Championship,1.63,1.08,58.51
107,117,Mallorca,Spanish Primera Division,1.56,1.02,58.5
108,99,Hertha Berlin,German Bundesliga,1.61,1.07,58.28
109,109,FC Copenhagen,Danish SAS-Ligaen,1.8,1.24,58.22
110,101,FC Augsburg,German Bundesliga,1.66,1.13,57.91
111,116,Red Star Belgrade,UEFA Europa League,1.71,1.19,57.71
112,123,Reims,French Ligue 1,1.56,1.06,57.42
113,106,Schalke 04,German Bundesliga,1.66,1.15,57.41
114,115,Elche,Spanish Primera Division,1.52,1.02,57.35
115,130,Sheffield United,English League Championship,1.57,1.08,57.22
116,131,West Bromwich Albion,English League Championship,1.54,1.06,56.95
117,96,VfL Bochum,German Bundesliga,1.71,1.22,56.87
118,137,Brest,French Ligue 1,1.63,1.16,56.55
119,124,Nottingham Forest,Barclays Premier League,1.51,1.06,56.48
120,136,Pachuca,Mexican Primera Division Torneo Apertura,1.41,0.97,56.33
121,100,Trabzonspor,Turkish Turkcell Super Lig,1.69,1.23,56.23
122,121,FC Utrecht,Dutch Eredivisie,1.76,1.3,56.21
123,134,CSKA Moscow,Russian Premier Liga,1.62,1.18,56.06
124,125,KAA Gent,Belgian Jupiler League,1.56,1.12,55.92
125,127,Sparta Prague,UEFA Europa League,1.62,1.19,55.67
126,122,Bologna,Italy Serie A,1.56,1.15,55.51
127,119,Watford,English League Championship,1.5,1.09,55.4
128,120,Angers,French Ligue 1,1.46,1.06,55.25
129,135,Ferencvaros,UEFA Europa League,1.64,1.23,55.23
130,118,Los Angeles FC,Major League Soccer,1.73,1.33,54.88
131,107,AFC Bournemouth,Barclays Premier League,1.49,1.11,54.75
132,128,Corinthians,Brasileiro Série A,1.19,0.82,54.72
133,139,Bragantino,Brasileiro Série A,1.5,1.12,54.7
134,133,Toulouse,French Ligue 1,1.56,1.17,54.69
135,138,Lorient,French Ligue 1,1.46,1.08,54.62
136,155,Philadelphia Union,Major League Soccer,1.67,1.29,54.48
137,132,Guimaraes,Portuguese Liga,1.44,1.08,54.39
138,141,Yokohama F. Marinos,Japanese J League,1.73,1.37,54.05
139,142,New York City FC,Major League Soccer,1.68,1.32,53.98
140,159,Santos Laguna,Mexican Primera Division Torneo Apertura,1.61,1.27,53.5
141,148,Sampdoria,Italy Serie A,1.46,1.14,53.37
142,126,FC Midtjylland,Danish SAS-Ligaen,1.83,1.5,53.26
143,143,Santos,Brasileiro Série A,1.31,0.99,53.23
144,165,Besiktas,Turkish Turkcell Super Lig,1.63,1.32,52.91
145,154,Fortaleza,Brasileiro Série A,1.23,0.93,52.84
146,140,Burnley,English League Championship,1.5,1.2,52.79
147,147,FC Sheriff Tiraspol,UEFA Europa League,1.6,1.29,52.76
148,168,LASK Linz,Austrian T-Mobile Bundesliga,1.65,1.35,52.67
149,149,Dinamo Moscow,Russian Premier Liga,1.54,1.24,52.63
150,145,Montpellier,French Ligue 1,1.55,1.26,52.55
151,162,FC Krasnodar,Russian Premier Liga,1.44,1.15,52.42
152,152,Molde,Norwegian Tippeligaen,1.73,1.45,52.17
153,150,Levante,Spanish Segunda Division,1.45,1.18,52.02
154,157,Guadalajara,Mexican Primera Division Torneo Apertura,1.36,1.09,51.98
155,158,AC Ajaccio,French Ligue 1,1.4,1.14,51.91
156,146,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.61,1.35,51.86
157,163,Gil Vicente,Portuguese Liga,1.38,1.12,51.79
158,156,Clermont Foot,French Ligue 1,1.45,1.19,51.71
159,160,FK Partizan Belgrade,UEFA Europa Conference League,1.45,1.2,51.71
160,151,Atlético Paranaense,Brasileiro Série A,1.37,1.13,51.51
161,170,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.37,1.13,51.5
162,164,Troyes,French Ligue 1,1.44,1.2,51.49
163,177,Heerenveen,Dutch Eredivisie,1.49,1.25,51.37
164,161,Ceará,Brasileiro Série A,1.25,1.02,51.25
165,166,Maccabi Tel-Aviv,UEFA Europa Conference League,1.32,1.09,51.09
166,144,Vitesse,Dutch Eredivisie,1.61,1.38,51.09
167,167,Galatasaray,Turkish Turkcell Super Lig,1.42,1.2,50.97
168,169,Auxerre,French Ligue 1,1.43,1.22,50.82
169,171,Lecce,Italy Serie A,1.38,1.17,50.68
170,188,Kawasaki Frontale,Japanese J League,1.56,1.36,50.28
171,172,Antwerp,Belgian Jupiler League,1.38,1.19,50.02
172,185,Sochi,Russian Premier Liga,1.48,1.3,49.96
173,173,Empoli,Italy Serie A,1.49,1.31,49.88
174,174,Famalicao,Portuguese Liga,1.39,1.22,49.55
175,153,Monza,Italy Serie A,1.42,1.27,49.39
176,176,Middlesbrough,English League Championship,1.35,1.2,49.11
177,179,Urawa Red Diamonds,Japanese J League,1.35,1.22,48.7
178,180,Union Saint Gilloise,Belgian Jupiler League,1.35,1.23,48.44
179,182,Legia Warsaw,UEFA Europa League,1.4,1.29,48.33
180,175,Cremonese,Italy Serie A,1.43,1.32,48.23
181,186,Boca Juniors,Argentina Primera Division,1.25,1.14,48.17
182,194,Portimonense,Portuguese Liga,1.25,1.14,48.16
183,183,NEC,Dutch Eredivisie,1.45,1.36,47.95
184,187,Rosenborg,Norwegian Tippeligaen,1.66,1.6,47.48
185,190,Hamburg SV,German 2. Bundesliga,1.52,1.46,47.42
186,207,Silkeborg,Danish SAS-Ligaen,1.49,1.42,47.34
187,213,Montreal Impact,Major League Soccer,1.47,1.41,47.33
188,228,Konyaspor,Turkish Turkcell Super Lig,1.4,1.34,47.3
189,197,América Mineiro,Brasileiro Série A,1.18,1.12,47.04
190,184,Spezia,Italy Serie A,1.43,1.38,46.93
191,206,Cuiaba,Brasileiro Série A,1.05,0.98,46.85
192,224,Estoril Praia,Portuguese Liga,1.24,1.19,46.8
193,201,Salernitana,Italy Serie A,1.4,1.36,46.79
194,211,Chaves,Portuguese Liga,1.32,1.28,46.7
195,202,Vizela,Portuguese Liga,1.27,1.23,46.61
196,196,Rapid Vienna,Austrian T-Mobile Bundesliga,1.29,1.25,46.49
197,192,PAOK Salonika,Greek Super League,1.24,1.2,46.49
198,198,St Gallen,Swiss Raiffeisen Super League,1.62,1.61,46.28
199,189,Atlas,Mexican Primera Division Torneo Apertura,1.3,1.28,46.15
200,200,FC Groningen,Dutch Eredivisie,1.42,1.41,46.07
201,181,Cruz Azul,Mexican Primera Division Torneo Apertura,1.35,1.33,46.01
202,199,Parma,Italy Serie B,1.3,1.29,45.91
203,195,Santa Clara,Portuguese Liga,1.24,1.23,45.77
204,203,New York Red Bulls,Major League Soccer,1.28,1.28,45.73
205,217,Austin FC,Major League Soccer,1.59,1.62,45.59
206,205,Granada,Spanish Segunda Division,1.28,1.29,45.53
207,463,Maccabi Haifa,UEFA Europa Conference League,1.51,1.54,45.44
208,208,Toluca,Mexican Primera Division Torneo Apertura,1.41,1.43,45.44
209,282,Sanfrecce Hiroshima,Japanese J League,1.38,1.4,45.39
210,230,Puebla,Mexican Primera Division Torneo Apertura,1.4,1.43,45.2
211,221,Adana Demirspor,Turkish Turkcell Super Lig,1.42,1.46,45.03
212,214,Rostov,Russian Premier Liga,1.43,1.48,44.92
213,193,Metz,French Ligue 2,1.35,1.4,44.82
214,261,Lokomotiv Moscow,Russian Premier Liga,1.32,1.36,44.77
215,244,Antalyaspor,Turkish Turkcell Super Lig,1.45,1.51,44.72
216,191,Boavista,Portuguese Liga,1.23,1.27,44.66
217,218,Velez Sarsfield,Argentina Primera Division,1.2,1.24,44.62
218,204,Cagliari,Italy Serie B,1.31,1.36,44.54
219,220,Emmen,Dutch Eredivisie,1.34,1.39,44.54
220,222,Basel,Swiss Raiffeisen Super League,1.34,1.4,44.44
221,215,Coventry City,English League Championship,1.27,1.32,44.41
222,219,Panathinaikos,Greek Super League,1.12,1.16,44.32
223,248,Hammarby,Swedish Allsvenskan,1.47,1.56,44.22
224,225,Los Angeles Galaxy,Major League Soccer,1.58,1.67,44.22
225,242,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.35,1.42,44.12
226,259,Luton Town,English League Championship,1.15,1.2,44.11
227,245,Sparta,Dutch Eredivisie,1.27,1.34,44.04
228,209,Alanyaspor,Turkish Turkcell Super Lig,1.5,1.61,43.88
229,255,Botafogo,Brasileiro Série A,1.12,1.18,43.85
230,223,Millwall,English League Championship,1.24,1.31,43.82
231,216,Preston North End,English League Championship,1.13,1.19,43.81
232,246,Sporting de Charleroi,Belgian Jupiler League,1.41,1.51,43.76
233,271,Nashville SC,Major League Soccer,1.37,1.46,43.7
234,257,Atlanta United FC,Major League Soccer,1.42,1.52,43.68
235,210,Bordeaux,French Ligue 2,1.22,1.3,43.61
236,237,Rio Ave,Portuguese Liga,1.25,1.34,43.57
237,232,RKC,Dutch Eredivisie,1.39,1.5,43.51
238,239,Excelsior,Dutch Eredivisie,1.33,1.43,43.48
239,231,Stoke City,English League Championship,1.18,1.27,43.39
240,247,AEK Athens,Greek Super League,1.28,1.39,43.27
241,178,St Etienne,French Ligue 2,1.42,1.54,43.25
242,258,FC Arouca,Portuguese Liga,1.16,1.25,43.19
243,235,Hearts,Scottish Premiership,1.31,1.43,43.11
244,236,León,Mexican Primera Division Torneo Apertura,1.32,1.44,43.11
245,256,Cambuur Leeuwarden,Dutch Eredivisie,1.48,1.61,43.07
246,262,Huracán,Argentina Primera Division,1.05,1.14,43.05
247,267,Casa Pia,Portuguese Liga,1.16,1.27,42.91
248,287,St. Truidense,Belgian Jupiler League,1.15,1.26,42.79
249,250,FC Volendam,Dutch Eredivisie,1.34,1.48,42.77
250,240,Genoa,Italy Serie B,1.25,1.38,42.77
251,212,Cerezo Osaka,Japanese J League,1.26,1.39,42.7
252,251,FK Qarabag,UEFA Europa Conference League,1.33,1.47,42.68
253,243,Colorado Rapids,Major League Soccer,1.43,1.58,42.65
254,233,Djurgardens IF,Swedish Allsvenskan,1.37,1.53,42.39
255,238,Seattle Sounders FC,Major League Soccer,1.32,1.48,42.32
256,289,Queens Park Rangers,English League Championship,1.21,1.35,42.3
257,281,Lillestrom,Norwegian Tippeligaen,1.3,1.45,42.28
258,252,Talleres de Córdoba,Argentina Primera Division,1.15,1.28,42.22
259,263,FC Zurich,Swiss Raiffeisen Super League,1.41,1.58,42.19
260,234,Terek Grozny,Russian Premier Liga,1.18,1.32,42.19
261,264,CSKA Sofia,UEFA Europa Conference League,1.08,1.21,42.15
262,226,Atlético Goianiense,Brasileiro Série A,1.12,1.26,42.03
263,266,Anorthosis Famagusta,UEFA Europa Conference League,1.19,1.35,41.98
264,270,SV Darmstadt 98,German 2. Bundesliga,1.44,1.62,41.97
265,273,Randers FC,Danish SAS-Ligaen,1.19,1.35,41.91
266,229,New England Revolution,Major League Soccer,1.4,1.59,41.81
267,227,Maritimo,Portuguese Liga,1.21,1.37,41.78
268,249,Columbus Crew,Major League Soccer,1.29,1.47,41.73
269,254,Argentinos Juniors,Argentina Primera Division,1.01,1.15,41.72
270,363,Aberdeen,Scottish Premiership,1.24,1.41,41.58
271,314,Caen,French Ligue 2,1.21,1.39,41.54
272,343,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.31,1.5,41.5
273,253,Racing Club,Argentina Primera Division,1.11,1.28,41.49
274,274,CFR 1907 Cluj,UEFA Europa Conference League,1.23,1.41,41.43
275,347,Sheffield Wednesday,English League One,1.32,1.53,41.35
276,284,Portland Timbers,Major League Soccer,1.53,1.76,41.31
277,265,Go Ahead Eagles,Dutch Eredivisie,1.27,1.46,41.3
278,260,Kashima Antlers,Japanese J League,1.28,1.48,41.29
279,296,Krylia Sovetov,Russian Premier Liga,1.18,1.37,41.27
280,285,Estudiantes,Argentina Primera Division,1.12,1.29,41.2
281,278,Minnesota United FC,Major League Soccer,1.43,1.67,41.04
282,280,Necaxa,Mexican Primera Division Torneo Apertura,1.16,1.35,41.04
283,268,Cardiff City,English League Championship,0.99,1.15,40.95
284,310,Bristol City,English League Championship,1.32,1.55,40.88
285,302,BK Hacken,Swedish Allsvenskan,1.55,1.82,40.83
286,294,F.B.C Unione Venezia,Italy Serie B,1.24,1.47,40.64
287,277,Coritiba,Brasileiro Série A,1.19,1.4,40.57
288,286,Valerenga,Norwegian Tippeligaen,1.34,1.58,40.56
289,368,Sochaux,French Ligue 2,1.04,1.23,40.48
290,288,Alavés,Spanish Segunda Division,1.17,1.39,40.44
291,241,Blackburn,English League Championship,1.07,1.27,40.4
292,320,Aris Salonika,Greek Super League,1.05,1.26,40.3
293,279,Real Salt Lake,Major League Soccer,1.23,1.47,40.26
294,272,Pumas Unam,Mexican Primera Division Torneo Apertura,1.17,1.4,40.19
295,290,Swansea City,English League Championship,1.2,1.45,40.09
296,283,Brondby,Danish SAS-Ligaen,1.22,1.46,40.08
297,295,Tijuana,Mexican Primera Division Torneo Apertura,1.2,1.44,40.06
298,309,Goiás,Brasileiro Série A,1.2,1.44,40.02
299,328,Dijon FCO,French Ligue 2,1.24,1.49,40.01
300,298,Viking FK,Norwegian Tippeligaen,1.47,1.76,39.96
301,292,Fortuna Sittard,Dutch Eredivisie,1.36,1.64,39.87
302,299,Ludogorets,UEFA Europa League,1.25,1.51,39.87
303,308,Mamelodi Sundowns,South African ABSA Premier League,1.19,1.45,39.85
304,334,Blackpool,English League Championship,1.2,1.46,39.73
305,303,Eibar,Spanish Segunda Division,1.11,1.35,39.68
306,269,Pacos Ferreira,Portuguese Liga,1.07,1.32,39.43
307,329,San Lorenzo,Argentina Primera Division,1.04,1.29,39.36
308,275,FC Nordsjaelland,Danish SAS-Ligaen,1.17,1.44,39.36
309,311,Slovan Bratislava,UEFA Europa Conference League,1.13,1.4,39.27
310,297,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.39,1.7,39.26
311,293,Gimnasia La Plata,Argentina Primera Division,0.97,1.21,39.22
312,301,Chicago Fire,Major League Soccer,1.26,1.55,39.21
313,276,FC Dallas,Major League Soccer,1.22,1.51,39.2
314,315,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.16,1.44,39.2
315,300,Huddersfield Town,English League Championship,1.06,1.33,38.99
316,304,Kasimpasa,Turkish Turkcell Super Lig,1.41,1.75,38.95
317,358,Frosinone,Italy Serie B,1.2,1.49,38.94
318,307,Derby County,English League One,1.16,1.45,38.91
319,291,FC Juárez,Mexican Primera Division Torneo Apertura,0.95,1.2,38.89
320,319,Tigre,Argentina Primera Division,1.12,1.41,38.88
321,336,Orlando City SC,Major League Soccer,1.18,1.48,38.88
322,322,Omonia Nicosia,UEFA Europa Conference League,1.24,1.55,38.79
323,306,KV Mechelen,Belgian Jupiler League,1.44,1.79,38.76
324,305,Guingamp,French Ligue 2,1.17,1.47,38.66
325,317,Malmo FF,Swedish Allsvenskan,1.18,1.49,38.65
326,323,Cercle Brugge,Belgian Jupiler League,1.12,1.42,38.55
327,326,Godoy Cruz,Argentina Primera Division,1.07,1.36,38.54
328,344,CA Independiente,Argentina Primera Division,0.96,1.23,38.38
329,333,Toronto FC,Major League Soccer,1.35,1.72,38.08
330,346,Lanus,Argentina Primera Division,1.11,1.44,38.05
331,324,Arminia Bielefeld,German 2. Bundesliga,1.27,1.62,38.03
332,325,Viborg,Danish SAS-Ligaen,1.2,1.54,37.97
333,364,Las Palmas,Spanish Segunda Division,1.04,1.35,37.94
334,327,Avaí,Brasileiro Série A,1.08,1.4,37.89
335,312,Juventude,Brasileiro Série A,1.01,1.32,37.88
336,335,Benevento,Italy Serie B,1.06,1.38,37.86
337,366,Fortuna Düsseldorf,German 2. Bundesliga,1.18,1.53,37.82
338,318,Paris FC,French Ligue 2,1.03,1.35,37.76
339,350,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.36,1.75,37.75
340,338,Hull City,English League Championship,1.13,1.47,37.75
341,339,FC Cincinnati,Major League Soccer,1.44,1.85,37.68
342,353,Hibernian,Scottish Premiership,1.03,1.35,37.65
343,351,Sunderland,English League Championship,1.14,1.49,37.61
344,386,OH Leuven,Belgian Jupiler League,1.31,1.7,37.54
345,380,Ipswich Town,English League One,1.07,1.41,37.53
346,342,Querétaro,Mexican Primera Division Torneo Apertura,1.08,1.43,37.48
347,331,Defensa y Justicia,Argentina Primera Division,1.01,1.33,37.44
348,341,Sivasspor,Turkish Turkcell Super Lig,1.16,1.52,37.38
349,332,Union Santa Fe,Argentina Primera Division,1.01,1.34,37.3
350,337,KVC Westerlo,Belgian Jupiler League,1.26,1.65,37.24
351,376,Amiens,French Ligue 2,0.99,1.33,37.19
352,349,Reading,English League Championship,1.11,1.48,37.08
353,375,San Jose Earthquakes,Major League Soccer,1.4,1.84,37.05
354,361,Real Oviedo,Spanish Segunda Division,0.99,1.33,37.03
355,371,Fatih Karagümrük,Turkish Turkcell Super Lig,1.24,1.64,37.03
356,365,SC Paderborn,German 2. Bundesliga,1.33,1.76,37.01
357,382,AGF Aarhus,Danish SAS-Ligaen,1.04,1.41,36.78
358,340,Real Zaragoza,Spanish Segunda Division,0.96,1.31,36.65
359,321,Brescia,Italy Serie B,1.07,1.45,36.64
360,373,Sporting Gijón,Spanish Segunda Division,0.98,1.33,36.6
361,352,Sagan Tosu,Japanese J League,1.09,1.47,36.6
362,362,Flora,UEFA Europa Conference League,1.33,1.78,36.51
363,355,Inter Miami CF,Major League Soccer,1.27,1.7,36.48
364,354,FC St. Pauli,German 2. Bundesliga,1.27,1.71,36.46
365,385,FC Luzern,Swiss Raiffeisen Super League,1.23,1.66,36.45
366,330,Newell's Old Boys,Argentina Primera Division,0.93,1.29,36.43
367,356,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.05,1.44,36.42
368,379,AaB,Danish SAS-Ligaen,1.17,1.58,36.39
369,410,Stromsgodset,Norwegian Tippeligaen,1.28,1.72,36.36
370,377,Sporting Kansas City,Major League Soccer,1.16,1.57,36.34
371,395,Hartberg,Austrian T-Mobile Bundesliga,1.17,1.6,36.12
372,370,Vissel Kobe,Japanese J League,1.03,1.43,36.1
373,372,Rosario Central,Argentina Primera Division,1.02,1.41,36.06
374,448,Karlsruher SC,German 2. Bundesliga,1.32,1.8,35.89
375,405,Rotherham United,English League Championship,1.02,1.43,35.85
376,383,Wigan,English League Championship,1.0,1.41,35.67
377,434,FC Tokyo,Japanese J League,1.14,1.59,35.59
378,359,Kayserispor,Turkish Turkcell Super Lig,1.13,1.58,35.56
379,360,Hatayspor,Turkish Turkcell Super Lig,1.19,1.66,35.51
380,313,FC Khimki,Russian Premier Liga,1.11,1.56,35.49
381,413,FC Cartagena,Spanish Segunda Division,1.1,1.55,35.41
382,378,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.14,1.6,35.41
383,348,SD Huesca,Spanish Segunda Division,1.0,1.43,35.4
384,345,Standard Liege,Belgian Jupiler League,1.18,1.66,35.33
385,396,KV Kortrijk,Belgian Jupiler League,1.08,1.53,35.28
386,387,FC Lugano,Swiss Raiffeisen Super League,1.23,1.73,35.14
387,393,1. FC Heidenheim 1846,German 2. Bundesliga,1.11,1.58,35.07
388,381,IF Elfsborg,Swedish Allsvenskan,1.26,1.78,34.93
389,397,Ascoli,Italy Serie B,1.01,1.46,34.87
390,389,Kairat Almaty,UEFA Europa Conference League,1.12,1.6,34.87
391,391,FC Zorya Luhansk,UEFA Europa Conference League,1.03,1.49,34.83
392,369,Austria Lustenau,Austrian T-Mobile Bundesliga,1.09,1.57,34.82
393,407,Vancouver Whitecaps,Major League Soccer,1.17,1.69,34.62
394,388,Pisa,Italy Serie B,1.1,1.59,34.56
395,316,Livingston,Scottish Premiership,1.04,1.52,34.48
396,401,Platense,Argentina Primera Division,0.93,1.39,34.41
397,384,Leganes,Spanish Segunda Division,0.95,1.41,34.4
398,374,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.22,1.76,34.37
399,400,Colon Santa Fe,Argentina Primera Division,0.98,1.45,34.33
400,425,FK Nizhny Novgorod,Russian Premier Liga,1.0,1.48,34.24
401,398,Banfield,Argentina Primera Division,0.91,1.36,34.24
402,426,Servette,Swiss Raiffeisen Super League,1.12,1.64,34.12
403,357,Birmingham,English League Championship,1.02,1.51,34.1
404,466,Le Havre,French Ligue 2,0.96,1.44,34.07
405,367,Nagoya Grampus Eight,Japanese J League,0.83,1.26,34.07
406,403,NS Mura,UEFA Europa Conference League,1.11,1.64,33.99
407,404,Motherwell,Scottish Premiership,1.09,1.62,33.92
408,412,Giresunspor,Turkish Turkcell Super Lig,1.02,1.52,33.88
409,406,Jablonec,UEFA Europa Conference League,1.1,1.63,33.87
410,438,AIK,Swedish Allsvenskan,1.13,1.67,33.86
411,408,Nimes,French Ligue 2,0.98,1.47,33.82
412,417,Shimizu S-Pulse,Japanese J League,1.13,1.68,33.76
413,392,Charlotte FC,Major League Soccer,1.11,1.66,33.61
414,418,Tenerife,Spanish Segunda Division,0.89,1.37,33.53
415,423,Atlético Tucumán,Argentina Primera Division,0.88,1.37,33.23
416,394,KV Oostende,Belgian Jupiler League,1.06,1.62,33.09
