,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,175,Johnstone,31,1,44,32,3.853,False,1,1,0.9,3.853
1,16,Gabriel,3,2,53,32,5.278,False,1,1,16.2,5.278
2,284,Robertson,14,2,68,32,4.823,False,1,1,6.4,4.823
3,285,Alexander-Arnold,14,2,73,32,5.8820000000000014,False,1,1,20.5,5.8820000000000014
4,13,Saka,3,3,86,32,7.055,False,1,1,40.5,7.055
5,169,Eze,31,3,55,32,4.883,False,1,1,5.5,4.883
6,283,Salah,14,3,128,32,7.722,True,2,1,29.5,15.444
7,346,Andreas,54,3,43,32,4.506,False,1,1,14.1,4.506
8,28,Jesus,3,4,81,32,5.3839999999999995,False,1,1,29.6,5.3839999999999995
9,40,Watkins,7,4,77,32,4.689,False,1,1,22.0,4.689
10,427,Kane,6,4,117,32,4.647,False,1,1,38.8,4.647
11,236,Klaesson,2,1,38,32,0.0,False,0,0,0.5,0.0
12,253,Vestergaard,13,2,38,32,0.0,False,0,0,5.3,0.0
13,322,Wilson-Esbrand,43,2,38,32,0.0,False,0,0,0.7,0.0
14,83,Dasilva,94,3,41,32,1.827,False,0,0,3.6,0.0
