,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,548,Mendy,8,1,52,4.0055,False,1,1,9.5,4.0055
1,17,Tierney,3,2,53,3.717875,False,1,1,5.7,3.717875
2,255,Robertson,14,2,71,4.508125,False,1,1,13.3,4.508125
3,259,Alexander-Arnold,14,2,73,4.57375,False,1,1,14.0,4.57375
4,300,Shaw,1,2,53,3.9957499999999997,False,1,1,15.4,3.9957499999999997
5,254,Salah,14,3,124,6.08175,True,2,1,29.7,12.1635
6,390,Son,6,3,94,4.52425,False,1,1,42.7,4.52425
7,570,Raphinha,2,3,57,3.5700000000000003,False,1,1,15.9,3.5700000000000003
8,202,Bamford,2,4,67,4.428625,False,1,1,47.8,4.428625
9,388,Kane,6,4,117,5.458875,False,1,1,48.0,5.458875
10,437,Antonio,21,4,67,4.09075,False,1,1,13.3,4.09075
11,597,Sánchez,36,1,45,3.603625,False,0,0,3.4,0.0
12,10,Marí,3,2,44,3.0117499999999997,False,0,0,0.1,0.0
13,23,Smith Rowe,3,3,42,2.1231250000000004,False,0,0,2.1,0.0
14,424,Burke,49,3,41,1.469125,False,0,0,1.8,0.0
