,ID,Points,Minutes,sim
0,2,1,90,1
1,3,8,90,1
2,6,2,90,1
3,7,2,90,1
4,10,1,90,1
5,11,2,90,1
6,14,0,90,1
7,15,3,90,1
8,16,2,90,1
9,29,7,90,1
10,31,1,90,1
11,37,10,90,1
12,39,4,90,1
13,42,5,90,1
14,44,7,90,1
15,45,2,90,1
16,47,2,90,1
17,53,2,90,1
18,57,1,90,1
19,64,2,90,1
20,66,3,90,1
21,70,4,90,1
22,71,1,90,1
23,73,1,90,1
24,76,1,90,1
25,79,3,90,1
26,80,2,90,1
27,81,9,90,1
28,84,6,90,1
29,85,6,90,1
30,86,4,90,1
31,88,3,90,1
32,92,6,90,1
33,95,2,90,1
34,104,10,90,1
35,106,1,90,1
36,107,2,90,1
37,108,1,90,1
38,110,6,90,1
39,113,1,90,1
40,116,5,90,1
41,120,2,90,1
42,123,10,90,1
43,124,2,90,1
44,128,1,90,1
45,130,2,90,1
46,132,5,90,1
47,133,3,90,1
48,142,2,90,1
49,145,3,90,1
50,146,1,90,1
51,152,6,90,1
52,154,3,90,1
53,157,6,90,1
54,159,3,90,1
55,161,3,90,1
56,165,6,90,1
57,167,6,90,1
58,168,2,90,1
59,169,3,90,1
60,170,6,90,1
61,171,3,90,1
62,182,1,90,1
63,186,2,90,1
64,190,2,90,1
65,194,1,90,1
66,195,9,90,1
67,199,2,90,1
68,201,1,90,1
69,205,5,90,1
70,211,10,90,1
71,212,9,90,1
72,215,1,90,1
73,217,1,90,1
74,220,2,90,1
75,222,2,90,1
76,230,2,90,1
77,235,2,90,1
78,237,2,90,1
79,238,4,90,1
80,245,2,90,1
81,249,2,90,1
82,254,5,90,1
83,258,2,90,1
84,261,2,90,1
85,262,2,90,1
86,265,2,90,1
87,266,2,90,1
88,275,2,90,1
89,276,2,90,1
90,277,2,90,1
91,280,4,90,1
92,281,2,90,1
93,285,2,90,1
94,287,2,90,1
95,291,2,90,1
96,294,2,90,1
97,295,8,90,1
98,297,2,90,1
99,300,5,90,1
100,301,5,90,1
101,303,8,90,1
102,305,7,90,1
103,307,1,90,1
104,309,1,90,1
105,313,0,90,1
106,315,2,90,1
107,318,17,90,1
108,321,2,90,1
109,325,2,90,1
110,327,6,90,1
111,329,6,90,1
112,330,6,90,1
113,331,3,90,1
114,332,6,90,1
115,333,9,90,1
116,335,5,90,1
117,337,6,90,1
118,346,7,90,1
119,349,2,90,1
120,354,2,90,1
121,357,6,90,1
122,358,9,90,1
123,366,6,90,1
124,368,3,90,1
125,370,3,90,1
126,371,3,90,1
127,376,6,90,1
128,388,0,90,1
129,394,2,90,1
130,404,1,90,1
131,405,2,90,1
132,406,2,90,1
133,407,5,90,1
134,411,6,90,1
135,420,8,90,1
136,422,2,90,1
137,423,2,90,1
138,426,6,90,1
139,427,2,90,1
140,428,3,90,1
141,430,6,90,1
142,432,6,90,1
143,433,3,90,1
144,439,6,90,1
145,441,3,90,1
146,443,7,90,1
147,455,6,90,1
148,457,6,90,1
149,458,2,90,1
150,459,6,90,1
151,463,6,90,1
152,465,3,90,1
153,467,3,90,1
154,469,5,90,1
155,470,1,90,1
156,472,6,90,1
157,475,1,90,1
158,476,6,90,1
159,477,18,90,1
160,478,6,90,1
161,480,3,90,1
162,482,6,90,1
163,483,6,90,1
164,484,6,90,1
165,491,6,90,1
166,493,10,90,1
167,506,5,90,1
168,510,6,90,1
169,526,8,90,1
170,527,2,90,1
171,533,6,90,1
172,534,2,90,1
173,545,9,90,1
174,552,3,90,1
175,573,1,90,1
176,574,1,90,1
177,577,2,90,1
178,582,2,90,1
179,586,4,90,1
180,588,6,90,1
181,589,3,90,1
182,594,5,90,1
183,596,2,90,1
184,603,3,90,1
185,610,1,90,1
186,611,2,90,1
187,612,2,90,1
188,614,6,90,1
189,616,2,90,1
190,619,5,90,1
191,628,0,90,1
192,661,2,90,1
193,668,12,90,1
194,680,2,90,1
195,686,2,90,1
196,689,1,90,1
197,691,5,90,1
198,693,2,90,1
199,694,1,90,1
200,699,7,90,1
201,700,6,90,1
202,701,2,90,1
203,704,3,90,1
204,709,2,90,1
