,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,376,Foster,57,1,41,23,6.684,False,1,18.2,6.684
1,237,Alexander-Arnold,14,2,84,23,4.8039999999999985,False,1,46.3,4.8039999999999985
2,379,Cathcart,57,2,43,23,5.526999999999999,False,1,0.4,5.526999999999999
3,382,Femenía,57,2,43,23,5.815,False,1,0.1,5.815
4,676,Kamara,57,2,45,23,6.105,False,1,0.1,6.105
5,196,Raphinha,2,3,66,23,5.067,False,1,16.8,5.067
6,354,Sissoko,57,3,44,23,5.0680000000000005,False,1,2.4,5.0680000000000005
7,381,Cleverley,57,3,48,23,5.522,False,1,0.1,5.522
8,404,João Pedro,57,4,54,23,5.558,False,1,0.5,5.558
9,450,Dennis,57,4,61,23,8.016,True,2,40.8,16.032
10,468,King,57,4,58,23,7.8679999999999986,False,1,8.9,7.8679999999999986
