,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1108.0,1147.67,1152.85,1151.67,-57.24,326793,13045,503,19,13.6%
1,FplSimpson,1088.0,1142.67,1164.68,1151.02,-79.77,516604,17134,15,22,6.2%
2,FplStatsdan,1028.0,1070.93,1119.67,1106.84,-87.36,1406459,306924,17287,12821,4.5%
3,FF_Trout,1125.0,1146.7,1162.76,1157.24,-45.47,208373,13592,25,11,18.9%
4,dilksybab,1109.0,1170.43,1166.86,1142.79,-64.62,318169,2596,14,63,11.1%
5,theFPLkiwi,981.0,1050.9,1116.0,1100.43,-125.0,2337678,509578,23188,21250,0.6%
6,jameso_12,1036.0,1029.99,1088.62,1063.74,-41.17,1263103,833448,117397,181618,21.1%
7,api_kakayou,1146.0,1092.1,1091.51,1084.45,42.53,110519,158286,104131,62923,80.8%
8,usafpl,1035.0,1052.9,1090.58,1072.3,-52.52,1280421,490213,107349,120361,15.5%
9,CazzaFPL,1112.0,1120.95,1164.05,1135.5,-43.77,298644,52312,15,602,19.5%
10,PlanetosFPL,1073.0,1121.45,1139.73,1122.25,-69.54,696536,50608,2615,2877,9.4%
11,analytic_fpl,1079.0,1096.42,1136.15,1121.52,-54.8,621654,133463,3682,3067,14.7%
12,rogue_wee,1047.0,1092.04,1103.53,1086.47,-61.45,1077424,158784,52980,56129,12.1%
13,mtthwmn,1117.0,1138.13,1148.13,1139.34,-39.42,260329,22360,765,311,22%
14,cmusson32,1111.0,1123.62,1131.97,1137.64,-34.88,303219,45723,5899,389,24.6%
15,FPLstudent2,1098.0,1148.94,1133.86,1147.65,-59.41,415737,11852,4696,37,12.8%
16,peterhandleson,1007.0,1025.34,1066.06,1053.34,-57.1,1809209,911309,295222,274956,13.7%
17,chrishp,1106.0,1126.17,1111.74,1104.04,-21.46,344872,39641,30996,16273,33.3%
18,plfantasy,1135.0,1099.98,1084.79,1067.14,37.82,158307,117726,139559,156773,78%
19,FPLmeta,1151.0,1131.16,1136.52,1134.12,2.58,91502,32240,3605,681,51.6%
20,FplAuto,1038.0,1102.83,1104.6,1083.56,-72.9,1230885,108169,48489,65640,8.1%
21,NourEldin_z3r0,1170.0,1139.91,1124.5,1108.22,32.56,46330,20509,12389,11367,75.2%
22,UkendtPerson45,1040.0,1143.54,1140.57,1128.5,-111.43,1196492,15980,2472,1164,1.5%
23,MikkelTokvam,1145.0,1180.09,1153.48,1135.92,-24.19,112233,989,482,599,31.6%
24,Klaudioz,1109.0,1047.8,1024.17,1010.92,68.44,324145,544275,925408,910111,92.3%
25,FantasianPL,1002.0,1084.73,1093.64,1082.29,-99.33,1899457,208762,92930,70846,2.6%
26,rama96ab,1092.0,1136.52,1107.27,1102.6,-36.33,476735,24317,41497,18547,23.7%
27,FPL_LFE,1120.0,1103.88,1068.53,1047.89,34.33,242685,104101,268989,336332,76.1%
28,_jtreble,1163.0,1167.39,1152.43,1130.03,-0.07,60544,3240,531,979,49.7%
29,DanielSaetre,1172.0,1136.46,1147.64,1135.41,17.63,42587,24540,802,605,64%
30,Sriniva43849177,891.0,947.65,971.76,964.27,-85.45,4144165,2558582,2183346,2026015,4.9%
31,FBinary01,1193.0,1094.54,1092.72,1081.86,89.32,16722,144050,97938,73246,96.7%
32,FPL_Data,1077.0,1093.28,1115.71,1113.78,-45.86,647912,150134,23555,7199,18.8%
33,FPL_ElStatto,1085.0,1045.11,1074.04,1062.11,9.24,553190,584897,214038,196230,57.4%
34,FplSigurd,1123.0,1176.36,1143.93,1136.63,-41.97,221661,1518,1674,593,20.5%
35,JoeBopara,1033.0,1087.74,1108.64,1085.91,-75.83,1318077,186897,38237,58323,7.4%
36,dLincolnlawyer,1155.0,1160.86,1114.67,1117.0,11.89,81187,5068,25106,5109,59.2%
37,FPL_Statoholic,1141.0,1089.2,1143.86,1140.65,-0.27,128996,179453,1680,81,49.6%
38,FplAmateur,1168.0,1116.0,1096.73,1084.18,55.89,48615,65498,78784,64168,87.8%
39,wolacola,1130.0,1151.66,1153.45,1145.68,-34.47,181747,9722,482,44,24.9%
40,Hashtag_MEGA,1136.0,1138.64,1146.75,1141.83,-20.96,150575,21796,1044,70,33.6%
41,dav_fifa,1159.0,1032.64,1034.25,1024.22,114.48,70594,784093,730323,660830,99%
42,MaulanaRiandi,1164.0,1169.57,1145.27,1126.16,4.23,57545,2751,1496,1574,53%
43,Rak464,1094.0,1074.12,1095.5,1080.16,-4.18,458579,281828,84258,79800,46.5%
44,ArneBarsnes,1172.0,1135.15,1119.54,1113.46,35.83,41750,25818,17342,7510,76.9%
45,FPL_PapaSmurf,1152.0,1088.85,1075.66,1063.42,62.6,90637,181401,202731,184276,90.5%
46,gezza96,1173.0,1159.43,1104.63,1098.53,40.46,40879,5488,48471,24103,79.7%
47,Raghy78d,1233.0,1155.75,1158.32,1133.83,69.84,1820,7054,90,702,92.6%
48,pdhFPL,1100.0,1173.02,1159.3,1156.07,-76.4,396481,2014,54,14,7.3%
49,NeilRankinZA,1046.0,1018.77,1001.41,1003.4,24.58,1090667,1009165,1429254,1037685,69.7%
50,EuanThompson,1142.0,1160.19,1160.64,1151.17,-29.44,124957,5256,38,22,28.3%
51,FPLrookie1,1127.0,1139.41,1126.34,1107.53,-10.71,199877,20993,10455,12228,41.3%
52,FplBudget,1154.0,1069.94,1090.56,1081.84,58.19,83923,316093,107529,73561,88.6%
