,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,23,7.641,False,1,1,13.7,7.641
1,276,Matip,14,2,59,23,4.538,False,1,1,0.8,4.538
2,285,Alexander-Arnold,14,2,73,23,5.513,False,1,1,16.7,5.513
3,357,Trippier,4,2,61,23,4.694,False,1,1,69.4,4.694
4,7,Ødegaard,3,3,69,23,8.642000000000001,False,1,1,34.3,8.642000000000001
5,13,Saka,3,3,82,23,10.113,False,1,1,25.6,10.113
6,301,De Bruyne,43,3,124,23,9.432,False,1,1,35.2,9.432
7,346,Andreas,54,3,44,23,3.917,False,1,1,19.2,3.917
8,11,Nketiah,3,4,67,23,8.925,False,1,1,8.4,8.925
9,297,Darwin,14,4,87,23,6.028,False,1,1,7.9,6.028
10,318,Haaland,43,4,122,23,12.136,True,2,1,85.4,24.272
11,353,Darlow,4,1,39,23,0.0,False,0,0,0.9,0.0
12,343,B.Williams,1,2,38,23,0.027000000000000003,False,0,0,3.0,0.0
13,494,Mosquera,39,2,39,23,0.0,False,0,0,1.1,0.0
14,83,Dasilva,94,3,41,23,1.7919999999999998,False,0,0,4.0,0.0
