,ID,Points,Minutes,sim
0,2,2,90,1
1,3,5,90,1
2,7,4,90,1
3,8,1,90,1
4,10,1,90,1
5,13,10,90,1
6,15,1,90,1
7,16,2,90,1
8,19,2,90,1
9,21,2,90,1
10,28,10,90,1
11,29,2,90,1
12,31,2,90,1
13,37,7,90,1
14,39,3,90,1
15,40,7,90,1
16,42,7,90,1
17,44,5,90,1
18,45,7,90,1
19,46,5,90,1
20,53,5,90,1
21,57,2,90,1
22,66,5,90,1
23,70,2,90,1
24,73,2,90,1
25,75,5,90,1
26,81,1,90,1
27,83,2,90,1
28,84,1,90,1
29,85,1,90,1
30,86,2,90,1
31,88,2,90,1
32,92,1,90,1
33,93,2,90,1
34,95,2,90,1
35,102,3,90,1
36,103,5,90,1
37,104,4,90,1
38,106,3,90,1
39,116,12,90,1
40,120,7,90,1
41,123,5,90,1
42,124,19,90,1
43,125,8,90,1
44,128,2,90,1
45,130,5,90,1
46,132,2,90,1
47,133,2,90,1
48,134,3,90,1
49,136,2,90,1
50,140,2,90,1
51,145,8,90,1
52,148,10,90,1
53,149,6,90,1
54,156,2,90,1
55,160,9,90,1
56,161,2,90,1
57,163,2,90,1
58,165,2,90,1
59,167,2,90,1
60,169,3,90,1
61,170,2,90,1
62,171,5,90,1
63,175,2,90,1
64,182,1,90,1
65,185,2,90,1
66,186,7,90,1
67,188,1,90,1
68,191,5,90,1
69,194,1,90,1
70,197,1,90,1
71,199,4,90,1
72,209,2,90,1
73,210,9,90,1
74,211,2,90,1
75,212,2,90,1
76,215,5,90,1
77,217,2,90,1
78,220,2,90,1
79,224,2,90,1
80,227,5,90,1
81,230,8,90,1
82,233,5,90,1
83,239,2,90,1
84,244,8,90,1
85,245,2,90,1
86,246,2,90,1
87,255,4,90,1
88,258,2,90,1
89,259,2,90,1
90,261,2,90,1
91,264,2,90,1
92,267,2,90,1
93,269,2,90,1
94,275,2,90,1
95,280,2,90,1
96,281,2,90,1
97,282,2,90,1
98,284,2,90,1
99,285,5,90,1
100,287,2,90,1
101,288,6,90,1
102,290,5,90,1
103,291,2,90,1
104,294,2,90,1
105,301,7,90,1
106,302,3,90,1
107,307,1,90,1
108,311,2,90,1
109,312,1,90,1
110,314,3,90,1
111,315,10,90,1
112,318,5,90,1
113,319,2,90,1
114,327,6,90,1
115,330,6,90,1
116,332,6,90,1
117,333,7,90,1
118,335,11,90,1
119,337,6,90,1
120,340,16,90,1
121,342,6,90,1
122,356,8,90,1
123,357,5,90,1
124,358,2,90,1
125,366,2,90,1
126,368,2,90,1
127,369,5,90,1
128,370,2,90,1
129,371,6,90,1
130,373,10,90,1
131,374,7,90,1
132,376,2,90,1
133,377,3,90,1
