,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,199,Meslier,2,1,49,21,3.008,False,1,1,2.3,3.008
1,209,Castagne,13,2,53,21,3.116,False,1,1,0.8,3.116
2,219,Thomas,13,2,43,21,3.3960000000000004,False,1,1,0.7,3.3960000000000004
3,343,Bednarek,20,2,44,21,3.076,False,1,1,0.8,3.076
4,555,Varane,1,2,55,21,3.216,False,1,1,2.0,3.216
5,154,Zaha,31,3,68,21,3.449,False,1,1,5.0,3.449
6,210,Tielemans,13,3,64,21,3.504,False,1,1,3.7,3.504
7,281,Rashford,1,3,94,21,3.606,True,2,1,0.9,7.212
8,341,Ward-Prowse,20,3,63,21,3.3310000000000004,False,1,1,2.3,3.3310000000000004
9,485,Sancho,1,3,89,21,3.25,False,1,1,2.2,3.25
10,525,A.Armstrong,20,4,58,21,3.452,False,1,1,1.9,3.452
11,170,Pickford,11,1,49,21,2.942,False,0,0,4.4,0.0
12,169,Keane,11,2,49,21,2.897,False,0,0,2.3,0.0
13,109,Wood,90,4,67,21,3.01,False,0,0,1.5,0.0
14,177,Calvert-Lewin,11,4,79,21,3.067,False,0,0,3.2,0.0
