,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,15,4.402,False,1,1,13.8,4.402
1,306,Cancelo,43,2,74,15,4.355,False,1,1,56.6,4.355
2,357,Trippier,4,2,59,15,4.006,False,1,1,62.4,4.006
3,461,Zouma,21,2,45,15,3.6310000000000002,False,1,1,2.0,3.6310000000000002
4,526,Mee,94,2,46,15,3.6689999999999996,False,1,1,4.7,3.6689999999999996
5,111,Trossard,36,3,69,15,4.621,False,1,1,22.3,4.621
6,301,De Bruyne,43,3,125,15,6.797999999999999,True,2,1,34.2,13.595999999999998
7,465,Bowen,21,3,81,15,4.4830000000000005,False,1,1,3.5,4.4830000000000005
8,95,Mbeumo,94,4,58,15,4.244,False,1,1,1.7,4.244
9,191,Calvert-Lewin,11,4,79,15,4.348,False,1,1,0.8,4.348
10,356,Wilson,4,4,75,15,4.835,False,1,1,10.1,4.835
11,238,Meslier,2,1,45,15,3.714,False,0,0,2.4,0.0
12,221,Cooper,2,2,44,15,3.41,False,0,0,0.1,0.0
13,261,Maddison,13,3,82,15,4.262,False,0,0,8.9,0.0
14,369,Almirón,4,3,56,15,4.3660000000000005,False,0,0,24.8,0.0
