,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,314,Krul,45,1,45,36,6.442,False,1,1,1.4,6.442
1,165,Coleman,11,2,49,36,5.9220000000000015,False,1,1,0.9,5.9220000000000015
2,258,Aké,43,2,47,36,5.704,False,1,1,0.5,5.704
3,466,Tavares,3,2,43,36,7.382999999999999,False,1,1,1.0,7.382999999999999
4,215,Barnes,13,3,65,36,7.5520000000000005,False,1,1,3.5,7.5520000000000005
5,230,Mané,14,3,118,36,9.58,True,2,1,4.1,19.16
6,255,Sterling,43,3,105,36,6.87,False,1,1,2.4,6.87
7,399,Sarr,57,3,57,36,7.532999999999999,False,1,1,2.9,7.532999999999999
8,696,Luis Díaz,14,3,80,36,7.197,False,1,1,3.9,7.197
9,213,Iheanacho,13,4,70,36,5.555,False,1,1,3.8,5.555
10,430,Jiménez,39,4,75,36,5.84,False,1,1,4.3,5.84
11,199,Meslier,2,1,48,36,6.224,False,0,0,2.0,0.0
12,175,Mina,11,2,49,36,5.4460000000000015,False,0,0,0.3,0.0
13,209,Castagne,13,2,53,36,5.468,False,0,0,1.2,0.0
14,134,Werner,8,4,87,36,5.541,False,0,0,4.1,0.0
